#2022-04-22
#17:01:08
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 3; Line Density(Grv/mm): 600; Blaze: 500nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 100; Y End: 160; Integration Time(ms): 30000; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): -125.139; Shutter Enable: True; Accumulation: 1; Noise Mode: One For Every Acq; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      	SympCCD.Noise Y Pix Row 1(Cnt)	SympCCD.Corr Y Pix Row 1(Cnt) 
378E+0	593.3576E+0	3.105E+3	1.286E+3	1.819E+3
379E+0	593.4806E+0	3.11E+3	1.285E+3	1.825E+3
380E+0	593.6036E+0	3.122E+3	1.289E+3	1.833E+3
381E+0	593.7267E+0	3.1E+3	1.29E+3	1.81E+3
382E+0	593.8497E+0	3.115E+3	1.285E+3	1.83E+3
383E+0	593.9727E+0	3.114E+3	1.288E+3	1.826E+3
384E+0	594.0958E+0	3.116E+3	1.29E+3	1.826E+3
385E+0	594.2188E+0	3.087E+3	1.284E+3	1.803E+3
386E+0	594.3419E+0	3.079E+3	1.291E+3	1.788E+3
387E+0	594.4649E+0	3.087E+3	1.293E+3	1.794E+3
388E+0	594.5879E+0	3.111E+3	1.289E+3	1.822E+3
389E+0	594.711E+0	3.083E+3	1.292E+3	1.791E+3
390E+0	594.834E+0	3.084E+3	1.291E+3	1.793E+3
391E+0	594.9571E+0	3.094E+3	1.282E+3	1.812E+3
392E+0	595.0801E+0	3.063E+3	1.287E+3	1.776E+3
393E+0	595.2031E+0	3.057E+3	1.294E+3	1.763E+3
394E+0	595.3262E+0	3.032E+3	1.287E+3	1.745E+3
395E+0	595.4492E+0	3.036E+3	1.285E+3	1.751E+3
396E+0	595.5723E+0	3.033E+3	1.284E+3	1.749E+3
397E+0	595.6953E+0	3.034E+3	1.293E+3	1.741E+3
398E+0	595.8184E+0	3.022E+3	1.281E+3	1.741E+3
399E+0	595.9414E+0	3.041E+3	1.288E+3	1.753E+3
400E+0	596.0645E+0	3.029E+3	1.289E+3	1.74E+3
401E+0	596.1875E+0	3.045E+3	1.288E+3	1.757E+3
402E+0	596.3106E+0	3.037E+3	1.296E+3	1.741E+3
403E+0	596.4336E+0	3.012E+3	1.289E+3	1.723E+3
404E+0	596.5567E+0	3.038E+3	1.296E+3	1.742E+3
405E+0	596.6797E+0	3.039E+3	1.288E+3	1.751E+3
406E+0	596.8028E+0	3.041E+3	1.293E+3	1.748E+3
407E+0	596.9258E+0	3.034E+3	1.288E+3	1.746E+3
408E+0	597.0489E+0	3.053E+3	1.29E+3	1.763E+3
409E+0	597.1719E+0	3.032E+3	1.29E+3	1.742E+3
410E+0	597.295E+0	3.052E+3	1.289E+3	1.763E+3
411E+0	597.4181E+0	3.017E+3	1.302E+3	1.715E+3
412E+0	597.5411E+0	3.033E+3	1.29E+3	1.743E+3
413E+0	597.6642E+0	3.025E+3	1.292E+3	1.733E+3
414E+0	597.7872E+0	3.012E+3	1.286E+3	1.726E+3
415E+0	597.9103E+0	2.991E+3	1.289E+3	1.702E+3
416E+0	598.0334E+0	3.013E+3	1.284E+3	1.729E+3
417E+0	598.1564E+0	3.004E+3	1.286E+3	1.718E+3
418E+0	598.2795E+0	3.008E+3	1.287E+3	1.721E+3
419E+0	598.4025E+0	3.001E+3	1.292E+3	1.709E+3
420E+0	598.5256E+0	2.992E+3	1.278E+3	1.714E+3
421E+0	598.6487E+0	3.02E+3	1.287E+3	1.733E+3
422E+0	598.7717E+0	3.02E+3	1.285E+3	1.735E+3
423E+0	598.8948E+0	3.014E+3	1.286E+3	1.728E+3
424E+0	599.0179E+0	3.016E+3	1.283E+3	1.733E+3
425E+0	599.1409E+0	3.027E+3	1.294E+3	1.733E+3
426E+0	599.264E+0	3.016E+3	1.288E+3	1.728E+3
427E+0	599.3871E+0	3.011E+3	1.284E+3	1.727E+3
428E+0	599.5101E+0	2.989E+3	1.289E+3	1.7E+3
429E+0	599.6332E+0	2.985E+3	1.284E+3	1.701E+3
430E+0	599.7563E+0	2.961E+3	1.291E+3	1.67E+3
431E+0	599.8794E+0	2.98E+3	1.28E+3	1.7E+3
432E+0	600.0024E+0	2.986E+3	1.292E+3	1.694E+3
433E+0	600.1255E+0	2.983E+3	1.286E+3	1.697E+3
434E+0	600.2486E+0	2.995E+3	1.286E+3	1.709E+3
435E+0	600.3717E+0	2.976E+3	1.289E+3	1.687E+3
436E+0	600.4947E+0	3.004E+3	1.288E+3	1.716E+3
437E+0	600.6178E+0	2.998E+3	1.288E+3	1.71E+3
438E+0	600.7409E+0	3.285E+3	1.295E+3	1.99E+3
439E+0	600.864E+0	3.008E+3	1.287E+3	1.721E+3
440E+0	600.987E+0	3.015E+3	1.286E+3	1.729E+3
441E+0	601.1101E+0	3.026E+3	1.294E+3	1.732E+3
442E+0	601.2332E+0	2.999E+3	1.293E+3	1.706E+3
443E+0	601.3563E+0	2.988E+3	1.288E+3	1.7E+3
444E+0	601.4794E+0	2.995E+3	1.287E+3	1.708E+3
445E+0	601.6024E+0	2.995E+3	1.291E+3	1.704E+3
446E+0	601.7255E+0	2.99E+3	1.288E+3	1.702E+3
447E+0	601.8486E+0	3.001E+3	1.291E+3	1.71E+3
448E+0	601.9717E+0	2.977E+3	1.283E+3	1.694E+3
449E+0	602.0948E+0	2.974E+3	1.287E+3	1.687E+3
450E+0	602.2179E+0	2.97E+3	1.29E+3	1.68E+3
451E+0	602.3409E+0	2.963E+3	1.283E+3	1.68E+3
452E+0	602.464E+0	2.958E+3	1.284E+3	1.674E+3
453E+0	602.5871E+0	2.953E+3	1.277E+3	1.676E+3
454E+0	602.7102E+0	2.947E+3	1.288E+3	1.659E+3
455E+0	602.8333E+0	2.952E+3	1.28E+3	1.672E+3
456E+0	602.9564E+0	2.977E+3	1.286E+3	1.691E+3
457E+0	603.0795E+0	2.954E+3	1.286E+3	1.668E+3
458E+0	603.2026E+0	2.963E+3	1.291E+3	1.672E+3
459E+0	603.3257E+0	2.983E+3	1.286E+3	1.697E+3
460E+0	603.4487E+0	2.979E+3	1.283E+3	1.696E+3
461E+0	603.5718E+0	2.984E+3	1.276E+3	1.708E+3
462E+0	603.6949E+0	2.977E+3	1.285E+3	1.692E+3
463E+0	603.818E+0	2.969E+3	1.283E+3	1.686E+3
464E+0	603.9411E+0	2.972E+3	1.287E+3	1.685E+3
465E+0	604.0642E+0	2.981E+3	1.283E+3	1.698E+3
466E+0	604.1873E+0	2.977E+3	1.286E+3	1.691E+3
467E+0	604.3104E+0	2.983E+3	1.287E+3	1.696E+3
468E+0	604.4335E+0	2.985E+3	1.29E+3	1.695E+3
469E+0	604.5566E+0	2.96E+3	1.285E+3	1.675E+3
470E+0	604.6797E+0	2.979E+3	1.285E+3	1.694E+3
471E+0	604.8028E+0	2.983E+3	1.287E+3	1.696E+3
472E+0	604.9259E+0	2.966E+3	1.282E+3	1.684E+3
473E+0	605.049E+0	2.961E+3	1.289E+3	1.672E+3
474E+0	605.1721E+0	2.966E+3	1.289E+3	1.677E+3
475E+0	605.2952E+0	2.967E+3	1.295E+3	1.672E+3
476E+0	605.4183E+0	2.95E+3	1.284E+3	1.666E+3
477E+0	605.5414E+0	2.951E+3	1.284E+3	1.667E+3
478E+0	605.6645E+0	2.956E+3	1.286E+3	1.67E+3
479E+0	605.7876E+0	2.976E+3	1.284E+3	1.692E+3
480E+0	605.9107E+0	2.949E+3	1.285E+3	1.664E+3
481E+0	606.0338E+0	2.965E+3	1.289E+3	1.676E+3
482E+0	606.1569E+0	2.966E+3	1.285E+3	1.681E+3
483E+0	606.28E+0	2.947E+3	1.29E+3	1.657E+3
484E+0	606.4031E+0	2.932E+3	1.284E+3	1.648E+3
485E+0	606.5262E+0	2.948E+3	1.282E+3	1.666E+3
486E+0	606.6494E+0	2.921E+3	1.292E+3	1.629E+3
487E+0	606.7725E+0	2.89E+3	1.292E+3	1.598E+3
488E+0	606.8956E+0	2.882E+3	1.28E+3	1.602E+3
489E+0	607.0187E+0	2.867E+3	1.289E+3	1.578E+3
490E+0	607.1418E+0	2.853E+3	1.287E+3	1.566E+3
491E+0	607.2649E+0	2.838E+3	1.29E+3	1.548E+3
492E+0	607.388E+0	2.84E+3	1.287E+3	1.553E+3
493E+0	607.5111E+0	2.857E+3	1.284E+3	1.573E+3
494E+0	607.6342E+0	2.863E+3	1.284E+3	1.579E+3
495E+0	607.7574E+0	2.906E+3	1.283E+3	1.623E+3
496E+0	607.8805E+0	2.908E+3	1.283E+3	1.625E+3
497E+0	608.0036E+0	2.938E+3	1.278E+3	1.66E+3
498E+0	608.1267E+0	2.962E+3	1.289E+3	1.673E+3
499E+0	608.2498E+0	2.971E+3	1.286E+3	1.685E+3
500E+0	608.3729E+0	2.933E+3	1.28E+3	1.653E+3
501E+0	608.496E+0	2.933E+3	1.287E+3	1.646E+3
502E+0	608.6192E+0	2.967E+3	1.291E+3	1.676E+3
503E+0	608.7423E+0	2.94E+3	1.286E+3	1.654E+3
504E+0	608.8654E+0	2.935E+3	1.289E+3	1.646E+3
505E+0	608.9885E+0	2.946E+3	1.289E+3	1.657E+3
506E+0	609.1116E+0	2.937E+3	1.282E+3	1.655E+3
507E+0	609.2347E+0	2.931E+3	1.286E+3	1.645E+3
508E+0	609.3579E+0	2.933E+3	1.291E+3	1.642E+3
509E+0	609.481E+0	2.903E+3	1.29E+3	1.613E+3
510E+0	609.6041E+0	2.907E+3	1.293E+3	1.614E+3
511E+0	609.7272E+0	2.921E+3	1.28E+3	1.641E+3
512E+0	609.8504E+0	2.934E+3	1.282E+3	1.652E+3
513E+0	609.9735E+0	2.916E+3	1.289E+3	1.627E+3
514E+0	610.0966E+0	2.935E+3	1.29E+3	1.645E+3
515E+0	610.2197E+0	2.965E+3	1.284E+3	1.681E+3
516E+0	610.3428E+0	2.95E+3	1.28E+3	1.67E+3
517E+0	610.466E+0	2.948E+3	1.28E+3	1.668E+3
518E+0	610.5891E+0	2.948E+3	1.284E+3	1.664E+3
519E+0	610.7122E+0	2.957E+3	1.281E+3	1.676E+3
520E+0	610.8353E+0	2.95E+3	1.285E+3	1.665E+3
521E+0	610.9585E+0	2.979E+3	1.292E+3	1.687E+3
522E+0	611.0816E+0	2.988E+3	1.281E+3	1.707E+3
523E+0	611.2047E+0	2.997E+3	1.285E+3	1.712E+3
524E+0	611.3279E+0	3E+3	1.284E+3	1.716E+3
525E+0	611.451E+0	3.005E+3	1.283E+3	1.722E+3
526E+0	611.5741E+0	3.033E+3	1.288E+3	1.745E+3
527E+0	611.6972E+0	3.015E+3	1.287E+3	1.728E+3
528E+0	611.8204E+0	3.037E+3	1.282E+3	1.755E+3
529E+0	611.9435E+0	3.023E+3	1.288E+3	1.735E+3
530E+0	612.0666E+0	3.027E+3	1.282E+3	1.745E+3
531E+0	612.1898E+0	3.06E+3	1.282E+3	1.778E+3
532E+0	612.3129E+0	3.028E+3	1.28E+3	1.748E+3
533E+0	612.436E+0	3.061E+3	1.284E+3	1.777E+3
534E+0	612.5592E+0	3.052E+3	1.292E+3	1.76E+3
535E+0	612.6823E+0	3.054E+3	1.286E+3	1.768E+3
536E+0	612.8054E+0	3.081E+3	1.285E+3	1.796E+3
537E+0	612.9286E+0	3.069E+3	1.283E+3	1.786E+3
538E+0	613.0517E+0	3.073E+3	1.287E+3	1.786E+3
539E+0	613.1748E+0	3.087E+3	1.285E+3	1.802E+3
540E+0	613.298E+0	3.086E+3	1.291E+3	1.795E+3
541E+0	613.4211E+0	3.104E+3	1.283E+3	1.821E+3
542E+0	613.5442E+0	3.099E+3	1.282E+3	1.817E+3
543E+0	613.6674E+0	3.094E+3	1.283E+3	1.811E+3
544E+0	613.7905E+0	3.108E+3	1.28E+3	1.828E+3
545E+0	613.9137E+0	3.099E+3	1.283E+3	1.816E+3
546E+0	614.0368E+0	3.109E+3	1.29E+3	1.819E+3
547E+0	614.1599E+0	3.104E+3	1.289E+3	1.815E+3
548E+0	614.2831E+0	3.128E+3	1.287E+3	1.841E+3
549E+0	614.4062E+0	3.131E+3	1.283E+3	1.848E+3
550E+0	614.5294E+0	3.122E+3	1.285E+3	1.837E+3
551E+0	614.6525E+0	3.126E+3	1.286E+3	1.84E+3
552E+0	614.7756E+0	3.136E+3	1.289E+3	1.847E+3
553E+0	614.8988E+0	3.141E+3	1.284E+3	1.857E+3
554E+0	615.0219E+0	3.146E+3	1.291E+3	1.855E+3
555E+0	615.1451E+0	3.142E+3	1.281E+3	1.861E+3
556E+0	615.2682E+0	3.149E+3	1.279E+3	1.87E+3
557E+0	615.3913E+0	3.147E+3	1.289E+3	1.858E+3
558E+0	615.5145E+0	3.15E+3	1.283E+3	1.867E+3
559E+0	615.6376E+0	3.17E+3	1.29E+3	1.88E+3
560E+0	615.7608E+0	3.154E+3	1.293E+3	1.861E+3
561E+0	615.8839E+0	3.169E+3	1.288E+3	1.881E+3
562E+0	616.0071E+0	3.15E+3	1.286E+3	1.864E+3
563E+0	616.1302E+0	3.146E+3	1.28E+3	1.866E+3
564E+0	616.2534E+0	3.165E+3	1.28E+3	1.885E+3
565E+0	616.3765E+0	3.15E+3	1.285E+3	1.865E+3
566E+0	616.4996E+0	3.158E+3	1.288E+3	1.87E+3
567E+0	616.6228E+0	3.151E+3	1.292E+3	1.859E+3
568E+0	616.7459E+0	3.148E+3	1.285E+3	1.863E+3
569E+0	616.8691E+0	3.149E+3	1.29E+3	1.859E+3
570E+0	616.9922E+0	3.137E+3	1.287E+3	1.85E+3
571E+0	617.1154E+0	3.169E+3	1.287E+3	1.882E+3
572E+0	617.2385E+0	3.163E+3	1.286E+3	1.877E+3
573E+0	617.3617E+0	3.165E+3	1.278E+3	1.887E+3
574E+0	617.4848E+0	3.167E+3	1.278E+3	1.889E+3
575E+0	617.608E+0	3.162E+3	1.288E+3	1.874E+3
576E+0	617.7311E+0	3.152E+3	1.28E+3	1.872E+3
577E+0	617.8543E+0	3.175E+3	1.282E+3	1.893E+3
578E+0	617.9774E+0	3.146E+3	1.283E+3	1.863E+3
579E+0	618.1006E+0	3.142E+3	1.286E+3	1.856E+3
580E+0	618.2237E+0	3.162E+3	1.282E+3	1.88E+3
581E+0	618.3469E+0	3.118E+3	1.278E+3	1.84E+3
582E+0	618.47E+0	3.123E+3	1.287E+3	1.836E+3
583E+0	618.5932E+0	3.085E+3	1.295E+3	1.79E+3
584E+0	618.7163E+0	3.096E+3	1.285E+3	1.811E+3
585E+0	618.8395E+0	3.077E+3	1.281E+3	1.796E+3
586E+0	618.9626E+0	3.095E+3	1.284E+3	1.811E+3
587E+0	619.0858E+0	3.077E+3	1.29E+3	1.787E+3
588E+0	619.209E+0	3.077E+3	1.284E+3	1.793E+3
589E+0	619.3321E+0	3.126E+3	1.283E+3	1.843E+3
590E+0	619.4553E+0	3.11E+3	1.283E+3	1.827E+3
591E+0	619.5784E+0	3.14E+3	1.279E+3	1.861E+3
592E+0	619.7016E+0	3.156E+3	1.284E+3	1.872E+3
593E+0	619.8247E+0	3.109E+3	1.286E+3	1.823E+3
594E+0	619.9479E+0	3.12E+3	1.287E+3	1.833E+3
595E+0	620.071E+0	3.093E+3	1.278E+3	1.815E+3
596E+0	620.1942E+0	3.088E+3	1.284E+3	1.804E+3
597E+0	620.3174E+0	3.078E+3	1.285E+3	1.793E+3
598E+0	620.4405E+0	3.074E+3	1.284E+3	1.79E+3
599E+0	620.5637E+0	3.066E+3	1.286E+3	1.78E+3
600E+0	620.6868E+0	3.047E+3	1.281E+3	1.766E+3
601E+0	620.81E+0	3.051E+3	1.277E+3	1.774E+3
602E+0	620.9331E+0	3.094E+3	1.286E+3	1.808E+3
603E+0	621.0563E+0	3.072E+3	1.281E+3	1.791E+3
604E+0	621.1795E+0	3.094E+3	1.277E+3	1.817E+3
605E+0	621.3026E+0	3.097E+3	1.285E+3	1.812E+3
606E+0	621.4258E+0	3.072E+3	1.284E+3	1.788E+3
607E+0	621.5489E+0	3.068E+3	1.273E+3	1.795E+3
608E+0	621.6721E+0	3.076E+3	1.28E+3	1.796E+3
609E+0	621.7953E+0	3.03E+3	1.285E+3	1.745E+3
610E+0	621.9184E+0	3.032E+3	1.275E+3	1.757E+3
611E+0	622.0416E+0	3.015E+3	1.285E+3	1.73E+3
612E+0	622.1647E+0	3.013E+3	1.288E+3	1.725E+3
613E+0	622.2879E+0	2.981E+3	1.278E+3	1.703E+3
614E+0	622.4111E+0	3.01E+3	1.286E+3	1.724E+3
615E+0	622.5342E+0	3.045E+3	1.284E+3	1.761E+3
616E+0	622.6574E+0	3.034E+3	1.288E+3	1.746E+3
617E+0	622.7806E+0	3.053E+3	1.289E+3	1.764E+3
618E+0	622.9037E+0	3.07E+3	1.283E+3	1.787E+3
619E+0	623.0269E+0	3.066E+3	1.289E+3	1.777E+3
620E+0	623.15E+0	3.056E+3	1.285E+3	1.771E+3
621E+0	623.2732E+0	3.073E+3	1.283E+3	1.79E+3
622E+0	623.3964E+0	3.069E+3	1.28E+3	1.789E+3
623E+0	623.5195E+0	3.069E+3	1.282E+3	1.787E+3
624E+0	623.6427E+0	3.059E+3	1.287E+3	1.772E+3
625E+0	623.7659E+0	3.047E+3	1.277E+3	1.77E+3
626E+0	623.889E+0	3.083E+3	1.281E+3	1.802E+3
627E+0	624.0122E+0	3.074E+3	1.287E+3	1.787E+3
628E+0	624.1354E+0	3.054E+3	1.282E+3	1.772E+3
629E+0	624.2585E+0	3.053E+3	1.278E+3	1.775E+3
630E+0	624.3817E+0	3.061E+3	1.284E+3	1.777E+3
631E+0	624.5049E+0	3.049E+3	1.286E+3	1.763E+3
632E+0	624.628E+0	3.047E+3	1.288E+3	1.759E+3
633E+0	624.7512E+0	3.046E+3	1.285E+3	1.761E+3
634E+0	624.8744E+0	3.048E+3	1.285E+3	1.763E+3
635E+0	624.9975E+0	3.035E+3	1.281E+3	1.754E+3
636E+0	625.1207E+0	3.021E+3	1.282E+3	1.739E+3
637E+0	625.2439E+0	3.018E+3	1.281E+3	1.737E+3
638E+0	625.367E+0	2.976E+3	1.281E+3	1.695E+3
639E+0	625.4902E+0	3.005E+3	1.281E+3	1.724E+3
640E+0	625.6134E+0	2.99E+3	1.285E+3	1.705E+3
641E+0	625.7365E+0	2.968E+3	1.287E+3	1.681E+3
642E+0	625.8597E+0	2.951E+3	1.288E+3	1.663E+3
643E+0	625.9829E+0	2.965E+3	1.283E+3	1.682E+3
644E+0	626.106E+0	2.945E+3	1.277E+3	1.668E+3
645E+0	626.2292E+0	2.96E+3	1.28E+3	1.68E+3
646E+0	626.3524E+0	2.99E+3	1.284E+3	1.706E+3
647E+0	626.4755E+0	2.999E+3	1.28E+3	1.719E+3
648E+0	626.5987E+0	3.013E+3	1.281E+3	1.732E+3
649E+0	626.7219E+0	3.017E+3	1.28E+3	1.737E+3
650E+0	626.845E+0	3.004E+3	1.28E+3	1.724E+3
651E+0	626.9682E+0	3.013E+3	1.288E+3	1.725E+3
652E+0	627.0914E+0	2.994E+3	1.287E+3	1.707E+3
653E+0	627.2146E+0	2.969E+3	1.278E+3	1.691E+3
654E+0	627.3377E+0	2.981E+3	1.286E+3	1.695E+3
655E+0	627.4609E+0	2.942E+3	1.287E+3	1.655E+3
656E+0	627.5841E+0	2.947E+3	1.279E+3	1.668E+3
657E+0	627.7072E+0	2.962E+3	1.282E+3	1.68E+3
658E+0	627.8304E+0	2.96E+3	1.279E+3	1.681E+3
659E+0	627.9536E+0	2.977E+3	1.283E+3	1.694E+3
660E+0	628.0767E+0	2.993E+3	1.282E+3	1.711E+3
661E+0	628.1999E+0	2.988E+3	1.287E+3	1.701E+3
662E+0	628.3231E+0	2.986E+3	1.284E+3	1.702E+3
663E+0	628.4463E+0	2.982E+3	1.276E+3	1.706E+3
664E+0	628.5694E+0	2.96E+3	1.279E+3	1.681E+3
665E+0	628.6926E+0	2.962E+3	1.283E+3	1.679E+3
666E+0	628.8158E+0	3.003E+3	1.28E+3	1.723E+3
667E+0	628.9389E+0	2.982E+3	1.28E+3	1.702E+3
668E+0	629.0621E+0	3.01E+3	1.28E+3	1.73E+3
669E+0	629.1853E+0	3.007E+3	1.278E+3	1.729E+3
670E+0	629.3085E+0	3.024E+3	1.285E+3	1.739E+3
671E+0	629.4316E+0	3.017E+3	1.283E+3	1.734E+3
672E+0	629.5548E+0	2.995E+3	1.28E+3	1.715E+3
673E+0	629.678E+0	2.985E+3	1.286E+3	1.699E+3
674E+0	629.8012E+0	2.982E+3	1.282E+3	1.7E+3
675E+0	629.9243E+0	2.978E+3	1.279E+3	1.699E+3
676E+0	630.0475E+0	2.981E+3	1.281E+3	1.7E+3
677E+0	630.1707E+0	2.971E+3	1.282E+3	1.689E+3
678E+0	630.2938E+0	2.964E+3	1.28E+3	1.684E+3
679E+0	630.417E+0	2.956E+3	1.28E+3	1.676E+3
680E+0	630.5402E+0	2.963E+3	1.29E+3	1.673E+3
681E+0	630.6634E+0	2.96E+3	1.278E+3	1.682E+3
682E+0	630.7865E+0	2.937E+3	1.283E+3	1.654E+3
683E+0	630.9097E+0	2.896E+3	1.279E+3	1.617E+3
684E+0	631.0329E+0	2.888E+3	1.284E+3	1.604E+3
685E+0	631.1561E+0	2.846E+3	1.288E+3	1.558E+3
686E+0	631.2792E+0	2.825E+3	1.277E+3	1.548E+3
687E+0	631.4024E+0	2.829E+3	1.284E+3	1.545E+3
688E+0	631.5256E+0	2.795E+3	1.281E+3	1.514E+3
689E+0	631.6488E+0	2.788E+3	1.284E+3	1.504E+3
690E+0	631.7719E+0	2.801E+3	1.283E+3	1.518E+3
691E+0	631.8951E+0	2.845E+3	1.274E+3	1.571E+3
692E+0	632.0183E+0	2.883E+3	1.288E+3	1.595E+3
693E+0	632.1415E+0	2.918E+3	1.278E+3	1.64E+3
694E+0	632.2646E+0	2.959E+3	1.28E+3	1.679E+3
695E+0	632.3878E+0	2.933E+3	1.281E+3	1.652E+3
696E+0	632.511E+0	2.907E+3	1.281E+3	1.626E+3
697E+0	632.6342E+0	2.911E+3	1.276E+3	1.635E+3
698E+0	632.7573E+0	2.906E+3	1.283E+3	1.623E+3
699E+0	632.8805E+0	2.91E+3	1.28E+3	1.63E+3
700E+0	633.0037E+0	2.895E+3	1.277E+3	1.618E+3
701E+0	633.1269E+0	2.889E+3	1.275E+3	1.614E+3
702E+0	633.25E+0	2.867E+3	1.282E+3	1.585E+3
703E+0	633.3732E+0	2.832E+3	1.276E+3	1.556E+3
704E+0	633.4964E+0	2.81E+3	1.283E+3	1.527E+3
705E+0	633.6196E+0	2.81E+3	1.278E+3	1.532E+3
706E+0	633.7427E+0	2.749E+3	1.276E+3	1.473E+3
707E+0	633.8659E+0	2.754E+3	1.286E+3	1.468E+3
708E+0	633.9891E+0	2.734E+3	1.276E+3	1.458E+3
709E+0	634.1123E+0	2.733E+3	1.273E+3	1.46E+3
710E+0	634.2354E+0	2.773E+3	1.279E+3	1.494E+3
711E+0	634.3586E+0	2.82E+3	1.274E+3	1.546E+3
712E+0	634.4818E+0	2.839E+3	1.279E+3	1.56E+3
713E+0	634.605E+0	2.897E+3	1.279E+3	1.618E+3
714E+0	634.7281E+0	2.889E+3	1.276E+3	1.613E+3
715E+0	634.8513E+0	2.897E+3	1.267E+3	1.63E+3
716E+0	634.9745E+0	2.88E+3	1.28E+3	1.6E+3
717E+0	635.0977E+0	2.876E+3	1.278E+3	1.598E+3
718E+0	635.2208E+0	2.856E+3	1.279E+3	1.577E+3
719E+0	635.344E+0	2.874E+3	1.279E+3	1.595E+3
720E+0	635.4672E+0	2.863E+3	1.279E+3	1.584E+3
721E+0	635.5904E+0	2.849E+3	1.278E+3	1.571E+3
722E+0	635.7135E+0	2.866E+3	1.277E+3	1.589E+3
723E+0	635.8367E+0	2.824E+3	1.281E+3	1.543E+3
724E+0	635.9599E+0	2.827E+3	1.277E+3	1.55E+3
725E+0	636.0831E+0	2.807E+3	1.283E+3	1.524E+3
726E+0	636.2062E+0	2.832E+3	1.279E+3	1.553E+3
727E+0	636.3294E+0	2.829E+3	1.28E+3	1.549E+3
728E+0	636.4526E+0	2.812E+3	1.275E+3	1.537E+3
729E+0	636.5758E+0	2.837E+3	1.279E+3	1.558E+3
730E+0	636.6989E+0	2.84E+3	1.279E+3	1.561E+3
731E+0	636.8221E+0	2.851E+3	1.269E+3	1.582E+3
732E+0	636.9453E+0	2.858E+3	1.277E+3	1.581E+3
733E+0	637.0685E+0	2.838E+3	1.273E+3	1.565E+3
734E+0	637.1916E+0	2.852E+3	1.276E+3	1.576E+3
735E+0	637.3148E+0	2.851E+3	1.28E+3	1.571E+3
736E+0	637.438E+0	2.832E+3	1.271E+3	1.561E+3
737E+0	637.5612E+0	2.837E+3	1.272E+3	1.565E+3
738E+0	637.6843E+0	2.824E+3	1.284E+3	1.54E+3
739E+0	637.8075E+0	2.817E+3	1.272E+3	1.545E+3
740E+0	637.9307E+0	2.832E+3	1.279E+3	1.553E+3
741E+0	638.0538E+0	2.837E+3	1.277E+3	1.56E+3
742E+0	638.177E+0	2.829E+3	1.282E+3	1.547E+3
743E+0	638.3002E+0	2.81E+3	1.274E+3	1.536E+3
744E+0	638.4234E+0	2.812E+3	1.282E+3	1.53E+3
745E+0	638.5465E+0	2.787E+3	1.276E+3	1.511E+3
746E+0	638.6697E+0	2.785E+3	1.279E+3	1.506E+3
747E+0	638.7929E+0	2.759E+3	1.281E+3	1.478E+3
748E+0	638.9161E+0	2.771E+3	1.276E+3	1.495E+3
749E+0	639.0392E+0	2.787E+3	1.28E+3	1.507E+3
750E+0	639.1624E+0	2.776E+3	1.281E+3	1.495E+3
751E+0	639.2856E+0	2.779E+3	1.28E+3	1.499E+3
752E+0	639.4088E+0	2.765E+3	1.274E+3	1.491E+3
753E+0	639.5319E+0	2.798E+3	1.277E+3	1.521E+3
754E+0	639.6551E+0	2.779E+3	1.278E+3	1.501E+3
755E+0	639.7783E+0	2.786E+3	1.272E+3	1.514E+3
756E+0	639.9015E+0	2.76E+3	1.272E+3	1.488E+3
757E+0	640.0246E+0	2.781E+3	1.275E+3	1.506E+3
758E+0	640.1478E+0	2.77E+3	1.277E+3	1.493E+3
759E+0	640.271E+0	2.757E+3	1.275E+3	1.482E+3
760E+0	640.3941E+0	2.757E+3	1.276E+3	1.481E+3
761E+0	640.5173E+0	2.746E+3	1.277E+3	1.469E+3
762E+0	640.6405E+0	2.747E+3	1.271E+3	1.476E+3
763E+0	640.7637E+0	2.75E+3	1.28E+3	1.47E+3
764E+0	640.8868E+0	2.747E+3	1.273E+3	1.474E+3
765E+0	641.01E+0	2.742E+3	1.272E+3	1.47E+3
766E+0	641.1332E+0	2.748E+3	1.278E+3	1.47E+3
767E+0	641.2563E+0	2.721E+3	1.277E+3	1.444E+3
768E+0	641.3795E+0	2.736E+3	1.272E+3	1.464E+3
769E+0	641.5027E+0	2.728E+3	1.272E+3	1.456E+3
770E+0	641.6259E+0	2.726E+3	1.276E+3	1.45E+3
