#2022-04-11
#10:41:34
#Balayage par: iq-qfl
#Description Keyword: 
##Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 5; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 100; ADC1:  20 kHz Tab 1; Gain  2.0(x); Ccd Temp(degC): 23.408; Shutter Enable: True; Accumulation: 1; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1(Cnt)      	SympCCD.Y Pix Row 2(Cnt)      	SympCCD.Y Pix Row 3(Cnt)      	SympCCD.Y Pix Row 4(Cnt)      	SympCCD.Y Pix Row 5(Cnt)      
296E+0	NaN	1.199E+3	1.251E+3	1.301E+3	1.352E+3	1.391E+3
297E+0	NaN	1.193E+3	1.239E+3	1.292E+3	1.343E+3	1.381E+3
298E+0	NaN	1.189E+3	1.237E+3	1.33E+3	1.382E+3	1.43E+3
299E+0	NaN	1.179E+3	1.243E+3	1.308E+3	1.353E+3	1.385E+3
300E+0	NaN	1.189E+3	1.245E+3	1.289E+3	1.349E+3	1.391E+3
301E+0	NaN	1.193E+3	1.232E+3	1.289E+3	1.348E+3	1.388E+3
302E+0	NaN	1.186E+3	1.239E+3	1.284E+3	1.335E+3	1.384E+3
303E+0	NaN	1.184E+3	1.235E+3	1.277E+3	1.35E+3	1.39E+3
304E+0	NaN	1.185E+3	1.255E+3	1.287E+3	1.343E+3	1.385E+3
305E+0	NaN	1.19E+3	1.237E+3	1.286E+3	1.336E+3	1.387E+3
306E+0	NaN	1.182E+3	1.24E+3	1.283E+3	1.356E+3	1.394E+3
307E+0	NaN	1.185E+3	1.245E+3	1.284E+3	1.328E+3	1.376E+3
308E+0	NaN	1.186E+3	1.241E+3	1.281E+3	1.34E+3	1.384E+3
309E+0	NaN	1.193E+3	1.237E+3	1.329E+3	1.362E+3	1.413E+3
310E+0	NaN	1.186E+3	1.238E+3	1.293E+3	1.346E+3	1.394E+3
311E+0	NaN	1.182E+3	1.238E+3	1.284E+3	1.326E+3	1.393E+3
312E+0	NaN	1.187E+3	1.235E+3	1.283E+3	1.326E+3	1.368E+3
313E+0	NaN	1.196E+3	1.245E+3	1.288E+3	1.347E+3	1.39E+3
314E+0	NaN	1.18E+3	1.236E+3	1.287E+3	1.339E+3	1.382E+3
315E+0	NaN	1.191E+3	1.241E+3	1.296E+3	1.341E+3	1.389E+3
316E+0	NaN	1.2E+3	1.257E+3	1.297E+3	1.363E+3	1.39E+3
317E+0	NaN	1.192E+3	1.24E+3	1.284E+3	1.346E+3	1.391E+3
318E+0	NaN	1.184E+3	1.239E+3	1.285E+3	1.333E+3	1.393E+3
319E+0	NaN	1.184E+3	1.251E+3	1.3E+3	1.345E+3	1.391E+3
320E+0	NaN	1.193E+3	1.246E+3	1.288E+3	1.346E+3	1.386E+3
321E+0	NaN	1.195E+3	1.239E+3	1.287E+3	1.341E+3	1.386E+3
322E+0	NaN	1.177E+3	1.233E+3	1.282E+3	1.333E+3	1.379E+3
323E+0	NaN	1.187E+3	1.241E+3	1.292E+3	1.333E+3	1.386E+3
324E+0	NaN	1.186E+3	1.237E+3	1.281E+3	1.338E+3	1.399E+3
325E+0	NaN	1.183E+3	1.238E+3	1.282E+3	1.344E+3	1.389E+3
326E+0	NaN	1.184E+3	1.241E+3	1.286E+3	1.338E+3	1.381E+3
327E+0	NaN	1.196E+3	1.251E+3	1.297E+3	1.351E+3	1.405E+3
328E+0	NaN	1.189E+3	1.225E+3	1.284E+3	1.336E+3	1.376E+3
329E+0	NaN	1.185E+3	1.243E+3	1.293E+3	1.347E+3	1.385E+3
330E+0	NaN	1.206E+3	1.246E+3	1.289E+3	1.357E+3	1.407E+3
331E+0	NaN	1.187E+3	1.244E+3	1.297E+3	1.356E+3	1.392E+3
332E+0	NaN	1.192E+3	1.249E+3	1.297E+3	1.335E+3	1.379E+3
333E+0	NaN	1.182E+3	1.245E+3	1.289E+3	1.335E+3	1.384E+3
334E+0	NaN	1.184E+3	1.242E+3	1.288E+3	1.351E+3	1.399E+3
335E+0	NaN	1.193E+3	1.252E+3	1.293E+3	1.354E+3	1.392E+3
336E+0	NaN	1.184E+3	1.241E+3	1.295E+3	1.344E+3	1.386E+3
337E+0	NaN	1.19E+3	1.256E+3	1.293E+3	1.353E+3	1.393E+3
338E+0	NaN	1.188E+3	1.247E+3	1.292E+3	1.347E+3	1.388E+3
339E+0	NaN	1.189E+3	1.237E+3	1.291E+3	1.336E+3	1.401E+3
340E+0	NaN	1.188E+3	1.244E+3	1.296E+3	1.348E+3	1.391E+3
341E+0	NaN	1.193E+3	1.236E+3	1.286E+3	1.34E+3	1.378E+3
342E+0	NaN	1.188E+3	1.234E+3	1.279E+3	1.326E+3	1.375E+3
343E+0	NaN	1.192E+3	1.246E+3	1.304E+3	1.345E+3	1.39E+3
344E+0	NaN	1.19E+3	1.238E+3	1.286E+3	1.343E+3	1.38E+3
345E+0	NaN	1.186E+3	1.236E+3	1.295E+3	1.34E+3	1.404E+3
346E+0	NaN	1.194E+3	1.25E+3	1.29E+3	1.336E+3	1.395E+3
347E+0	NaN	1.2E+3	1.266E+3	1.311E+3	1.356E+3	1.403E+3
348E+0	NaN	1.183E+3	1.238E+3	1.297E+3	1.354E+3	1.387E+3
349E+0	NaN	1.19E+3	1.247E+3	1.298E+3	1.356E+3	1.399E+3
350E+0	NaN	1.186E+3	1.243E+3	1.286E+3	1.337E+3	1.384E+3
351E+0	NaN	1.189E+3	1.246E+3	1.298E+3	1.342E+3	1.378E+3
352E+0	NaN	1.188E+3	1.24E+3	1.288E+3	1.369E+3	1.403E+3
353E+0	NaN	1.186E+3	1.242E+3	1.289E+3	1.342E+3	1.395E+3
354E+0	NaN	1.185E+3	1.242E+3	1.294E+3	1.347E+3	1.4E+3
355E+0	NaN	1.184E+3	1.25E+3	1.291E+3	1.344E+3	1.398E+3
356E+0	NaN	1.189E+3	1.238E+3	1.288E+3	1.332E+3	1.384E+3
357E+0	NaN	1.192E+3	1.241E+3	1.292E+3	1.349E+3	1.396E+3
358E+0	NaN	1.182E+3	1.25E+3	1.298E+3	1.342E+3	1.394E+3
359E+0	NaN	1.188E+3	1.239E+3	1.287E+3	1.338E+3	1.383E+3
360E+0	NaN	1.187E+3	1.24E+3	1.286E+3	1.334E+3	1.38E+3
361E+0	NaN	1.189E+3	1.25E+3	1.299E+3	1.351E+3	1.388E+3
362E+0	NaN	1.197E+3	1.251E+3	1.299E+3	1.355E+3	1.401E+3
363E+0	NaN	1.186E+3	1.239E+3	1.308E+3	1.346E+3	1.399E+3
364E+0	NaN	1.183E+3	1.24E+3	1.289E+3	1.341E+3	1.39E+3
365E+0	NaN	1.199E+3	1.247E+3	1.287E+3	1.338E+3	1.389E+3
366E+0	NaN	1.193E+3	1.24E+3	1.308E+3	1.349E+3	1.396E+3
367E+0	NaN	1.189E+3	1.241E+3	1.287E+3	1.33E+3	1.39E+3
368E+0	NaN	1.186E+3	1.252E+3	1.299E+3	1.332E+3	1.387E+3
369E+0	NaN	1.187E+3	1.242E+3	1.298E+3	1.361E+3	1.394E+3
370E+0	NaN	1.185E+3	1.243E+3	1.289E+3	1.332E+3	1.377E+3
371E+0	NaN	1.19E+3	1.248E+3	1.295E+3	1.422E+3	1.431E+3
372E+0	NaN	1.188E+3	1.245E+3	1.303E+3	1.351E+3	1.403E+3
373E+0	NaN	1.187E+3	1.243E+3	1.296E+3	1.345E+3	1.403E+3
374E+0	NaN	1.187E+3	1.243E+3	1.289E+3	1.34E+3	1.382E+3
375E+0	NaN	1.192E+3	1.246E+3	1.296E+3	1.341E+3	1.389E+3
376E+0	NaN	1.188E+3	1.242E+3	1.294E+3	1.347E+3	1.391E+3
377E+0	NaN	1.179E+3	1.229E+3	1.277E+3	1.332E+3	1.386E+3
378E+0	NaN	1.185E+3	1.252E+3	1.28E+3	1.348E+3	1.388E+3
379E+0	NaN	1.177E+3	1.239E+3	1.291E+3	1.34E+3	1.394E+3
380E+0	NaN	1.175E+3	1.235E+3	1.284E+3	1.33E+3	1.388E+3
381E+0	NaN	1.184E+3	1.243E+3	1.292E+3	1.334E+3	1.379E+3
382E+0	NaN	1.188E+3	1.235E+3	1.285E+3	1.329E+3	1.377E+3
383E+0	NaN	1.189E+3	1.246E+3	1.293E+3	1.335E+3	1.387E+3
384E+0	NaN	1.192E+3	1.252E+3	1.296E+3	1.333E+3	1.387E+3
385E+0	NaN	1.186E+3	1.241E+3	1.293E+3	1.336E+3	1.38E+3
386E+0	NaN	1.185E+3	1.24E+3	1.304E+3	1.333E+3	1.385E+3
387E+0	NaN	1.26E+3	1.281E+3	1.325E+3	1.365E+3	1.425E+3
388E+0	NaN	1.175E+3	1.245E+3	1.285E+3	1.337E+3	1.383E+3
389E+0	NaN	1.193E+3	1.288E+3	1.309E+3	1.368E+3	1.411E+3
390E+0	NaN	1.189E+3	1.231E+3	1.286E+3	1.333E+3	1.378E+3
391E+0	NaN	1.191E+3	1.233E+3	1.292E+3	1.341E+3	1.384E+3
392E+0	NaN	1.187E+3	1.254E+3	1.289E+3	1.336E+3	1.395E+3
393E+0	NaN	1.187E+3	1.242E+3	1.287E+3	1.35E+3	1.383E+3
394E+0	NaN	1.185E+3	1.248E+3	1.305E+3	1.352E+3	1.392E+3
395E+0	NaN	1.255E+3	1.275E+3	1.325E+3	1.386E+3	1.427E+3
396E+0	NaN	1.185E+3	1.238E+3	1.294E+3	1.345E+3	1.38E+3
397E+0	NaN	1.183E+3	1.248E+3	1.296E+3	1.339E+3	1.395E+3
398E+0	NaN	1.199E+3	1.246E+3	1.28E+3	1.34E+3	1.389E+3
399E+0	NaN	1.198E+3	1.238E+3	1.288E+3	1.35E+3	1.402E+3
400E+0	NaN	1.188E+3	1.247E+3	1.297E+3	1.343E+3	1.398E+3
401E+0	NaN	1.192E+3	1.237E+3	1.284E+3	1.327E+3	1.38E+3
402E+0	NaN	1.193E+3	1.243E+3	1.292E+3	1.353E+3	1.396E+3
403E+0	NaN	1.195E+3	1.243E+3	1.298E+3	1.342E+3	1.384E+3
404E+0	NaN	1.196E+3	1.247E+3	1.294E+3	1.343E+3	1.4E+3
405E+0	NaN	1.187E+3	1.242E+3	1.288E+3	1.339E+3	1.387E+3
406E+0	NaN	1.188E+3	1.244E+3	1.302E+3	1.346E+3	1.39E+3
407E+0	NaN	1.196E+3	1.246E+3	1.296E+3	1.343E+3	1.398E+3
408E+0	NaN	1.205E+3	1.252E+3	1.294E+3	1.345E+3	1.389E+3
409E+0	NaN	1.2E+3	1.26E+3	1.292E+3	1.346E+3	1.388E+3
410E+0	NaN	1.185E+3	1.232E+3	1.298E+3	1.341E+3	1.386E+3
411E+0	NaN	1.193E+3	1.25E+3	1.303E+3	1.352E+3	1.392E+3
412E+0	NaN	1.189E+3	1.245E+3	1.295E+3	1.341E+3	1.378E+3
413E+0	NaN	1.187E+3	1.253E+3	1.297E+3	1.364E+3	1.396E+3
414E+0	NaN	1.193E+3	1.247E+3	1.295E+3	1.344E+3	1.393E+3
415E+0	NaN	1.193E+3	1.247E+3	1.306E+3	1.356E+3	1.394E+3
416E+0	NaN	1.19E+3	1.239E+3	1.311E+3	1.356E+3	1.414E+3
417E+0	NaN	1.196E+3	1.267E+3	1.296E+3	1.369E+3	1.404E+3
418E+0	NaN	1.196E+3	1.267E+3	1.301E+3	1.346E+3	1.386E+3
419E+0	NaN	1.199E+3	1.247E+3	1.3E+3	1.359E+3	1.399E+3
420E+0	NaN	1.206E+3	1.247E+3	1.305E+3	1.37E+3	1.409E+3
421E+0	NaN	1.197E+3	1.247E+3	1.298E+3	1.348E+3	1.407E+3
422E+0	NaN	1.193E+3	1.239E+3	1.298E+3	1.347E+3	1.388E+3
423E+0	NaN	1.186E+3	1.239E+3	1.298E+3	1.349E+3	1.392E+3
424E+0	NaN	1.189E+3	1.245E+3	1.292E+3	1.346E+3	1.381E+3
425E+0	NaN	1.195E+3	1.241E+3	1.3E+3	1.348E+3	1.392E+3
426E+0	NaN	1.188E+3	1.25E+3	1.293E+3	1.341E+3	1.391E+3
427E+0	NaN	1.193E+3	1.258E+3	1.302E+3	1.356E+3	1.4E+3
428E+0	NaN	1.2E+3	1.262E+3	1.304E+3	1.359E+3	1.4E+3
429E+0	NaN	1.189E+3	1.256E+3	1.298E+3	1.339E+3	1.384E+3
430E+0	NaN	1.19E+3	1.249E+3	1.302E+3	1.352E+3	1.389E+3
431E+0	NaN	1.19E+3	1.241E+3	1.297E+3	1.34E+3	1.378E+3
432E+0	NaN	1.191E+3	1.255E+3	1.312E+3	1.358E+3	1.403E+3
433E+0	NaN	1.194E+3	1.252E+3	1.297E+3	1.353E+3	1.396E+3
434E+0	NaN	1.196E+3	1.249E+3	1.298E+3	1.35E+3	1.403E+3
435E+0	NaN	1.201E+3	1.249E+3	1.308E+3	1.348E+3	1.397E+3
436E+0	NaN	1.196E+3	1.25E+3	1.305E+3	1.357E+3	1.404E+3
437E+0	NaN	1.2E+3	1.264E+3	1.317E+3	1.35E+3	1.405E+3
438E+0	NaN	1.188E+3	1.25E+3	1.308E+3	1.353E+3	1.392E+3
439E+0	NaN	1.203E+3	1.254E+3	1.29E+3	1.352E+3	1.398E+3
440E+0	NaN	1.192E+3	1.253E+3	1.292E+3	1.341E+3	1.389E+3
441E+0	NaN	1.194E+3	1.254E+3	1.294E+3	1.342E+3	1.403E+3
442E+0	NaN	1.187E+3	1.244E+3	1.299E+3	1.345E+3	1.412E+3
443E+0	NaN	1.189E+3	1.25E+3	1.297E+3	1.357E+3	1.409E+3
444E+0	NaN	1.197E+3	1.241E+3	1.291E+3	1.342E+3	1.388E+3
445E+0	NaN	1.189E+3	1.247E+3	1.296E+3	1.348E+3	1.388E+3
446E+0	NaN	1.196E+3	1.254E+3	1.301E+3	1.363E+3	1.404E+3
447E+0	NaN	1.216E+3	1.274E+3	1.311E+3	1.354E+3	1.4E+3
448E+0	NaN	1.193E+3	1.249E+3	1.32E+3	1.362E+3	1.414E+3
449E+0	NaN	1.193E+3	1.252E+3	1.299E+3	1.349E+3	1.393E+3
450E+0	NaN	1.199E+3	1.251E+3	1.3E+3	1.351E+3	1.399E+3
451E+0	NaN	1.182E+3	1.24E+3	1.292E+3	1.345E+3	1.377E+3
452E+0	NaN	1.19E+3	1.254E+3	1.302E+3	1.349E+3	1.386E+3
453E+0	NaN	1.197E+3	1.264E+3	1.306E+3	1.362E+3	1.398E+3
454E+0	NaN	1.2E+3	1.239E+3	1.293E+3	1.349E+3	1.385E+3
455E+0	NaN	1.186E+3	1.243E+3	1.301E+3	1.344E+3	1.401E+3
456E+0	NaN	1.202E+3	1.259E+3	1.302E+3	1.352E+3	1.4E+3
457E+0	NaN	1.214E+3	1.265E+3	1.306E+3	1.363E+3	1.407E+3
458E+0	NaN	1.185E+3	1.246E+3	1.289E+3	1.345E+3	1.394E+3
459E+0	NaN	1.194E+3	1.246E+3	1.296E+3	1.356E+3	1.424E+3
460E+0	NaN	1.181E+3	1.236E+3	1.288E+3	1.332E+3	1.406E+3
461E+0	NaN	1.191E+3	1.262E+3	1.307E+3	1.35E+3	1.392E+3
462E+0	NaN	1.19E+3	1.251E+3	1.298E+3	1.348E+3	1.387E+3
463E+0	NaN	1.182E+3	1.238E+3	1.28E+3	1.336E+3	1.379E+3
464E+0	NaN	1.191E+3	1.246E+3	1.29E+3	1.336E+3	1.388E+3
465E+0	NaN	1.184E+3	1.24E+3	1.301E+3	1.341E+3	1.401E+3
466E+0	NaN	1.185E+3	1.253E+3	1.281E+3	1.362E+3	1.402E+3
467E+0	NaN	1.191E+3	1.246E+3	1.292E+3	1.348E+3	1.385E+3
468E+0	NaN	1.197E+3	1.244E+3	1.289E+3	1.34E+3	1.405E+3
469E+0	NaN	1.196E+3	1.242E+3	1.293E+3	1.349E+3	1.391E+3
470E+0	NaN	1.196E+3	1.239E+3	1.286E+3	1.337E+3	1.388E+3
471E+0	NaN	1.201E+3	1.239E+3	1.283E+3	1.338E+3	1.39E+3
472E+0	NaN	1.189E+3	1.25E+3	1.301E+3	1.356E+3	1.402E+3
473E+0	NaN	1.19E+3	1.253E+3	1.297E+3	1.354E+3	1.402E+3
474E+0	NaN	1.196E+3	1.246E+3	1.297E+3	1.338E+3	1.387E+3
475E+0	NaN	1.193E+3	1.233E+3	1.32E+3	1.355E+3	1.4E+3
476E+0	NaN	1.184E+3	1.242E+3	1.291E+3	1.354E+3	1.395E+3
477E+0	NaN	1.191E+3	1.244E+3	1.296E+3	1.349E+3	1.393E+3
478E+0	NaN	1.187E+3	1.244E+3	1.291E+3	1.338E+3	1.432E+3
479E+0	NaN	1.186E+3	1.243E+3	1.288E+3	1.336E+3	1.388E+3
480E+0	NaN	1.186E+3	1.237E+3	1.29E+3	1.328E+3	1.378E+3
481E+0	NaN	1.191E+3	1.248E+3	1.298E+3	1.352E+3	1.398E+3
482E+0	NaN	1.188E+3	1.247E+3	1.302E+3	1.357E+3	1.394E+3
483E+0	NaN	1.184E+3	1.235E+3	1.287E+3	1.336E+3	1.388E+3
484E+0	NaN	1.192E+3	1.245E+3	1.293E+3	1.33E+3	1.378E+3
485E+0	NaN	1.188E+3	1.25E+3	1.297E+3	1.347E+3	1.391E+3
486E+0	NaN	1.188E+3	1.245E+3	1.296E+3	1.343E+3	1.396E+3
487E+0	NaN	1.192E+3	1.234E+3	1.296E+3	1.359E+3	1.388E+3
488E+0	NaN	1.187E+3	1.246E+3	1.284E+3	1.333E+3	1.365E+3
489E+0	NaN	1.195E+3	1.253E+3	1.298E+3	1.342E+3	1.429E+3
490E+0	NaN	1.191E+3	1.243E+3	1.284E+3	1.341E+3	1.395E+3
491E+0	NaN	1.186E+3	1.235E+3	1.287E+3	1.34E+3	1.428E+3
492E+0	NaN	1.182E+3	1.249E+3	1.341E+3	1.372E+3	1.418E+3
493E+0	NaN	1.188E+3	1.241E+3	1.292E+3	1.34E+3	1.387E+3
494E+0	NaN	1.18E+3	1.234E+3	1.278E+3	1.331E+3	1.379E+3
495E+0	NaN	1.2E+3	1.262E+3	1.301E+3	1.35E+3	1.409E+3
496E+0	NaN	1.191E+3	1.236E+3	1.291E+3	1.33E+3	1.39E+3
497E+0	NaN	1.2E+3	1.243E+3	1.353E+3	1.365E+3	1.42E+3
498E+0	NaN	1.178E+3	1.236E+3	1.297E+3	1.348E+3	1.398E+3
499E+0	NaN	1.189E+3	1.235E+3	1.293E+3	1.335E+3	1.377E+3
500E+0	NaN	1.185E+3	1.247E+3	1.291E+3	1.344E+3	1.394E+3
501E+0	NaN	1.186E+3	1.24E+3	1.291E+3	1.352E+3	1.401E+3
502E+0	NaN	1.19E+3	1.242E+3	1.292E+3	1.343E+3	1.391E+3
503E+0	NaN	1.177E+3	1.235E+3	1.292E+3	1.336E+3	1.383E+3
504E+0	NaN	1.178E+3	1.235E+3	1.291E+3	1.335E+3	1.374E+3
505E+0	NaN	1.185E+3	1.243E+3	1.298E+3	1.348E+3	1.39E+3
506E+0	NaN	1.181E+3	1.239E+3	1.291E+3	1.337E+3	1.39E+3
507E+0	NaN	1.178E+3	1.234E+3	1.296E+3	1.327E+3	1.383E+3
508E+0	NaN	1.184E+3	1.238E+3	1.293E+3	1.335E+3	1.382E+3
509E+0	NaN	1.193E+3	1.243E+3	1.285E+3	1.333E+3	1.387E+3
510E+0	NaN	1.174E+3	1.233E+3	1.274E+3	1.328E+3	1.373E+3
511E+0	NaN	1.185E+3	1.242E+3	1.291E+3	1.334E+3	1.385E+3
512E+0	NaN	1.19E+3	1.23E+3	1.294E+3	1.34E+3	1.38E+3
513E+0	NaN	1.181E+3	1.238E+3	1.302E+3	1.349E+3	1.39E+3
514E+0	NaN	1.183E+3	1.242E+3	1.288E+3	1.345E+3	1.397E+3
515E+0	NaN	1.194E+3	1.24E+3	1.288E+3	1.337E+3	1.386E+3
516E+0	NaN	1.185E+3	1.24E+3	1.292E+3	1.345E+3	1.394E+3
517E+0	NaN	1.176E+3	1.244E+3	1.293E+3	1.352E+3	1.386E+3
518E+0	NaN	1.182E+3	1.242E+3	1.284E+3	1.336E+3	1.38E+3
519E+0	NaN	1.186E+3	1.255E+3	1.305E+3	1.341E+3	1.395E+3
520E+0	NaN	1.183E+3	1.232E+3	1.288E+3	1.335E+3	1.379E+3
521E+0	NaN	1.186E+3	1.231E+3	1.285E+3	1.345E+3	1.39E+3
522E+0	NaN	1.193E+3	1.239E+3	1.291E+3	1.339E+3	1.387E+3
523E+0	NaN	1.19E+3	1.235E+3	1.285E+3	1.334E+3	1.38E+3
524E+0	NaN	1.19E+3	1.235E+3	1.292E+3	1.345E+3	1.394E+3
525E+0	NaN	1.178E+3	1.235E+3	1.27E+3	1.323E+3	1.375E+3
526E+0	NaN	1.191E+3	1.239E+3	1.284E+3	1.333E+3	1.387E+3
527E+0	NaN	1.191E+3	1.25E+3	1.309E+3	1.35E+3	1.413E+3
528E+0	NaN	1.181E+3	1.23E+3	1.286E+3	1.347E+3	1.413E+3
529E+0	NaN	1.185E+3	1.236E+3	1.283E+3	1.342E+3	1.376E+3
530E+0	NaN	1.183E+3	1.238E+3	1.289E+3	1.343E+3	1.385E+3
531E+0	NaN	1.185E+3	1.242E+3	1.294E+3	1.348E+3	1.383E+3
532E+0	NaN	1.176E+3	1.237E+3	1.287E+3	1.337E+3	1.38E+3
533E+0	NaN	1.182E+3	1.239E+3	1.279E+3	1.329E+3	1.381E+3
534E+0	NaN	1.18E+3	1.241E+3	1.285E+3	1.329E+3	1.372E+3
535E+0	NaN	1.178E+3	1.237E+3	1.302E+3	1.34E+3	1.395E+3
536E+0	NaN	1.178E+3	1.244E+3	1.285E+3	1.327E+3	1.373E+3
537E+0	NaN	1.18E+3	1.245E+3	1.291E+3	1.342E+3	1.392E+3
538E+0	NaN	1.186E+3	1.244E+3	1.293E+3	1.358E+3	1.4E+3
539E+0	NaN	1.183E+3	1.237E+3	1.294E+3	1.333E+3	1.388E+3
540E+0	NaN	1.181E+3	1.227E+3	1.279E+3	1.33E+3	1.376E+3
541E+0	NaN	1.195E+3	1.247E+3	1.293E+3	1.343E+3	1.393E+3
542E+0	NaN	1.183E+3	1.237E+3	1.282E+3	1.334E+3	1.437E+3
543E+0	NaN	1.179E+3	1.236E+3	1.281E+3	1.343E+3	1.386E+3
544E+0	NaN	1.183E+3	1.236E+3	1.29E+3	1.362E+3	1.385E+3
545E+0	NaN	1.18E+3	1.238E+3	1.277E+3	1.337E+3	1.375E+3
546E+0	NaN	1.207E+3	1.259E+3	1.316E+3	1.369E+3	1.41E+3
547E+0	NaN	1.187E+3	1.233E+3	1.289E+3	1.334E+3	1.378E+3
548E+0	NaN	1.183E+3	1.244E+3	1.29E+3	1.343E+3	1.388E+3
549E+0	NaN	1.185E+3	1.247E+3	1.301E+3	1.343E+3	1.389E+3
550E+0	NaN	1.182E+3	1.227E+3	1.281E+3	1.324E+3	1.376E+3
551E+0	NaN	1.18E+3	1.244E+3	1.297E+3	1.344E+3	1.392E+3
552E+0	NaN	1.185E+3	1.238E+3	1.294E+3	1.337E+3	1.383E+3
553E+0	NaN	1.184E+3	1.243E+3	1.284E+3	1.33E+3	1.381E+3
554E+0	NaN	1.174E+3	1.241E+3	1.295E+3	1.343E+3	1.388E+3
555E+0	NaN	1.18E+3	1.243E+3	1.292E+3	1.349E+3	1.394E+3
556E+0	NaN	1.208E+3	1.247E+3	1.296E+3	1.341E+3	1.381E+3
557E+0	NaN	1.181E+3	1.242E+3	1.286E+3	1.338E+3	1.389E+3
558E+0	NaN	1.183E+3	1.237E+3	1.287E+3	1.34E+3	1.392E+3
559E+0	NaN	1.18E+3	1.231E+3	1.292E+3	1.334E+3	1.384E+3
560E+0	NaN	1.183E+3	1.24E+3	1.289E+3	1.335E+3	1.393E+3
561E+0	NaN	1.197E+3	1.23E+3	1.304E+3	1.342E+3	1.39E+3
562E+0	NaN	1.183E+3	1.237E+3	1.302E+3	1.33E+3	1.38E+3
563E+0	NaN	1.199E+3	1.244E+3	1.291E+3	1.343E+3	1.393E+3
564E+0	NaN	1.181E+3	1.234E+3	1.285E+3	1.336E+3	1.372E+3
565E+0	NaN	1.178E+3	1.233E+3	1.293E+3	1.335E+3	1.391E+3
566E+0	NaN	1.18E+3	1.234E+3	1.276E+3	1.343E+3	1.378E+3
567E+0	NaN	1.183E+3	1.241E+3	1.291E+3	1.344E+3	1.386E+3
568E+0	NaN	1.2E+3	1.245E+3	1.293E+3	1.339E+3	1.396E+3
569E+0	NaN	1.188E+3	1.241E+3	1.289E+3	1.365E+3	1.397E+3
570E+0	NaN	1.192E+3	1.24E+3	1.293E+3	1.347E+3	1.392E+3
571E+0	NaN	1.174E+3	1.229E+3	1.279E+3	1.326E+3	1.377E+3
572E+0	NaN	1.179E+3	1.234E+3	1.279E+3	1.328E+3	1.383E+3
573E+0	NaN	1.183E+3	1.233E+3	1.279E+3	1.336E+3	1.378E+3
574E+0	NaN	1.196E+3	1.247E+3	1.294E+3	1.347E+3	1.384E+3
575E+0	NaN	1.184E+3	1.235E+3	1.294E+3	1.34E+3	1.398E+3
576E+0	NaN	1.18E+3	1.242E+3	1.281E+3	1.337E+3	1.375E+3
577E+0	NaN	1.183E+3	1.237E+3	1.289E+3	1.339E+3	1.381E+3
578E+0	NaN	1.191E+3	1.24E+3	1.392E+3	1.379E+3	1.44E+3
579E+0	NaN	1.182E+3	1.23E+3	1.285E+3	1.341E+3	1.39E+3
580E+0	NaN	1.188E+3	1.244E+3	1.293E+3	1.344E+3	1.376E+3
581E+0	NaN	1.181E+3	1.233E+3	1.289E+3	1.343E+3	1.386E+3
582E+0	NaN	1.177E+3	1.24E+3	1.287E+3	1.338E+3	1.378E+3
583E+0	NaN	1.185E+3	1.245E+3	1.289E+3	1.332E+3	1.393E+3
584E+0	NaN	1.189E+3	1.234E+3	1.295E+3	1.339E+3	1.383E+3
585E+0	NaN	1.195E+3	1.229E+3	1.298E+3	1.347E+3	1.397E+3
586E+0	NaN	1.177E+3	1.232E+3	1.294E+3	1.327E+3	1.378E+3
587E+0	NaN	1.185E+3	1.245E+3	1.287E+3	1.344E+3	1.465E+3
588E+0	NaN	1.188E+3	1.24E+3	1.3E+3	1.339E+3	1.394E+3
589E+0	NaN	1.182E+3	1.224E+3	1.277E+3	1.327E+3	1.375E+3
590E+0	NaN	1.188E+3	1.239E+3	1.292E+3	1.34E+3	1.38E+3
591E+0	NaN	1.198E+3	1.24E+3	1.304E+3	1.353E+3	1.402E+3
592E+0	NaN	1.184E+3	1.233E+3	1.284E+3	1.337E+3	1.389E+3
593E+0	NaN	1.194E+3	1.247E+3	1.293E+3	1.344E+3	1.397E+3
594E+0	NaN	1.177E+3	1.237E+3	1.284E+3	1.336E+3	1.384E+3
595E+0	NaN	1.18E+3	1.226E+3	1.29E+3	1.348E+3	1.396E+3
596E+0	NaN	1.172E+3	1.238E+3	1.28E+3	1.335E+3	1.382E+3
597E+0	NaN	1.182E+3	1.237E+3	1.29E+3	1.345E+3	1.384E+3
598E+0	NaN	1.2E+3	1.242E+3	1.303E+3	1.343E+3	1.396E+3
599E+0	NaN	1.186E+3	1.232E+3	1.283E+3	1.333E+3	1.38E+3
600E+0	NaN	1.179E+3	1.227E+3	1.287E+3	1.345E+3	1.403E+3
601E+0	NaN	1.187E+3	1.235E+3	1.287E+3	1.341E+3	1.382E+3
