#2022-08-18
#15:12:22
#Balayage par: iq-qfl
#Description Keyword: 
#ScanTask Size: 1001
##Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: Tools@Tools.lvclass; Function:AbsTime (ms); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 500;*AfterWait(ms): 0; Range: 1.861588E-1 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 15.399E-6 (W); Attenuation 0.00 (dB); Average Cnt: 1;
#
#Tools.Indice de points(Points)	Tools.Time(s)                 	Tools.Temps Abs(ms)           	ThorPM100A.Power(mW)          
387E+0	3.743694938194E+9	3.743694938194E+9	-815.399062E-9
388E+0	3.743694938699E+9	3.743694938699E+9	-604.838419E-9
389E+0	3.743694939201E+9	3.743694939201E+9	1.07927701E-6
390E+0	3.743694939704E+9	3.743694939704E+9	-394.400956E-9
391E+0	3.743694940208E+9	3.743694940208E+9	237.280872E-9
392E+0	3.743694940711E+9	3.743694940711E+9	-815.399062E-9
393E+0	3.743694941214E+9	3.743694941214E+9	868.716427E-9
394E+0	3.743694941717E+9	3.743694941717E+9	-1.8679558E-6
395E+0	3.743694942221E+9	3.743694942221E+9	-604.838419E-9
396E+0	3.743694942724E+9	3.743694942724E+9	-183.840342E-9
397E+0	3.743694943228E+9	3.743694943228E+9	868.716427E-9
398E+0	3.743694943732E+9	3.743694943732E+9	447.595227E-9
399E+0	3.743694944235E+9	3.743694944235E+9	1.07915389E-6
400E+0	3.743694944738E+9	3.743694944738E+9	447.71835E-9
401E+0	3.743694945241E+9	3.743694945241E+9	658.278964E-9
402E+0	3.743694945745E+9	3.743694945745E+9	658.155841E-9
403E+0	3.743694946248E+9	3.743694946248E+9	-394.277833E-9
404E+0	3.743694946751E+9	3.743694946751E+9	1.50027518E-6
405E+0	3.743694947255E+9	3.743694947255E+9	-183.840342E-9
406E+0	3.743694947758E+9	3.743694947758E+9	1.7108357E-6
407E+0	3.74369494826E+9	3.74369494826E+9	1.50015194E-6
408E+0	3.743694948767E+9	3.743694948767E+9	868.716427E-9
409E+0	3.743694949269E+9	3.743694949269E+9	868.716427E-9
410E+0	3.743694949772E+9	3.743694949772E+9	2.5528318E-6
411E+0	3.743694950276E+9	3.743694950276E+9	658.155841E-9
412E+0	3.74369495078E+9	3.74369495078E+9	237.157735E-9
413E+0	3.743694951283E+9	3.743694951283E+9	-2.28883073E-6
414E+0	3.743694951788E+9	3.743694951788E+9	868.716427E-9
415E+0	3.743694952293E+9	3.743694952293E+9	868.716427E-9
416E+0	3.743694952795E+9	3.743694952795E+9	1.92114999E-6
417E+0	3.743694953299E+9	3.743694953299E+9	237.157735E-9
418E+0	3.743694953802E+9	3.743694953802E+9	658.278964E-9
419E+0	3.743694954307E+9	3.743694954307E+9	658.278964E-9
420E+0	3.743694954809E+9	3.743694954809E+9	658.278964E-9
421E+0	3.743694955312E+9	3.743694955312E+9	447.71835E-9
422E+0	3.743694955818E+9	3.743694955818E+9	658.155841E-9
423E+0	3.743694956322E+9	3.743694956322E+9	1.07915389E-6
424E+0	3.743694956827E+9	3.743694956827E+9	447.71835E-9
425E+0	3.743694957331E+9	3.743694957331E+9	1.28971453E-6
426E+0	3.743694957836E+9	3.743694957836E+9	447.71835E-9
427E+0	3.74369495834E+9	3.74369495834E+9	-604.838419E-9
428E+0	3.743694958845E+9	3.743694958845E+9	26.7202651E-9
429E+0	3.743694959348E+9	3.743694959348E+9	26.7202651E-9
430E+0	3.743694959852E+9	3.743694959852E+9	1.07927701E-6
431E+0	3.743694960357E+9	3.743694960357E+9	-604.838419E-9
432E+0	3.74369496086E+9	3.74369496086E+9	-183.717205E-9
433E+0	3.743694961364E+9	3.743694961364E+9	-183.840342E-9
434E+0	3.743694961867E+9	3.743694961867E+9	26.7202651E-9
435E+0	3.74369496237E+9	3.74369496237E+9	1.07927701E-6
436E+0	3.743694962875E+9	3.743694962875E+9	447.595227E-9
437E+0	3.743694963379E+9	3.743694963379E+9	1.28971453E-6
438E+0	3.743694963883E+9	3.743694963883E+9	2.34227127E-6
439E+0	3.743694964385E+9	3.743694964386E+9	-183.717205E-9
440E+0	3.743694964891E+9	3.743694964891E+9	237.157735E-9
441E+0	3.743694965394E+9	3.743694965394E+9	658.278964E-9
442E+0	3.743694965898E+9	3.743694965898E+9	1.07915389E-6
443E+0	3.7436949664E+9	3.7436949664E+9	1.71071258E-6
444E+0	3.743694966903E+9	3.743694966903E+9	447.71835E-9
445E+0	3.743694967407E+9	3.743694967407E+9	658.155841E-9
446E+0	3.743694967912E+9	3.743694967912E+9	237.280872E-9
447E+0	3.743694968415E+9	3.743694968415E+9	-604.838419E-9
448E+0	3.74369496892E+9	3.74369496892E+9	1.07915389E-6
449E+0	3.743694969426E+9	3.743694969426E+9	1.71071258E-6
450E+0	3.74369496993E+9	3.74369496993E+9	447.71835E-9
451E+0	3.743694970432E+9	3.743694970432E+9	2.13171074E-6
452E+0	3.743694970936E+9	3.743694970936E+9	-183.840342E-9
453E+0	3.74369497144E+9	3.74369497144E+9	237.157735E-9
454E+0	3.743694971943E+9	3.743694971943E+9	1.50027518E-6
455E+0	3.743694972446E+9	3.743694972446E+9	237.157735E-9
456E+0	3.74369497295E+9	3.74369497295E+9	-183.840342E-9
457E+0	3.743694973454E+9	3.743694973454E+9	26.7202651E-9
458E+0	3.74369497396E+9	3.74369497396E+9	658.278964E-9
459E+0	3.743694974463E+9	3.743694974463E+9	1.28971453E-6
460E+0	3.743694974967E+9	3.743694974967E+9	1.07915389E-6
461E+0	3.743694975471E+9	3.743694975471E+9	26.5971298E-9
462E+0	3.743694975975E+9	3.743694975975E+9	-604.838419E-9
463E+0	3.743694976479E+9	3.743694976479E+9	658.278964E-9
464E+0	3.743694976983E+9	3.743694976983E+9	1.07927701E-6
465E+0	3.743694977485E+9	3.743694977485E+9	658.155841E-9
466E+0	3.743694977989E+9	3.743694977989E+9	1.07915389E-6
467E+0	3.743694978493E+9	3.743694978493E+9	-604.838419E-9
468E+0	3.743694978997E+9	3.743694978997E+9	658.278964E-9
469E+0	3.7436949795E+9	3.743694979501E+9	447.595227E-9
470E+0	3.743694980004E+9	3.743694980004E+9	658.155841E-9
471E+0	3.743694980507E+9	3.743694980507E+9	447.595227E-9
472E+0	3.743694981012E+9	3.743694981012E+9	-183.840342E-9
473E+0	3.743694981517E+9	3.743694981517E+9	2.76339256E-6
474E+0	3.74369498202E+9	3.74369498202E+9	-815.399062E-9
475E+0	3.743694982523E+9	3.743694982523E+9	1.50027518E-6
476E+0	3.743694983027E+9	3.743694983027E+9	1.50027518E-6
477E+0	3.74369498353E+9	3.74369498353E+9	1.71071258E-6
478E+0	3.743694984035E+9	3.743694984035E+9	447.71835E-9
479E+0	3.743694984537E+9	3.743694984537E+9	-183.840342E-9
480E+0	3.743694985041E+9	3.743694985041E+9	1.92127322E-6
481E+0	3.743694985545E+9	3.743694985545E+9	237.157735E-9
482E+0	3.743694986048E+9	3.743694986048E+9	868.716427E-9
483E+0	3.743694986551E+9	3.743694986551E+9	26.7202651E-9
484E+0	3.743694987054E+9	3.743694987054E+9	447.71835E-9
485E+0	3.743694987556E+9	3.743694987556E+9	1.28971453E-6
486E+0	3.74369498806E+9	3.74369498806E+9	658.278964E-9
487E+0	3.743694988563E+9	3.743694988563E+9	-394.277833E-9
488E+0	3.743694989068E+9	3.743694989068E+9	447.71835E-9
489E+0	3.743694989571E+9	3.743694989571E+9	-1.02583647E-6
490E+0	3.743694990075E+9	3.743694990075E+9	447.71835E-9
491E+0	3.743694990579E+9	3.743694990579E+9	-183.840342E-9
492E+0	3.743694991081E+9	3.743694991081E+9	237.157735E-9
493E+0	3.743694991584E+9	3.743694991584E+9	1.07915389E-6
494E+0	3.743694992088E+9	3.743694992088E+9	658.278964E-9
495E+0	3.743694992591E+9	3.743694992591E+9	1.07927701E-6
496E+0	3.743694993096E+9	3.743694993096E+9	658.155841E-9
497E+0	3.743694993601E+9	3.743694993601E+9	658.155841E-9
498E+0	3.743694994104E+9	3.743694994104E+9	658.155841E-9
499E+0	3.743694994606E+9	3.743694994606E+9	237.157735E-9
500E+0	3.743694995109E+9	3.743694995109E+9	868.716427E-9
501E+0	3.743694995614E+9	3.743694995614E+9	868.716427E-9
502E+0	3.743694996118E+9	3.743694996118E+9	1.7108357E-6
503E+0	3.743694996621E+9	3.743694996621E+9	26.5971298E-9
504E+0	3.743694997125E+9	3.743694997125E+9	237.157735E-9
505E+0	3.743694997628E+9	3.743694997628E+9	-815.399062E-9
506E+0	3.74369499813E+9	3.74369499813E+9	1.50027518E-6
507E+0	3.743694998633E+9	3.743694998633E+9	868.716427E-9
508E+0	3.743694999135E+9	3.743694999135E+9	1.07915389E-6
509E+0	3.74369499964E+9	3.74369499964E+9	1.07927701E-6
510E+0	3.743695000144E+9	3.743695000144E+9	237.157735E-9
511E+0	3.743695000648E+9	3.743695000648E+9	1.28971453E-6
512E+0	3.74369500115E+9	3.74369500115E+9	868.716427E-9
513E+0	3.743695001654E+9	3.743695001654E+9	1.07927701E-6
514E+0	3.743695002158E+9	3.743695002158E+9	868.716427E-9
515E+0	3.743695002663E+9	3.743695002663E+9	1.07927701E-6
516E+0	3.743695003165E+9	3.743695003165E+9	658.278964E-9
517E+0	3.74369500367E+9	3.74369500367E+9	2.5528318E-6
518E+0	3.743695004173E+9	3.743695004173E+9	658.155841E-9
519E+0	3.743695004678E+9	3.743695004678E+9	2.34227127E-6
520E+0	3.743695005182E+9	3.743695005182E+9	868.716427E-9
521E+0	3.743695005686E+9	3.743695005686E+9	1.28983766E-6
522E+0	3.743695006189E+9	3.743695006189E+9	-183.840342E-9
523E+0	3.743695006692E+9	3.743695006692E+9	658.278964E-9
524E+0	3.743695007197E+9	3.743695007197E+9	658.155841E-9
525E+0	3.743695007701E+9	3.743695007701E+9	658.155841E-9
526E+0	3.743695008205E+9	3.743695008205E+9	-1.86783268E-6
527E+0	3.743695008709E+9	3.743695008709E+9	26.7202651E-9
528E+0	3.743695009213E+9	3.743695009213E+9	868.716427E-9
529E+0	3.743695009718E+9	3.743695009718E+9	447.71835E-9
530E+0	3.743695010222E+9	3.743695010222E+9	-1.02583647E-6
531E+0	3.743695010727E+9	3.743695010727E+9	26.7202651E-9
532E+0	3.743695011231E+9	3.743695011231E+9	868.716427E-9
533E+0	3.743695011735E+9	3.743695011735E+9	-604.838419E-9
534E+0	3.74369501224E+9	3.74369501224E+9	868.716427E-9
535E+0	3.743695012745E+9	3.743695012745E+9	447.71835E-9
536E+0	3.74369501325E+9	3.74369501325E+9	1.28971453E-6
537E+0	3.743695013753E+9	3.743695013753E+9	1.50027518E-6
538E+0	3.743695014257E+9	3.743695014257E+9	-815.399062E-9
539E+0	3.743695014761E+9	3.743695014761E+9	26.7202651E-9
540E+0	3.743695015266E+9	3.743695015266E+9	237.157735E-9
541E+0	3.743695015768E+9	3.743695015768E+9	1.71071258E-6
542E+0	3.743695016273E+9	3.743695016273E+9	1.92127322E-6
543E+0	3.743695016776E+9	3.743695016776E+9	658.278964E-9
544E+0	3.743695017279E+9	3.743695017279E+9	868.716427E-9
545E+0	3.743695017783E+9	3.743695017783E+9	237.157735E-9
546E+0	3.743695018288E+9	3.743695018288E+9	868.716427E-9
547E+0	3.743695018791E+9	3.743695018791E+9	-815.399062E-9
548E+0	3.743695019294E+9	3.743695019294E+9	2.13171074E-6
549E+0	3.743695019799E+9	3.743695019799E+9	1.07927701E-6
550E+0	3.743695020301E+9	3.743695020301E+9	1.07927701E-6
551E+0	3.743695020806E+9	3.743695020806E+9	237.280872E-9
552E+0	3.743695021309E+9	3.743695021309E+9	658.155841E-9
553E+0	3.743695021813E+9	3.743695021813E+9	-394.277833E-9
554E+0	3.743695022317E+9	3.743695022317E+9	1.28971453E-6
555E+0	3.743695022819E+9	3.743695022819E+9	658.278964E-9
556E+0	3.743695023323E+9	3.743695023323E+9	447.71835E-9
557E+0	3.743695023826E+9	3.743695023826E+9	2.34227127E-6
558E+0	3.743695024328E+9	3.743695024328E+9	447.71835E-9
559E+0	3.743695024831E+9	3.743695024831E+9	26.7202651E-9
560E+0	3.743695025335E+9	3.743695025335E+9	447.71835E-9
561E+0	3.743695025839E+9	3.743695025839E+9	868.716427E-9
562E+0	3.743695026341E+9	3.743695026341E+9	1.28971453E-6
563E+0	3.743695026846E+9	3.743695026846E+9	237.157735E-9
564E+0	3.743695027353E+9	3.743695027353E+9	-183.840342E-9
565E+0	3.743695027856E+9	3.743695027856E+9	-394.400956E-9
566E+0	3.743695028359E+9	3.743695028359E+9	-1.23639711E-6
567E+0	3.743695028863E+9	3.743695028863E+9	26.7202651E-9
568E+0	3.743695029365E+9	3.743695029365E+9	1.07915389E-6
569E+0	3.743695029869E+9	3.743695029869E+9	-604.838419E-9
570E+0	3.743695030372E+9	3.743695030372E+9	1.28983766E-6
571E+0	3.743695030877E+9	3.743695030877E+9	1.28971453E-6
572E+0	3.74369503138E+9	3.74369503138E+9	868.716427E-9
573E+0	3.743695031885E+9	3.743695031885E+9	1.07915389E-6
574E+0	3.743695032388E+9	3.743695032388E+9	26.7202651E-9
575E+0	3.743695032891E+9	3.743695032891E+9	237.157735E-9
576E+0	3.743695033396E+9	3.743695033396E+9	237.157735E-9
577E+0	3.743695033899E+9	3.743695033899E+9	2.34227127E-6
578E+0	3.743695034401E+9	3.743695034401E+9	868.716427E-9
579E+0	3.743695034906E+9	3.743695034906E+9	1.28971453E-6
580E+0	3.743695035409E+9	3.743695035409E+9	868.716427E-9
581E+0	3.743695035912E+9	3.743695035913E+9	-183.840342E-9
582E+0	3.743695036417E+9	3.743695036417E+9	-604.838419E-9
583E+0	3.743695036922E+9	3.743695036922E+9	447.71835E-9
584E+0	3.743695037427E+9	3.743695037427E+9	1.50027518E-6
585E+0	3.74369503793E+9	3.74369503793E+9	-1.65739516E-6
586E+0	3.743695038435E+9	3.743695038435E+9	1.28971453E-6
587E+0	3.74369503894E+9	3.74369503894E+9	658.155841E-9
588E+0	3.743695039443E+9	3.743695039443E+9	658.278964E-9
589E+0	3.743695039949E+9	3.743695039949E+9	868.716427E-9
590E+0	3.743695040452E+9	3.743695040452E+9	447.71835E-9
591E+0	3.743695040956E+9	3.743695040956E+9	3.18439061E-6
592E+0	3.743695041461E+9	3.743695041461E+9	237.157735E-9
593E+0	3.743695041963E+9	3.743695041963E+9	26.7202651E-9
594E+0	3.743695042466E+9	3.743695042466E+9	868.716427E-9
595E+0	3.74369504297E+9	3.74369504297E+9	1.50015194E-6
596E+0	3.743695043472E+9	3.743695043472E+9	447.71835E-9
597E+0	3.743695043976E+9	3.743695043976E+9	-183.840342E-9
598E+0	3.74369504448E+9	3.74369504448E+9	1.92127322E-6
599E+0	3.743695044984E+9	3.743695044984E+9	658.278964E-9
600E+0	3.743695045487E+9	3.743695045487E+9	-815.275882E-9
601E+0	3.743695045989E+9	3.743695045989E+9	-604.838419E-9
602E+0	3.743695046493E+9	3.743695046493E+9	1.7108357E-6
603E+0	3.743695046996E+9	3.743695046996E+9	868.716427E-9
604E+0	3.7436950475E+9	3.7436950475E+9	658.278964E-9
605E+0	3.743695048003E+9	3.743695048003E+9	1.28971453E-6
606E+0	3.743695048505E+9	3.743695048505E+9	1.28971453E-6
607E+0	3.743695049009E+9	3.743695049009E+9	1.71071258E-6
608E+0	3.743695049512E+9	3.743695049512E+9	1.7108357E-6
609E+0	3.743695050017E+9	3.743695050017E+9	1.28971453E-6
610E+0	3.743695050521E+9	3.743695050521E+9	658.155841E-9
611E+0	3.743695051025E+9	3.743695051025E+9	-394.400956E-9
612E+0	3.743695051527E+9	3.743695051527E+9	1.07915389E-6
613E+0	3.743695052031E+9	3.743695052031E+9	-183.840342E-9
614E+0	3.743695052534E+9	3.743695052534E+9	1.92127322E-6
615E+0	3.743695053037E+9	3.743695053037E+9	2.34227127E-6
616E+0	3.743695053541E+9	3.743695053541E+9	1.28971453E-6
617E+0	3.743695054048E+9	3.743695054048E+9	868.716427E-9
618E+0	3.743695054552E+9	3.743695054552E+9	237.157735E-9
619E+0	3.743695055056E+9	3.743695055056E+9	-394.400956E-9
620E+0	3.743695055559E+9	3.743695055559E+9	447.595227E-9
621E+0	3.743695056062E+9	3.743695056062E+9	658.155841E-9
622E+0	3.743695056566E+9	3.743695056566E+9	-183.840342E-9
623E+0	3.74369505707E+9	3.74369505707E+9	1.07927701E-6
624E+0	3.743695057572E+9	3.743695057572E+9	26.5971298E-9
625E+0	3.743695058076E+9	3.743695058076E+9	-183.840342E-9
626E+0	3.74369505858E+9	3.74369505858E+9	1.50027518E-6
627E+0	3.743695059083E+9	3.743695059083E+9	658.155841E-9
628E+0	3.743695059588E+9	3.743695059588E+9	658.278964E-9
629E+0	3.743695060091E+9	3.743695060091E+9	1.28971453E-6
630E+0	3.743695060596E+9	3.743695060596E+9	26.7202651E-9
631E+0	3.743695061099E+9	3.743695061099E+9	447.595227E-9
632E+0	3.743695061603E+9	3.743695061603E+9	237.157735E-9
633E+0	3.743695062106E+9	3.743695062106E+9	-183.840342E-9
634E+0	3.74369506261E+9	3.74369506261E+9	1.50027518E-6
635E+0	3.743695063114E+9	3.743695063114E+9	658.278964E-9
636E+0	3.743695063619E+9	3.743695063619E+9	2.34227127E-6
637E+0	3.743695064124E+9	3.743695064124E+9	658.278964E-9
638E+0	3.743695064627E+9	3.743695064627E+9	237.157735E-9
639E+0	3.743695065131E+9	3.743695065131E+9	1.92127322E-6
640E+0	3.743695065635E+9	3.743695065635E+9	-604.838419E-9
641E+0	3.743695066138E+9	3.743695066138E+9	-2.70995201E-6
642E+0	3.743695066644E+9	3.743695066644E+9	1.07927701E-6
643E+0	3.743695067147E+9	3.743695067147E+9	447.71835E-9
644E+0	3.743695067651E+9	3.743695067651E+9	658.155841E-9
645E+0	3.743695068154E+9	3.743695068154E+9	1.07927701E-6
646E+0	3.743695068658E+9	3.743695068658E+9	1.92127322E-6
647E+0	3.743695069161E+9	3.743695069161E+9	447.71835E-9
648E+0	3.743695069665E+9	3.743695069665E+9	1.07915389E-6
649E+0	3.743695070168E+9	3.743695070168E+9	26.5971298E-9
650E+0	3.743695070672E+9	3.743695070672E+9	1.50027518E-6
651E+0	3.743695071176E+9	3.743695071176E+9	447.71835E-9
652E+0	3.743695071678E+9	3.743695071678E+9	-394.400956E-9
653E+0	3.743695072181E+9	3.743695072181E+9	1.28971453E-6
654E+0	3.743695072685E+9	3.743695072685E+9	1.07927701E-6
655E+0	3.743695073189E+9	3.743695073189E+9	237.280872E-9
656E+0	3.743695073693E+9	3.743695073693E+9	-394.277833E-9
657E+0	3.743695074197E+9	3.743695074197E+9	658.155841E-9
658E+0	3.7436950747E+9	3.7436950747E+9	658.278964E-9
659E+0	3.743695075203E+9	3.743695075203E+9	1.28971453E-6
660E+0	3.743695075706E+9	3.743695075706E+9	237.280872E-9
661E+0	3.74369507621E+9	3.74369507621E+9	1.28971453E-6
662E+0	3.743695076714E+9	3.743695076714E+9	26.5971298E-9
663E+0	3.743695077216E+9	3.743695077216E+9	1.07927701E-6
664E+0	3.74369507772E+9	3.74369507772E+9	658.155841E-9
665E+0	3.743695078225E+9	3.743695078225E+9	1.07927701E-6
666E+0	3.743695078729E+9	3.743695078729E+9	447.71835E-9
667E+0	3.743695079231E+9	3.743695079231E+9	237.280872E-9
668E+0	3.743695079735E+9	3.743695079735E+9	26.5971298E-9
669E+0	3.743695080238E+9	3.743695080238E+9	1.07915389E-6
670E+0	3.743695080743E+9	3.743695080743E+9	868.716427E-9
671E+0	3.743695081246E+9	3.743695081246E+9	-183.840342E-9
672E+0	3.743695081751E+9	3.743695081751E+9	1.28971453E-6
673E+0	3.743695082253E+9	3.743695082253E+9	658.155841E-9
674E+0	3.743695082758E+9	3.743695082758E+9	658.278964E-9
675E+0	3.743695083261E+9	3.743695083261E+9	868.716427E-9
676E+0	3.743695083764E+9	3.743695083764E+9	1.07927701E-6
677E+0	3.743695084267E+9	3.743695084267E+9	868.716427E-9
678E+0	3.743695084771E+9	3.743695084771E+9	447.595227E-9
679E+0	3.743695085274E+9	3.743695085274E+9	-815.275882E-9
680E+0	3.743695085778E+9	3.743695085778E+9	658.278964E-9
681E+0	3.743695086282E+9	3.743695086282E+9	868.716427E-9
682E+0	3.743695086786E+9	3.743695086786E+9	1.28983766E-6
683E+0	3.743695087292E+9	3.743695087292E+9	237.280872E-9
684E+0	3.743695087795E+9	3.743695087795E+9	-183.840342E-9
685E+0	3.743695088299E+9	3.743695088299E+9	868.716427E-9
686E+0	3.743695088801E+9	3.743695088801E+9	26.7202651E-9
687E+0	3.743695089305E+9	3.743695089305E+9	658.155841E-9
688E+0	3.743695089808E+9	3.743695089808E+9	1.07927701E-6
689E+0	3.743695090312E+9	3.743695090312E+9	658.278964E-9
690E+0	3.743695090815E+9	3.743695090815E+9	-815.399062E-9
691E+0	3.743695091319E+9	3.743695091319E+9	1.28971453E-6
692E+0	3.743695091823E+9	3.743695091823E+9	1.50015194E-6
693E+0	3.743695092327E+9	3.743695092327E+9	1.07927701E-6
694E+0	3.743695092831E+9	3.743695092831E+9	447.71835E-9
695E+0	3.743695093336E+9	3.743695093337E+9	-394.277833E-9
696E+0	3.743695093839E+9	3.743695093839E+9	237.157735E-9
697E+0	3.743695094343E+9	3.743695094343E+9	1.07915389E-6
698E+0	3.743695094845E+9	3.743695094845E+9	1.07927701E-6
699E+0	3.743695095349E+9	3.743695095349E+9	1.50027518E-6
700E+0	3.743695095852E+9	3.743695095852E+9	658.155841E-9
701E+0	3.743695096355E+9	3.743695096355E+9	1.50027518E-6
702E+0	3.743695096858E+9	3.743695096858E+9	2.13183375E-6
703E+0	3.743695097362E+9	3.743695097362E+9	447.71835E-9
704E+0	3.743695097866E+9	3.743695097866E+9	658.155841E-9
705E+0	3.743695098369E+9	3.743695098369E+9	26.5971298E-9
706E+0	3.743695098872E+9	3.743695098872E+9	868.716427E-9
707E+0	3.743695099375E+9	3.743695099375E+9	868.716427E-9
708E+0	3.743695099879E+9	3.743695099879E+9	868.716427E-9
709E+0	3.743695100383E+9	3.743695100383E+9	-1.65739516E-6
710E+0	3.743695100886E+9	3.743695100886E+9	868.716427E-9
711E+0	3.743695101389E+9	3.743695101389E+9	1.28971453E-6
712E+0	3.743695101893E+9	3.743695101893E+9	1.50015194E-6
713E+0	3.743695102397E+9	3.743695102397E+9	1.71071258E-6
714E+0	3.743695102901E+9	3.743695102901E+9	-183.717205E-9
715E+0	3.743695103405E+9	3.743695103405E+9	26.7202651E-9
716E+0	3.74369510391E+9	3.74369510391E+9	868.716427E-9
717E+0	3.743695104415E+9	3.743695104415E+9	868.716427E-9
718E+0	3.743695104918E+9	3.743695104918E+9	-394.400956E-9
719E+0	3.743695105421E+9	3.743695105421E+9	26.7202651E-9
720E+0	3.743695105924E+9	3.743695105924E+9	-183.840342E-9
721E+0	3.743695106428E+9	3.743695106428E+9	237.280872E-9
722E+0	3.743695106931E+9	3.743695106931E+9	1.71071258E-6
723E+0	3.743695107437E+9	3.743695107437E+9	1.28971453E-6
724E+0	3.74369510794E+9	3.74369510794E+9	1.07915389E-6
725E+0	3.743695108445E+9	3.743695108445E+9	868.716427E-9
726E+0	3.74369510895E+9	3.74369510895E+9	1.28971453E-6
727E+0	3.743695109453E+9	3.743695109453E+9	-183.840342E-9
728E+0	3.743695109956E+9	3.743695109956E+9	1.28971453E-6
729E+0	3.743695110459E+9	3.743695110459E+9	868.716427E-9
730E+0	3.743695110962E+9	3.743695110962E+9	658.155841E-9
731E+0	3.743695111466E+9	3.743695111466E+9	1.28971453E-6
732E+0	3.74369511197E+9	3.74369511197E+9	1.71071258E-6
733E+0	3.743695112475E+9	3.743695112475E+9	-604.838419E-9
734E+0	3.743695112979E+9	3.743695112979E+9	868.716427E-9
735E+0	3.743695113484E+9	3.743695113484E+9	-394.277833E-9
736E+0	3.743695113987E+9	3.743695113987E+9	-1.44695775E-6
737E+0	3.743695114491E+9	3.743695114491E+9	26.7202651E-9
738E+0	3.743695114995E+9	3.743695114995E+9	868.716427E-9
739E+0	3.743695115498E+9	3.743695115498E+9	868.716427E-9
740E+0	3.743695116001E+9	3.743695116001E+9	1.28971453E-6
741E+0	3.743695116504E+9	3.743695116504E+9	1.92114999E-6
742E+0	3.743695117009E+9	3.743695117009E+9	868.716427E-9
743E+0	3.743695117512E+9	3.743695117512E+9	-604.838419E-9
744E+0	3.743695118016E+9	3.743695118016E+9	26.7202651E-9
745E+0	3.743695118519E+9	3.743695118519E+9	1.50015194E-6
746E+0	3.743695119022E+9	3.743695119022E+9	237.157735E-9
747E+0	3.743695119527E+9	3.743695119527E+9	1.07927701E-6
748E+0	3.743695120029E+9	3.743695120029E+9	237.280872E-9
749E+0	3.743695120532E+9	3.743695120532E+9	868.716427E-9
750E+0	3.743695121036E+9	3.743695121036E+9	1.28971453E-6
751E+0	3.743695121539E+9	3.743695121539E+9	26.7202651E-9
752E+0	3.743695122044E+9	3.743695122044E+9	-1.65739516E-6
753E+0	3.743695122547E+9	3.743695122547E+9	868.716427E-9
754E+0	3.743695123051E+9	3.743695123051E+9	1.07927701E-6
755E+0	3.743695123555E+9	3.743695123555E+9	1.28971453E-6
756E+0	3.743695124059E+9	3.743695124059E+9	-815.275882E-9
757E+0	3.743695124563E+9	3.743695124563E+9	1.07915389E-6
758E+0	3.743695125067E+9	3.743695125067E+9	447.71835E-9
759E+0	3.743695125571E+9	3.743695125571E+9	1.92127322E-6
760E+0	3.743695126075E+9	3.743695126075E+9	-394.277833E-9
761E+0	3.743695126578E+9	3.743695126578E+9	-183.717205E-9
762E+0	3.743695127082E+9	3.743695127082E+9	658.155841E-9
763E+0	3.743695127585E+9	3.743695127585E+9	26.7202651E-9
764E+0	3.743695128088E+9	3.743695128088E+9	-183.840342E-9
765E+0	3.743695128591E+9	3.743695128591E+9	-183.840342E-9
766E+0	3.743695129094E+9	3.743695129094E+9	1.50027518E-6
767E+0	3.743695129597E+9	3.743695129597E+9	868.716427E-9
768E+0	3.743695130101E+9	3.743695130101E+9	237.157735E-9
769E+0	3.743695130604E+9	3.743695130604E+9	26.5971298E-9
770E+0	3.743695131108E+9	3.743695131108E+9	658.155841E-9
771E+0	3.743695131611E+9	3.743695131611E+9	658.278964E-9
772E+0	3.743695132114E+9	3.743695132114E+9	658.155841E-9
773E+0	3.743695132618E+9	3.743695132618E+9	1.28971453E-6
774E+0	3.743695133121E+9	3.743695133121E+9	1.50027518E-6
775E+0	3.743695133625E+9	3.743695133625E+9	-183.717205E-9
776E+0	3.743695134131E+9	3.743695134131E+9	2.34227127E-6
777E+0	3.743695134635E+9	3.743695134635E+9	868.716427E-9
778E+0	3.74369513514E+9	3.74369513514E+9	-183.717205E-9
779E+0	3.743695135644E+9	3.743695135644E+9	1.07927701E-6
780E+0	3.743695136147E+9	3.743695136147E+9	-183.840342E-9
781E+0	3.74369513665E+9	3.74369513665E+9	658.155841E-9
782E+0	3.743695137154E+9	3.743695137154E+9	1.28971453E-6
783E+0	3.743695137658E+9	3.743695137658E+9	237.280872E-9
784E+0	3.743695138161E+9	3.743695138161E+9	-1.02583647E-6
785E+0	3.743695138665E+9	3.743695138665E+9	658.278964E-9
786E+0	3.743695139169E+9	3.743695139169E+9	447.71835E-9
787E+0	3.743695139673E+9	3.743695139674E+9	-183.840342E-9
788E+0	3.743695140178E+9	3.743695140178E+9	1.07927701E-6
789E+0	3.743695140681E+9	3.743695140681E+9	447.71835E-9
790E+0	3.743695141184E+9	3.743695141184E+9	1.71071258E-6
