#2022-08-18
#15:10:53
#Balayage par: iq-qfl
#Description Keyword: 
#ScanTask Size: 1001
##Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: Tools@Tools.lvclass; Function:AbsTime (ms); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#
#Tools.Indice de points(Points)	Tools.Time(s)                 	Tools.Temps Abs(ms)           
541E+0	3.74369465348E+9	3.74369465348E+9
542E+0	3.74369465348E+9	3.74369465348E+9
543E+0	3.74369465348E+9	3.74369465348E+9
544E+0	3.74369465348E+9	3.74369465348E+9
545E+0	3.74369465348E+9	3.74369465348E+9
546E+0	3.74369465348E+9	3.743694653481E+9
547E+0	3.743694653481E+9	3.743694653481E+9
548E+0	3.743694653481E+9	3.743694653481E+9
549E+0	3.743694653481E+9	3.743694653481E+9
550E+0	3.743694653481E+9	3.743694653481E+9
551E+0	3.743694653481E+9	3.743694653481E+9
552E+0	3.743694653481E+9	3.743694653481E+9
553E+0	3.743694653481E+9	3.743694653481E+9
554E+0	3.743694653481E+9	3.743694653481E+9
555E+0	3.743694653481E+9	3.743694653481E+9
556E+0	3.743694653481E+9	3.743694653481E+9
557E+0	3.743694653481E+9	3.743694653481E+9
558E+0	3.743694653481E+9	3.743694653481E+9
559E+0	3.743694653481E+9	3.743694653481E+9
560E+0	3.743694653481E+9	3.743694653481E+9
561E+0	3.743694653481E+9	3.743694653481E+9
562E+0	3.743694653481E+9	3.743694653481E+9
563E+0	3.743694653481E+9	3.743694653481E+9
564E+0	3.743694653481E+9	3.743694653481E+9
565E+0	3.743694653481E+9	3.743694653481E+9
566E+0	3.743694653481E+9	3.743694653481E+9
567E+0	3.743694653481E+9	3.743694653481E+9
568E+0	3.743694653482E+9	3.743694653482E+9
569E+0	3.743694653482E+9	3.743694653482E+9
570E+0	3.743694653482E+9	3.743694653482E+9
571E+0	3.743694653482E+9	3.743694653482E+9
572E+0	3.743694653482E+9	3.743694653482E+9
573E+0	3.743694653482E+9	3.743694653482E+9
574E+0	3.743694653482E+9	3.743694653482E+9
575E+0	3.743694653482E+9	3.743694653482E+9
576E+0	3.743694653482E+9	3.743694653482E+9
577E+0	3.743694653482E+9	3.743694653482E+9
578E+0	3.743694653482E+9	3.743694653482E+9
579E+0	3.743694653482E+9	3.743694653482E+9
580E+0	3.743694653482E+9	3.743694653482E+9
581E+0	3.743694653482E+9	3.743694653482E+9
582E+0	3.743694653482E+9	3.743694653482E+9
583E+0	3.743694653482E+9	3.743694653482E+9
584E+0	3.743694653482E+9	3.743694653482E+9
585E+0	3.743694653482E+9	3.743694653482E+9
586E+0	3.743694653482E+9	3.743694653482E+9
587E+0	3.743694653482E+9	3.743694653482E+9
588E+0	3.743694653482E+9	3.743694653482E+9
589E+0	3.743694653482E+9	3.743694653482E+9
590E+0	3.743694653482E+9	3.743694653482E+9
591E+0	3.743694653483E+9	3.743694653483E+9
592E+0	3.743694653483E+9	3.743694653483E+9
593E+0	3.743694653483E+9	3.743694653483E+9
594E+0	3.743694653483E+9	3.743694653483E+9
595E+0	3.743694653483E+9	3.743694653483E+9
596E+0	3.743694653483E+9	3.743694653483E+9
597E+0	3.743694653483E+9	3.743694653483E+9
598E+0	3.743694653483E+9	3.743694653483E+9
599E+0	3.743694653483E+9	3.743694653483E+9
600E+0	3.743694653483E+9	3.743694653483E+9
601E+0	3.743694653483E+9	3.743694653483E+9
602E+0	3.743694653483E+9	3.743694653483E+9
603E+0	3.743694653483E+9	3.743694653483E+9
604E+0	3.743694653483E+9	3.743694653483E+9
605E+0	3.743694653483E+9	3.743694653483E+9
606E+0	3.743694653483E+9	3.743694653483E+9
607E+0	3.743694653484E+9	3.743694653484E+9
608E+0	3.743694653484E+9	3.743694653484E+9
609E+0	3.743694653484E+9	3.743694653484E+9
610E+0	3.743694653484E+9	3.743694653484E+9
611E+0	3.743694653484E+9	3.743694653484E+9
612E+0	3.743694653484E+9	3.743694653484E+9
613E+0	3.743694653484E+9	3.743694653484E+9
614E+0	3.743694653484E+9	3.743694653484E+9
615E+0	3.743694653484E+9	3.743694653484E+9
616E+0	3.743694653484E+9	3.743694653484E+9
617E+0	3.743694653484E+9	3.743694653484E+9
618E+0	3.743694653484E+9	3.743694653484E+9
619E+0	3.743694653484E+9	3.743694653484E+9
620E+0	3.743694653484E+9	3.743694653484E+9
621E+0	3.743694653485E+9	3.743694653485E+9
622E+0	3.743694653485E+9	3.743694653485E+9
623E+0	3.743694653485E+9	3.743694653485E+9
624E+0	3.743694653485E+9	3.743694653485E+9
625E+0	3.743694653485E+9	3.743694653485E+9
626E+0	3.743694653485E+9	3.743694653485E+9
627E+0	3.743694653485E+9	3.743694653485E+9
628E+0	3.743694653485E+9	3.743694653485E+9
629E+0	3.743694653485E+9	3.743694653485E+9
630E+0	3.743694653485E+9	3.743694653485E+9
631E+0	3.743694653485E+9	3.743694653485E+9
632E+0	3.743694653485E+9	3.743694653485E+9
633E+0	3.743694653485E+9	3.743694653485E+9
634E+0	3.743694653486E+9	3.743694653486E+9
635E+0	3.743694653486E+9	3.743694653486E+9
636E+0	3.743694653486E+9	3.743694653486E+9
637E+0	3.743694653486E+9	3.743694653486E+9
638E+0	3.743694653486E+9	3.743694653486E+9
639E+0	3.743694653486E+9	3.743694653486E+9
640E+0	3.743694653486E+9	3.743694653486E+9
641E+0	3.743694653486E+9	3.743694653486E+9
642E+0	3.743694653486E+9	3.743694653486E+9
643E+0	3.743694653486E+9	3.743694653486E+9
644E+0	3.743694653486E+9	3.743694653486E+9
645E+0	3.743694653486E+9	3.743694653486E+9
646E+0	3.743694653486E+9	3.743694653486E+9
647E+0	3.743694653486E+9	3.743694653486E+9
648E+0	3.743694653486E+9	3.743694653486E+9
649E+0	3.743694653486E+9	3.743694653486E+9
650E+0	3.743694653486E+9	3.743694653486E+9
651E+0	3.743694653486E+9	3.743694653486E+9
652E+0	3.743694653487E+9	3.743694653487E+9
653E+0	3.743694653487E+9	3.743694653487E+9
654E+0	3.743694653487E+9	3.743694653487E+9
655E+0	3.743694653487E+9	3.743694653487E+9
656E+0	3.743694653487E+9	3.743694653487E+9
657E+0	3.743694653487E+9	3.743694653487E+9
658E+0	3.743694653487E+9	3.743694653487E+9
659E+0	3.743694653487E+9	3.743694653487E+9
660E+0	3.743694653487E+9	3.743694653487E+9
661E+0	3.743694653487E+9	3.743694653487E+9
662E+0	3.743694653487E+9	3.743694653487E+9
663E+0	3.743694653487E+9	3.743694653487E+9
664E+0	3.743694653487E+9	3.743694653487E+9
665E+0	3.743694653487E+9	3.743694653487E+9
666E+0	3.743694653487E+9	3.743694653487E+9
667E+0	3.743694653487E+9	3.743694653487E+9
668E+0	3.743694653487E+9	3.743694653487E+9
669E+0	3.743694653487E+9	3.743694653487E+9
670E+0	3.743694653487E+9	3.743694653487E+9
671E+0	3.743694653487E+9	3.743694653487E+9
672E+0	3.743694653488E+9	3.743694653488E+9
673E+0	3.743694653488E+9	3.743694653488E+9
674E+0	3.743694653488E+9	3.743694653488E+9
675E+0	3.743694653488E+9	3.743694653488E+9
676E+0	3.743694653488E+9	3.743694653488E+9
677E+0	3.743694653488E+9	3.743694653488E+9
678E+0	3.743694653488E+9	3.743694653488E+9
679E+0	3.743694653488E+9	3.743694653488E+9
680E+0	3.743694653488E+9	3.743694653488E+9
681E+0	3.743694653488E+9	3.743694653488E+9
682E+0	3.743694653488E+9	3.743694653488E+9
683E+0	3.743694653488E+9	3.743694653488E+9
684E+0	3.743694653488E+9	3.743694653488E+9
685E+0	3.743694653488E+9	3.743694653488E+9
686E+0	3.743694653488E+9	3.743694653488E+9
687E+0	3.743694653488E+9	3.743694653488E+9
688E+0	3.743694653488E+9	3.743694653488E+9
689E+0	3.743694653488E+9	3.743694653488E+9
690E+0	3.743694653488E+9	3.743694653488E+9
691E+0	3.743694653488E+9	3.743694653488E+9
692E+0	3.743694653488E+9	3.743694653488E+9
693E+0	3.743694653489E+9	3.743694653489E+9
694E+0	3.743694653489E+9	3.743694653489E+9
695E+0	3.743694653489E+9	3.743694653489E+9
696E+0	3.743694653489E+9	3.743694653489E+9
697E+0	3.743694653489E+9	3.743694653489E+9
698E+0	3.743694653489E+9	3.743694653489E+9
699E+0	3.743694653489E+9	3.743694653489E+9
700E+0	3.743694653489E+9	3.743694653489E+9
701E+0	3.743694653489E+9	3.743694653489E+9
702E+0	3.743694653489E+9	3.743694653489E+9
703E+0	3.743694653489E+9	3.743694653489E+9
704E+0	3.743694653489E+9	3.743694653489E+9
705E+0	3.743694653489E+9	3.743694653489E+9
706E+0	3.743694653489E+9	3.743694653489E+9
707E+0	3.743694653489E+9	3.743694653489E+9
708E+0	3.743694653489E+9	3.743694653489E+9
709E+0	3.743694653489E+9	3.743694653489E+9
710E+0	3.743694653489E+9	3.743694653489E+9
711E+0	3.743694653489E+9	3.743694653489E+9
712E+0	3.743694653489E+9	3.743694653489E+9
713E+0	3.743694653489E+9	3.743694653489E+9
714E+0	3.743694653489E+9	3.743694653489E+9
715E+0	3.743694653489E+9	3.743694653489E+9
716E+0	3.74369465349E+9	3.74369465349E+9
717E+0	3.74369465349E+9	3.74369465349E+9
718E+0	3.74369465349E+9	3.74369465349E+9
719E+0	3.74369465349E+9	3.74369465349E+9
720E+0	3.74369465349E+9	3.74369465349E+9
721E+0	3.74369465349E+9	3.74369465349E+9
722E+0	3.74369465349E+9	3.74369465349E+9
723E+0	3.74369465349E+9	3.74369465349E+9
724E+0	3.74369465349E+9	3.74369465349E+9
725E+0	3.74369465349E+9	3.74369465349E+9
726E+0	3.74369465349E+9	3.74369465349E+9
727E+0	3.74369465349E+9	3.74369465349E+9
728E+0	3.74369465349E+9	3.74369465349E+9
729E+0	3.74369465349E+9	3.74369465349E+9
730E+0	3.74369465349E+9	3.74369465349E+9
731E+0	3.74369465349E+9	3.74369465349E+9
732E+0	3.74369465349E+9	3.74369465349E+9
733E+0	3.74369465349E+9	3.74369465349E+9
734E+0	3.74369465349E+9	3.74369465349E+9
735E+0	3.743694653491E+9	3.743694653491E+9
736E+0	3.743694653491E+9	3.743694653491E+9
737E+0	3.743694653491E+9	3.743694653491E+9
738E+0	3.743694653491E+9	3.743694653491E+9
739E+0	3.743694653491E+9	3.743694653491E+9
740E+0	3.743694653491E+9	3.743694653491E+9
741E+0	3.743694653491E+9	3.743694653491E+9
742E+0	3.743694653491E+9	3.743694653491E+9
743E+0	3.743694653491E+9	3.743694653491E+9
744E+0	3.743694653491E+9	3.743694653491E+9
745E+0	3.743694653491E+9	3.743694653491E+9
746E+0	3.743694653491E+9	3.743694653491E+9
747E+0	3.743694653491E+9	3.743694653491E+9
748E+0	3.743694653491E+9	3.743694653491E+9
749E+0	3.743694653491E+9	3.743694653491E+9
750E+0	3.743694653491E+9	3.743694653491E+9
751E+0	3.743694653491E+9	3.743694653491E+9
752E+0	3.743694653491E+9	3.743694653491E+9
753E+0	3.743694653491E+9	3.743694653491E+9
754E+0	3.743694653491E+9	3.743694653492E+9
755E+0	3.743694653492E+9	3.743694653492E+9
756E+0	3.743694653492E+9	3.743694653492E+9
757E+0	3.743694653492E+9	3.743694653492E+9
758E+0	3.743694653492E+9	3.743694653492E+9
759E+0	3.743694653492E+9	3.743694653492E+9
760E+0	3.743694653492E+9	3.743694653492E+9
761E+0	3.743694653492E+9	3.743694653492E+9
762E+0	3.743694653492E+9	3.743694653492E+9
763E+0	3.743694653492E+9	3.743694653492E+9
764E+0	3.743694653493E+9	3.743694653493E+9
765E+0	3.743694653493E+9	3.743694653493E+9
766E+0	3.743694653493E+9	3.743694653493E+9
767E+0	3.743694653493E+9	3.743694653493E+9
768E+0	3.743694653493E+9	3.743694653493E+9
769E+0	3.743694653493E+9	3.743694653493E+9
770E+0	3.743694653493E+9	3.743694653493E+9
771E+0	3.743694653493E+9	3.743694653493E+9
772E+0	3.743694653493E+9	3.743694653493E+9
773E+0	3.743694653493E+9	3.743694653493E+9
774E+0	3.743694653493E+9	3.743694653493E+9
775E+0	3.743694653493E+9	3.743694653493E+9
776E+0	3.743694653493E+9	3.743694653493E+9
777E+0	3.743694653494E+9	3.743694653494E+9
778E+0	3.743694653494E+9	3.743694653494E+9
779E+0	3.743694653494E+9	3.743694653494E+9
780E+0	3.743694653494E+9	3.743694653494E+9
781E+0	3.743694653494E+9	3.743694653494E+9
782E+0	3.743694653494E+9	3.743694653494E+9
783E+0	3.743694653494E+9	3.743694653494E+9
784E+0	3.743694653494E+9	3.743694653494E+9
785E+0	3.743694653494E+9	3.743694653494E+9
786E+0	3.743694653494E+9	3.743694653494E+9
787E+0	3.743694653494E+9	3.743694653494E+9
788E+0	3.743694653494E+9	3.743694653494E+9
789E+0	3.743694653494E+9	3.743694653494E+9
790E+0	3.743694653494E+9	3.743694653494E+9
791E+0	3.743694653494E+9	3.743694653494E+9
792E+0	3.743694653494E+9	3.743694653494E+9
793E+0	3.743694653494E+9	3.743694653494E+9
794E+0	3.743694653494E+9	3.743694653494E+9
795E+0	3.743694653494E+9	3.743694653494E+9
796E+0	3.743694653494E+9	3.743694653494E+9
797E+0	3.743694653495E+9	3.743694653495E+9
798E+0	3.743694653495E+9	3.743694653495E+9
799E+0	3.743694653495E+9	3.743694653495E+9
800E+0	3.743694653495E+9	3.743694653495E+9
801E+0	3.743694653495E+9	3.743694653495E+9
802E+0	3.743694653495E+9	3.743694653495E+9
803E+0	3.743694653495E+9	3.743694653495E+9
804E+0	3.743694653495E+9	3.743694653495E+9
805E+0	3.743694653495E+9	3.743694653495E+9
806E+0	3.743694653495E+9	3.743694653495E+9
807E+0	3.743694653495E+9	3.743694653495E+9
808E+0	3.743694653495E+9	3.743694653495E+9
809E+0	3.743694653495E+9	3.743694653495E+9
810E+0	3.743694653495E+9	3.743694653495E+9
811E+0	3.743694653495E+9	3.743694653495E+9
812E+0	3.743694653495E+9	3.743694653495E+9
813E+0	3.743694653495E+9	3.743694653495E+9
814E+0	3.743694653495E+9	3.743694653495E+9
815E+0	3.743694653496E+9	3.743694653496E+9
816E+0	3.743694653496E+9	3.743694653496E+9
817E+0	3.743694653496E+9	3.743694653496E+9
818E+0	3.743694653496E+9	3.743694653496E+9
819E+0	3.743694653496E+9	3.743694653496E+9
820E+0	3.743694653496E+9	3.743694653496E+9
821E+0	3.743694653496E+9	3.743694653496E+9
822E+0	3.743694653496E+9	3.743694653496E+9
823E+0	3.743694653496E+9	3.743694653496E+9
824E+0	3.743694653496E+9	3.743694653496E+9
825E+0	3.743694653496E+9	3.743694653496E+9
826E+0	3.743694653496E+9	3.743694653496E+9
827E+0	3.743694653496E+9	3.743694653496E+9
828E+0	3.743694653496E+9	3.743694653496E+9
829E+0	3.743694653496E+9	3.743694653496E+9
830E+0	3.743694653496E+9	3.743694653496E+9
831E+0	3.743694653497E+9	3.743694653497E+9
832E+0	3.743694653497E+9	3.743694653497E+9
833E+0	3.743694653497E+9	3.743694653497E+9
834E+0	3.743694653497E+9	3.743694653497E+9
835E+0	3.743694653497E+9	3.743694653497E+9
836E+0	3.743694653497E+9	3.743694653497E+9
837E+0	3.743694653497E+9	3.743694653497E+9
838E+0	3.743694653497E+9	3.743694653497E+9
839E+0	3.743694653497E+9	3.743694653497E+9
840E+0	3.743694653497E+9	3.743694653497E+9
841E+0	3.743694653497E+9	3.743694653497E+9
842E+0	3.743694653497E+9	3.743694653497E+9
843E+0	3.743694653497E+9	3.743694653497E+9
844E+0	3.743694653497E+9	3.743694653497E+9
845E+0	3.743694653497E+9	3.743694653497E+9
846E+0	3.743694653497E+9	3.743694653497E+9
847E+0	3.743694653497E+9	3.743694653497E+9
848E+0	3.743694653498E+9	3.743694653498E+9
849E+0	3.743694653498E+9	3.743694653498E+9
850E+0	3.743694653498E+9	3.743694653498E+9
851E+0	3.743694653498E+9	3.743694653498E+9
852E+0	3.743694653498E+9	3.743694653498E+9
853E+0	3.743694653498E+9	3.743694653498E+9
854E+0	3.743694653498E+9	3.743694653498E+9
855E+0	3.743694653498E+9	3.743694653498E+9
856E+0	3.743694653498E+9	3.743694653498E+9
857E+0	3.743694653498E+9	3.743694653498E+9
858E+0	3.743694653498E+9	3.743694653498E+9
859E+0	3.743694653498E+9	3.743694653498E+9
860E+0	3.743694653498E+9	3.743694653498E+9
861E+0	3.743694653498E+9	3.743694653498E+9
862E+0	3.743694653498E+9	3.743694653498E+9
863E+0	3.743694653498E+9	3.743694653498E+9
864E+0	3.743694653498E+9	3.743694653498E+9
865E+0	3.743694653498E+9	3.743694653498E+9
866E+0	3.743694653498E+9	3.743694653498E+9
867E+0	3.743694653499E+9	3.743694653499E+9
868E+0	3.743694653499E+9	3.743694653499E+9
869E+0	3.743694653499E+9	3.743694653499E+9
870E+0	3.743694653499E+9	3.743694653499E+9
871E+0	3.743694653499E+9	3.743694653499E+9
872E+0	3.743694653499E+9	3.743694653499E+9
873E+0	3.743694653499E+9	3.743694653499E+9
874E+0	3.743694653499E+9	3.743694653499E+9
875E+0	3.743694653499E+9	3.743694653499E+9
876E+0	3.743694653499E+9	3.743694653499E+9
877E+0	3.743694653499E+9	3.743694653499E+9
878E+0	3.743694653499E+9	3.743694653499E+9
879E+0	3.743694653499E+9	3.743694653499E+9
880E+0	3.743694653499E+9	3.743694653499E+9
881E+0	3.743694653499E+9	3.743694653499E+9
882E+0	3.7436946535E+9	3.7436946535E+9
883E+0	3.7436946535E+9	3.7436946535E+9
884E+0	3.7436946535E+9	3.7436946535E+9
885E+0	3.7436946535E+9	3.7436946535E+9
886E+0	3.7436946535E+9	3.7436946535E+9
887E+0	3.7436946535E+9	3.7436946535E+9
888E+0	3.7436946535E+9	3.7436946535E+9
889E+0	3.7436946535E+9	3.7436946535E+9
890E+0	3.7436946535E+9	3.7436946535E+9
891E+0	3.7436946535E+9	3.7436946535E+9
892E+0	3.7436946535E+9	3.7436946535E+9
893E+0	3.743694653501E+9	3.743694653501E+9
894E+0	3.743694653501E+9	3.743694653501E+9
895E+0	3.743694653501E+9	3.743694653501E+9
896E+0	3.743694653501E+9	3.743694653501E+9
897E+0	3.743694653501E+9	3.743694653501E+9
898E+0	3.743694653501E+9	3.743694653501E+9
899E+0	3.743694653501E+9	3.743694653501E+9
900E+0	3.743694653501E+9	3.743694653501E+9
901E+0	3.743694653501E+9	3.743694653501E+9
902E+0	3.743694653501E+9	3.743694653501E+9
903E+0	3.743694653501E+9	3.743694653501E+9
904E+0	3.743694653501E+9	3.743694653501E+9
905E+0	3.743694653501E+9	3.743694653501E+9
906E+0	3.743694653501E+9	3.743694653501E+9
907E+0	3.743694653501E+9	3.743694653501E+9
908E+0	3.743694653501E+9	3.743694653501E+9
909E+0	3.743694653502E+9	3.743694653502E+9
910E+0	3.743694653502E+9	3.743694653502E+9
911E+0	3.743694653502E+9	3.743694653502E+9
912E+0	3.743694653502E+9	3.743694653502E+9
913E+0	3.743694653502E+9	3.743694653502E+9
914E+0	3.743694653502E+9	3.743694653502E+9
915E+0	3.743694653502E+9	3.743694653502E+9
916E+0	3.743694653502E+9	3.743694653502E+9
917E+0	3.743694653502E+9	3.743694653502E+9
918E+0	3.743694653502E+9	3.743694653502E+9
919E+0	3.743694653502E+9	3.743694653502E+9
920E+0	3.743694653502E+9	3.743694653502E+9
921E+0	3.743694653502E+9	3.743694653502E+9
922E+0	3.743694653502E+9	3.743694653502E+9
923E+0	3.743694653502E+9	3.743694653502E+9
924E+0	3.743694653502E+9	3.743694653502E+9
925E+0	3.743694653503E+9	3.743694653503E+9
926E+0	3.743694653503E+9	3.743694653503E+9
927E+0	3.743694653503E+9	3.743694653503E+9
928E+0	3.743694653503E+9	3.743694653503E+9
929E+0	3.743694653503E+9	3.743694653503E+9
930E+0	3.743694653503E+9	3.743694653503E+9
931E+0	3.743694653503E+9	3.743694653503E+9
932E+0	3.743694653503E+9	3.743694653503E+9
933E+0	3.743694653503E+9	3.743694653503E+9
934E+0	3.743694653503E+9	3.743694653503E+9
935E+0	3.743694653503E+9	3.743694653503E+9
936E+0	3.743694653503E+9	3.743694653503E+9
937E+0	3.743694653503E+9	3.743694653503E+9
938E+0	3.743694653503E+9	3.743694653503E+9
939E+0	3.743694653503E+9	3.743694653503E+9
940E+0	3.743694653503E+9	3.743694653503E+9
941E+0	3.743694653503E+9	3.743694653503E+9
942E+0	3.743694653504E+9	3.743694653504E+9
943E+0	3.743694653504E+9	3.743694653504E+9
944E+0	3.743694653504E+9	3.743694653504E+9
945E+0	3.743694653504E+9	3.743694653504E+9
946E+0	3.743694653504E+9	3.743694653504E+9
947E+0	3.743694653504E+9	3.743694653504E+9
948E+0	3.743694653504E+9	3.743694653504E+9
949E+0	3.743694653504E+9	3.743694653504E+9
950E+0	3.743694653504E+9	3.743694653504E+9
951E+0	3.743694653504E+9	3.743694653504E+9
952E+0	3.743694653504E+9	3.743694653504E+9
953E+0	3.743694653504E+9	3.743694653504E+9
954E+0	3.743694653504E+9	3.743694653504E+9
955E+0	3.743694653504E+9	3.743694653504E+9
956E+0	3.743694653504E+9	3.743694653504E+9
957E+0	3.743694653504E+9	3.743694653504E+9
958E+0	3.743694653504E+9	3.743694653504E+9
959E+0	3.743694653504E+9	3.743694653504E+9
960E+0	3.743694653504E+9	3.743694653504E+9
961E+0	3.743694653505E+9	3.743694653505E+9
962E+0	3.743694653505E+9	3.743694653505E+9
963E+0	3.743694653505E+9	3.743694653505E+9
964E+0	3.743694653505E+9	3.743694653505E+9
965E+0	3.743694653505E+9	3.743694653505E+9
966E+0	3.743694653505E+9	3.743694653505E+9
967E+0	3.743694653505E+9	3.743694653505E+9
968E+0	3.743694653505E+9	3.743694653505E+9
969E+0	3.743694653505E+9	3.743694653505E+9
970E+0	3.743694653505E+9	3.743694653505E+9
971E+0	3.743694653505E+9	3.743694653505E+9
972E+0	3.743694653505E+9	3.743694653505E+9
973E+0	3.743694653505E+9	3.743694653505E+9
974E+0	3.743694653505E+9	3.743694653505E+9
975E+0	3.743694653505E+9	3.743694653505E+9
976E+0	3.743694653505E+9	3.743694653505E+9
977E+0	3.743694653505E+9	3.743694653505E+9
978E+0	3.743694653505E+9	3.743694653505E+9
979E+0	3.743694653506E+9	3.743694653506E+9
980E+0	3.743694653506E+9	3.743694653506E+9
981E+0	3.743694653506E+9	3.743694653506E+9
982E+0	3.743694653506E+9	3.743694653506E+9
983E+0	3.743694653506E+9	3.743694653506E+9
984E+0	3.743694653506E+9	3.743694653506E+9
985E+0	3.743694653506E+9	3.743694653506E+9
986E+0	3.743694653506E+9	3.743694653506E+9
987E+0	3.743694653506E+9	3.743694653506E+9
988E+0	3.743694653506E+9	3.743694653506E+9
989E+0	3.743694653506E+9	3.743694653506E+9
990E+0	3.743694653506E+9	3.743694653506E+9
991E+0	3.743694653506E+9	3.743694653506E+9
992E+0	3.743694653506E+9	3.743694653506E+9
993E+0	3.743694653506E+9	3.743694653506E+9
994E+0	3.743694653506E+9	3.743694653506E+9
995E+0	3.743694653506E+9	3.743694653506E+9
996E+0	3.743694653506E+9	3.743694653506E+9
997E+0	3.743694653506E+9	3.743694653506E+9
998E+0	3.743694653507E+9	3.743694653507E+9
999E+0	3.743694653507E+9	3.743694653507E+9
1E+3	3.743694653507E+9	3.743694653507E+9
