#2022-09-01
#16:16:12
#Balayage par: iq-qfl
#Description Keyword: 
#
#Instrument: Triax320@Triax320.lvclass; Function:Position (nm); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; ; Grating#: 1; Line Density(Grv/mm): 1800; Blaze: 400nm; Input Slit(mm): 0.400; Output Slit(mm): 0.000;
#Instrument: Tools@Tools.lvclass; Function:Indice de Point (Points); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; 
#Instrument: SympCCD@SymphonyCCD.lvclass; Function:AcqImage (Counts); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0;  Lambda Factor: 0.00000; Lambda Source: Lambda@Triax320; Lambda Offset: 0.00000;Multiplier Source: GrooveRatio@Triax320; Multiplier Value: 0.00000; Y Bins: 1; X Start: 1; X End: 1024; Y Start: 1; Y End: 256; Integration Time(ms): 10000; ADC1:  20 kHz Tab 1; ; Ccd Temp(degC): -120.456; Shutter Enable: True; Accumulation: 3; Noise Mode: Off; Noise Window Enabled: False; Window Width(ds): 1.000; Window Avg Samples: 1;
#Instrument: TaikoLaser@TaikoLaser.lvclass; Function:Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Output Freq(kHz): 60000.00; Output Power(%): 100.00; KeyLock: OFF; OnOffLock: OFF; Laser Mode: CW; CW Power (mW): 23.00; Temp (C): 25.00; SoftLock: OFF; Interlock: OFF; Pulse Shape: Narrow Pulses; Laser Head: LDH-IB-532-T-P; Date: 21-06-22; Class: 3B; Protection: No; Serial: 1043930; Laser Type: TA_SHG; Laser Version: 0.0; Min. Frequ. [Hz]: 1; Max. Frequ. [Hz]: 100000000; Max. CW Power [mW]: 23000.000; Max. Pulse Power [mW]: 5000.000; Wavelength [nm]: 530.8; Max. Case Temp. [°C]: 56.0; Max. Driver Voltage [mV]: 40950; Max. LH Voltage [mV]: 19000; Current Consumption [mA]: 500; Calib. Warranty [h]: 2000; 
#Instrument: ThorPM100A@ThorPM100A.lvclass; Function:Read Power (mW); Parameters: *BeforeWait(ms): 0;*AfterWait(ms): 0; Range: 186.158E-6 (W); Autorange: Off; Wavelenght 530.80 (nm); Act Power: 3.390E-6 (W); Attenuation 0.00 (dB); Average Cnt: 10;

#SympCCD.XPixels               	SympCCD.Wavelenght(nm)        	SympCCD.Y Pix Row 1  Acq 1(Cnt)	SympCCD.Y Pix Row 1  Acq 2(Cnt)	SympCCD.Y Pix Row 1  Acq 3(Cnt)	SympCCD.Y Pix Row 1  Avrg(Cnt)
267E+0	630.4351E+0	1.137E+3	1.142E+3	1.134E+3	1.137666666667E+3
268E+0	630.4659E+0	1.132E+3	1.139E+3	1.134E+3	1.135E+3
269E+0	630.4966E+0	1.132E+3	1.141E+3	1.136E+3	1.136333333333E+3
270E+0	630.5273E+0	1.134E+3	1.139E+3	1.14E+3	1.137666666667E+3
271E+0	630.5581E+0	1.139E+3	1.137E+3	1.133E+3	1.136333333333E+3
272E+0	630.5888E+0	1.139E+3	1.141E+3	1.137E+3	1.139E+3
273E+0	630.6195E+0	1.133E+3	1.137E+3	1.137E+3	1.135666666667E+3
274E+0	630.6503E+0	1.14E+3	1.14E+3	1.135E+3	1.138333333333E+3
275E+0	630.681E+0	1.134E+3	1.133E+3	1.135E+3	1.134E+3
276E+0	630.7117E+0	1.136E+3	1.134E+3	1.132E+3	1.134E+3
277E+0	630.7425E+0	1.131E+3	1.144E+3	1.14E+3	1.138333333333E+3
278E+0	630.7732E+0	1.132E+3	1.139E+3	1.134E+3	1.135E+3
279E+0	630.8039E+0	1.138E+3	1.143E+3	1.138E+3	1.139666666667E+3
280E+0	630.8346E+0	1.14E+3	1.136E+3	1.14E+3	1.138666666667E+3
281E+0	630.8654E+0	1.136E+3	1.137E+3	1.132E+3	1.135E+3
282E+0	630.8961E+0	1.138E+3	1.14E+3	1.13E+3	1.136E+3
283E+0	630.9268E+0	1.139E+3	1.142E+3	1.139E+3	1.14E+3
284E+0	630.9575E+0	1.137E+3	1.137E+3	1.134E+3	1.136E+3
285E+0	630.9882E+0	1.132E+3	1.138E+3	1.138E+3	1.136E+3
286E+0	631.0189E+0	1.136E+3	1.138E+3	1.13E+3	1.134666666667E+3
287E+0	631.0497E+0	1.137E+3	1.144E+3	1.136E+3	1.139E+3
288E+0	631.0804E+0	1.134E+3	1.136E+3	1.136E+3	1.135333333333E+3
289E+0	631.1111E+0	1.136E+3	1.142E+3	1.14E+3	1.139333333333E+3
290E+0	631.1418E+0	1.136E+3	1.136E+3	1.141E+3	1.137666666667E+3
291E+0	631.1725E+0	1.137E+3	1.136E+3	1.14E+3	1.137666666667E+3
292E+0	631.2032E+0	1.137E+3	1.139E+3	1.133E+3	1.136333333333E+3
293E+0	631.2339E+0	1.131E+3	1.138E+3	1.136E+3	1.135E+3
294E+0	631.2646E+0	1.138E+3	1.137E+3	1.137E+3	1.137333333333E+3
295E+0	631.2953E+0	1.138E+3	1.139E+3	1.135E+3	1.137333333333E+3
296E+0	631.326E+0	1.14E+3	1.138E+3	1.136E+3	1.138E+3
297E+0	631.3567E+0	1.136E+3	1.141E+3	1.134E+3	1.137E+3
298E+0	631.3874E+0	1.137E+3	1.144E+3	1.135E+3	1.138666666667E+3
299E+0	631.4181E+0	1.139E+3	1.139E+3	1.135E+3	1.137666666667E+3
300E+0	631.4488E+0	1.139E+3	1.139E+3	1.136E+3	1.138E+3
301E+0	631.4795E+0	1.141E+3	1.137E+3	1.137E+3	1.138333333333E+3
302E+0	631.5102E+0	1.137E+3	1.14E+3	1.136E+3	1.137666666667E+3
303E+0	631.5409E+0	1.137E+3	1.14E+3	1.133E+3	1.136666666667E+3
304E+0	631.5716E+0	1.14E+3	1.134E+3	1.13E+3	1.134666666667E+3
305E+0	631.6023E+0	1.135E+3	1.138E+3	1.135E+3	1.136E+3
306E+0	631.633E+0	1.137E+3	1.137E+3	1.137E+3	1.137E+3
307E+0	631.6637E+0	1.139E+3	1.135E+3	1.136E+3	1.136666666667E+3
308E+0	631.6944E+0	1.135E+3	1.139E+3	1.136E+3	1.136666666667E+3
309E+0	631.7251E+0	1.142E+3	1.146E+3	1.14E+3	1.142666666667E+3
310E+0	631.7558E+0	1.136E+3	1.138E+3	1.136E+3	1.136666666667E+3
311E+0	631.7864E+0	1.136E+3	1.136E+3	1.138E+3	1.136666666667E+3
312E+0	631.8171E+0	1.136E+3	1.137E+3	1.131E+3	1.134666666667E+3
313E+0	631.8478E+0	1.135E+3	1.14E+3	1.137E+3	1.137333333333E+3
314E+0	631.8785E+0	1.139E+3	1.137E+3	1.138E+3	1.138E+3
315E+0	631.9092E+0	1.135E+3	1.136E+3	1.137E+3	1.136E+3
316E+0	631.9398E+0	1.137E+3	1.137E+3	1.136E+3	1.136666666667E+3
317E+0	631.9705E+0	1.141E+3	1.14E+3	1.134E+3	1.138333333333E+3
318E+0	632.0012E+0	1.142E+3	1.138E+3	1.136E+3	1.138666666667E+3
319E+0	632.0319E+0	1.138E+3	1.146E+3	1.134E+3	1.139333333333E+3
320E+0	632.0625E+0	1.134E+3	1.136E+3	1.139E+3	1.136333333333E+3
321E+0	632.0932E+0	1.136E+3	1.136E+3	1.138E+3	1.136666666667E+3
322E+0	632.1239E+0	1.14E+3	1.14E+3	1.134E+3	1.138E+3
323E+0	632.1546E+0	1.137E+3	1.141E+3	1.134E+3	1.137333333333E+3
324E+0	632.1852E+0	1.14E+3	1.14E+3	1.137E+3	1.139E+3
325E+0	632.2159E+0	1.137E+3	1.14E+3	1.138E+3	1.138333333333E+3
326E+0	632.2466E+0	1.136E+3	1.138E+3	1.137E+3	1.137E+3
327E+0	632.2772E+0	1.14E+3	1.146E+3	1.141E+3	1.142333333333E+3
328E+0	632.3079E+0	1.14E+3	1.136E+3	1.139E+3	1.138333333333E+3
329E+0	632.3385E+0	1.137E+3	1.14E+3	1.14E+3	1.139E+3
330E+0	632.3692E+0	1.141E+3	1.142E+3	1.136E+3	1.139666666667E+3
331E+0	632.3999E+0	1.133E+3	1.139E+3	1.139E+3	1.137E+3
332E+0	632.4305E+0	1.137E+3	1.138E+3	1.141E+3	1.138666666667E+3
333E+0	632.4612E+0	1.138E+3	1.141E+3	1.136E+3	1.138333333333E+3
334E+0	632.4918E+0	1.141E+3	1.142E+3	1.138E+3	1.140333333333E+3
335E+0	632.5225E+0	1.142E+3	1.142E+3	1.14E+3	1.141333333333E+3
336E+0	632.5531E+0	1.137E+3	1.141E+3	1.137E+3	1.138333333333E+3
337E+0	632.5838E+0	1.14E+3	1.144E+3	1.14E+3	1.141333333333E+3
338E+0	632.6144E+0	1.139E+3	1.142E+3	1.141E+3	1.140666666667E+3
339E+0	632.6451E+0	1.139E+3	1.138E+3	1.142E+3	1.139666666667E+3
340E+0	632.6757E+0	1.136E+3	1.142E+3	1.143E+3	1.140333333333E+3
341E+0	632.7064E+0	1.137E+3	1.136E+3	1.136E+3	1.136333333333E+3
342E+0	632.737E+0	1.138E+3	1.139E+3	1.14E+3	1.139E+3
343E+0	632.7677E+0	1.133E+3	1.142E+3	1.139E+3	1.138E+3
344E+0	632.7983E+0	1.135E+3	1.137E+3	1.135E+3	1.135666666667E+3
345E+0	632.8289E+0	1.142E+3	1.142E+3	1.142E+3	1.142E+3
346E+0	632.8596E+0	1.137E+3	1.138E+3	1.137E+3	1.137333333333E+3
347E+0	632.8902E+0	1.144E+3	1.145E+3	1.141E+3	1.143333333333E+3
348E+0	632.9208E+0	1.138E+3	1.139E+3	1.139E+3	1.138666666667E+3
349E+0	632.9515E+0	1.142E+3	1.144E+3	1.141E+3	1.142333333333E+3
350E+0	632.9821E+0	1.14E+3	1.143E+3	1.14E+3	1.141E+3
351E+0	633.0127E+0	1.137E+3	1.141E+3	1.139E+3	1.139E+3
352E+0	633.0434E+0	1.143E+3	1.145E+3	1.144E+3	1.144E+3
353E+0	633.074E+0	1.141E+3	1.142E+3	1.137E+3	1.14E+3
354E+0	633.1046E+0	1.14E+3	1.145E+3	1.14E+3	1.141666666667E+3
355E+0	633.1353E+0	1.141E+3	1.142E+3	1.14E+3	1.141E+3
356E+0	633.1659E+0	1.141E+3	1.144E+3	1.136E+3	1.140333333333E+3
357E+0	633.1965E+0	1.14E+3	1.142E+3	1.145E+3	1.142333333333E+3
358E+0	633.2271E+0	1.144E+3	1.141E+3	1.139E+3	1.141333333333E+3
359E+0	633.2578E+0	1.14E+3	1.142E+3	1.137E+3	1.139666666667E+3
360E+0	633.2884E+0	1.14E+3	1.141E+3	1.143E+3	1.141333333333E+3
361E+0	633.319E+0	1.141E+3	1.141E+3	1.141E+3	1.141E+3
362E+0	633.3496E+0	1.147E+3	1.143E+3	1.144E+3	1.144666666667E+3
363E+0	633.3802E+0	1.143E+3	1.145E+3	1.136E+3	1.141333333333E+3
364E+0	633.4108E+0	1.145E+3	1.147E+3	1.14E+3	1.144E+3
365E+0	633.4415E+0	1.144E+3	1.142E+3	1.139E+3	1.141666666667E+3
366E+0	633.4721E+0	1.141E+3	1.138E+3	1.138E+3	1.139E+3
367E+0	633.5027E+0	1.14E+3	1.143E+3	1.142E+3	1.141666666667E+3
368E+0	633.5333E+0	1.143E+3	1.143E+3	1.143E+3	1.143E+3
369E+0	633.5639E+0	1.143E+3	1.145E+3	1.144E+3	1.144E+3
370E+0	633.5945E+0	1.138E+3	1.142E+3	1.142E+3	1.140666666667E+3
371E+0	633.6251E+0	1.146E+3	1.152E+3	1.149E+3	1.149E+3
372E+0	633.6557E+0	1.142E+3	1.144E+3	1.146E+3	1.144E+3
373E+0	633.6863E+0	1.146E+3	1.143E+3	1.143E+3	1.144E+3
374E+0	633.7169E+0	1.142E+3	1.141E+3	1.141E+3	1.141333333333E+3
375E+0	633.7475E+0	1.142E+3	1.145E+3	1.139E+3	1.142E+3
376E+0	633.7781E+0	1.14E+3	1.144E+3	1.139E+3	1.141E+3
377E+0	633.8087E+0	1.139E+3	1.139E+3	1.14E+3	1.139333333333E+3
378E+0	633.8393E+0	1.143E+3	1.142E+3	1.141E+3	1.142E+3
379E+0	633.8699E+0	1.14E+3	1.141E+3	1.138E+3	1.139666666667E+3
380E+0	633.9005E+0	1.14E+3	1.145E+3	1.143E+3	1.142666666667E+3
381E+0	633.9311E+0	1.141E+3	1.142E+3	1.139E+3	1.140666666667E+3
382E+0	633.9617E+0	1.141E+3	1.138E+3	1.143E+3	1.140666666667E+3
383E+0	633.9923E+0	1.142E+3	1.144E+3	1.142E+3	1.142666666667E+3
384E+0	634.0228E+0	1.143E+3	1.141E+3	1.141E+3	1.141666666667E+3
385E+0	634.0534E+0	1.138E+3	1.144E+3	1.138E+3	1.14E+3
386E+0	634.084E+0	1.141E+3	1.141E+3	1.138E+3	1.14E+3
387E+0	634.1146E+0	1.149E+3	1.152E+3	1.147E+3	1.149333333333E+3
388E+0	634.1452E+0	1.14E+3	1.142E+3	1.143E+3	1.141666666667E+3
389E+0	634.1758E+0	1.142E+3	1.143E+3	1.142E+3	1.142333333333E+3
390E+0	634.2063E+0	1.14E+3	1.143E+3	1.144E+3	1.142333333333E+3
391E+0	634.2369E+0	1.142E+3	1.141E+3	1.145E+3	1.142666666667E+3
392E+0	634.2675E+0	1.142E+3	1.144E+3	1.142E+3	1.142666666667E+3
393E+0	634.2981E+0	1.141E+3	1.142E+3	1.145E+3	1.142666666667E+3
394E+0	634.3286E+0	1.141E+3	1.143E+3	1.145E+3	1.143E+3
395E+0	634.3592E+0	1.15E+3	1.147E+3	1.148E+3	1.148333333333E+3
396E+0	634.3898E+0	1.143E+3	1.139E+3	1.138E+3	1.14E+3
397E+0	634.4204E+0	1.141E+3	1.146E+3	1.14E+3	1.142333333333E+3
398E+0	634.4509E+0	1.138E+3	1.142E+3	1.138E+3	1.139333333333E+3
399E+0	634.4815E+0	1.143E+3	1.147E+3	1.142E+3	1.144E+3
400E+0	634.5121E+0	1.144E+3	1.141E+3	1.144E+3	1.143E+3
401E+0	634.5426E+0	1.139E+3	1.143E+3	1.138E+3	1.14E+3
402E+0	634.5732E+0	1.141E+3	1.139E+3	1.145E+3	1.141666666667E+3
403E+0	634.6037E+0	1.142E+3	1.141E+3	1.142E+3	1.141666666667E+3
404E+0	634.6343E+0	1.14E+3	1.147E+3	1.146E+3	1.144333333333E+3
405E+0	634.6649E+0	1.144E+3	1.144E+3	1.141E+3	1.143E+3
406E+0	634.6954E+0	1.139E+3	1.14E+3	1.137E+3	1.138666666667E+3
407E+0	634.726E+0	1.143E+3	1.144E+3	1.146E+3	1.144333333333E+3
408E+0	634.7565E+0	1.142E+3	1.145E+3	1.144E+3	1.143666666667E+3
409E+0	634.7871E+0	1.138E+3	1.145E+3	1.143E+3	1.142E+3
410E+0	634.8176E+0	1.141E+3	1.147E+3	1.144E+3	1.144E+3
411E+0	634.8482E+0	1.14E+3	1.144E+3	1.14E+3	1.141333333333E+3
412E+0	634.8787E+0	1.144E+3	1.145E+3	1.146E+3	1.145E+3
413E+0	634.9093E+0	1.14E+3	1.142E+3	1.14E+3	1.140666666667E+3
414E+0	634.9398E+0	1.142E+3	1.145E+3	1.144E+3	1.143666666667E+3
415E+0	634.9704E+0	1.14E+3	1.145E+3	1.143E+3	1.142666666667E+3
416E+0	635.0009E+0	1.14E+3	1.144E+3	1.143E+3	1.142333333333E+3
417E+0	635.0315E+0	1.146E+3	1.146E+3	1.144E+3	1.145333333333E+3
418E+0	635.062E+0	1.143E+3	1.147E+3	1.138E+3	1.142666666667E+3
419E+0	635.0925E+0	1.141E+3	1.143E+3	1.143E+3	1.142333333333E+3
420E+0	635.1231E+0	1.139E+3	1.145E+3	1.147E+3	1.143666666667E+3
421E+0	635.1536E+0	1.14E+3	1.146E+3	1.14E+3	1.142E+3
422E+0	635.1841E+0	1.141E+3	1.147E+3	1.139E+3	1.142333333333E+3
423E+0	635.2147E+0	1.14E+3	1.146E+3	1.142E+3	1.142666666667E+3
424E+0	635.2452E+0	1.138E+3	1.145E+3	1.14E+3	1.141E+3
425E+0	635.2757E+0	1.141E+3	1.142E+3	1.142E+3	1.141666666667E+3
426E+0	635.3063E+0	1.14E+3	1.146E+3	1.139E+3	1.141666666667E+3
427E+0	635.3368E+0	1.139E+3	1.142E+3	1.145E+3	1.142E+3
428E+0	635.3673E+0	1.142E+3	1.147E+3	1.141E+3	1.143333333333E+3
429E+0	635.3979E+0	1.141E+3	1.14E+3	1.137E+3	1.139333333333E+3
430E+0	635.4284E+0	1.141E+3	1.143E+3	1.141E+3	1.141666666667E+3
431E+0	635.4589E+0	1.141E+3	1.144E+3	1.144E+3	1.143E+3
432E+0	635.4894E+0	1.146E+3	1.145E+3	1.149E+3	1.146666666667E+3
433E+0	635.5199E+0	1.139E+3	1.144E+3	1.14E+3	1.141E+3
434E+0	635.5505E+0	1.144E+3	1.142E+3	1.141E+3	1.142333333333E+3
435E+0	635.581E+0	1.141E+3	1.147E+3	1.141E+3	1.143E+3
436E+0	635.6115E+0	1.136E+3	1.145E+3	1.145E+3	1.142E+3
437E+0	635.642E+0	1.138E+3	1.147E+3	1.145E+3	1.143333333333E+3
438E+0	635.6725E+0	1.144E+3	1.141E+3	1.144E+3	1.143E+3
439E+0	635.703E+0	1.142E+3	1.144E+3	1.142E+3	1.142666666667E+3
440E+0	635.7335E+0	1.138E+3	1.142E+3	1.142E+3	1.140666666667E+3
441E+0	635.764E+0	1.144E+3	1.141E+3	1.144E+3	1.143E+3
442E+0	635.7946E+0	1.139E+3	1.143E+3	1.141E+3	1.141E+3
443E+0	635.8251E+0	1.142E+3	1.142E+3	1.144E+3	1.142666666667E+3
444E+0	635.8556E+0	1.146E+3	1.144E+3	1.139E+3	1.143E+3
445E+0	635.8861E+0	1.14E+3	1.137E+3	1.143E+3	1.14E+3
446E+0	635.9166E+0	1.144E+3	1.143E+3	1.142E+3	1.143E+3
447E+0	635.9471E+0	1.14E+3	1.145E+3	1.144E+3	1.143E+3
448E+0	635.9776E+0	1.145E+3	1.144E+3	1.143E+3	1.144E+3
449E+0	636.0081E+0	1.143E+3	1.138E+3	1.14E+3	1.140333333333E+3
450E+0	636.0386E+0	1.141E+3	1.144E+3	1.145E+3	1.143333333333E+3
451E+0	636.0691E+0	1.143E+3	1.143E+3	1.144E+3	1.143333333333E+3
452E+0	636.0996E+0	1.144E+3	1.144E+3	1.14E+3	1.142666666667E+3
453E+0	636.13E+0	1.142E+3	1.147E+3	1.142E+3	1.143666666667E+3
454E+0	636.1605E+0	1.14E+3	1.139E+3	1.139E+3	1.139333333333E+3
455E+0	636.191E+0	1.141E+3	1.144E+3	1.142E+3	1.142333333333E+3
456E+0	636.2215E+0	1.145E+3	1.142E+3	1.142E+3	1.143E+3
457E+0	636.252E+0	1.143E+3	1.146E+3	1.144E+3	1.144333333333E+3
458E+0	636.2825E+0	1.138E+3	1.14E+3	1.141E+3	1.139666666667E+3
459E+0	636.313E+0	1.146E+3	1.145E+3	1.14E+3	1.143666666667E+3
460E+0	636.3434E+0	1.14E+3	1.143E+3	1.138E+3	1.140333333333E+3
461E+0	636.3739E+0	1.142E+3	1.145E+3	1.144E+3	1.143666666667E+3
462E+0	636.4044E+0	1.145E+3	1.144E+3	1.141E+3	1.143333333333E+3
463E+0	636.4349E+0	1.138E+3	1.145E+3	1.142E+3	1.141666666667E+3
464E+0	636.4654E+0	1.145E+3	1.138E+3	1.14E+3	1.141E+3
465E+0	636.4958E+0	1.141E+3	1.144E+3	1.143E+3	1.142666666667E+3
466E+0	636.5263E+0	1.138E+3	1.141E+3	1.139E+3	1.139333333333E+3
467E+0	636.5568E+0	1.139E+3	1.14E+3	1.137E+3	1.138666666667E+3
468E+0	636.5872E+0	1.136E+3	1.144E+3	1.139E+3	1.139666666667E+3
469E+0	636.6177E+0	1.144E+3	1.138E+3	1.145E+3	1.142333333333E+3
470E+0	636.6482E+0	1.143E+3	1.142E+3	1.142E+3	1.142333333333E+3
471E+0	636.6787E+0	1.14E+3	1.146E+3	1.14E+3	1.142E+3
472E+0	636.7091E+0	1.14E+3	1.145E+3	1.141E+3	1.142E+3
473E+0	636.7396E+0	1.138E+3	1.147E+3	1.146E+3	1.143666666667E+3
474E+0	636.77E+0	1.142E+3	1.141E+3	1.141E+3	1.141333333333E+3
475E+0	636.8005E+0	1.145E+3	1.144E+3	1.142E+3	1.143666666667E+3
476E+0	636.831E+0	1.142E+3	1.141E+3	1.146E+3	1.143E+3
477E+0	636.8614E+0	1.14E+3	1.144E+3	1.141E+3	1.141666666667E+3
478E+0	636.8919E+0	1.144E+3	1.143E+3	1.145E+3	1.144E+3
479E+0	636.9223E+0	1.141E+3	1.141E+3	1.138E+3	1.14E+3
480E+0	636.9528E+0	1.138E+3	1.143E+3	1.141E+3	1.140666666667E+3
481E+0	636.9832E+0	1.142E+3	1.144E+3	1.144E+3	1.143333333333E+3
482E+0	637.0137E+0	1.137E+3	1.142E+3	1.14E+3	1.139666666667E+3
483E+0	637.0441E+0	1.141E+3	1.143E+3	1.144E+3	1.142666666667E+3
484E+0	637.0746E+0	1.141E+3	1.145E+3	1.139E+3	1.141666666667E+3
485E+0	637.105E+0	1.139E+3	1.143E+3	1.135E+3	1.139E+3
486E+0	637.1355E+0	1.139E+3	1.146E+3	1.138E+3	1.141E+3
487E+0	637.1659E+0	1.136E+3	1.147E+3	1.142E+3	1.141666666667E+3
488E+0	637.1964E+0	1.138E+3	1.147E+3	1.141E+3	1.142E+3
489E+0	637.2268E+0	1.145E+3	1.141E+3	1.142E+3	1.142666666667E+3
490E+0	637.2572E+0	1.14E+3	1.141E+3	1.14E+3	1.140333333333E+3
491E+0	637.2877E+0	1.139E+3	1.148E+3	1.144E+3	1.143666666667E+3
492E+0	637.3181E+0	1.138E+3	1.147E+3	1.14E+3	1.141666666667E+3
493E+0	637.3485E+0	1.143E+3	1.142E+3	1.137E+3	1.140666666667E+3
494E+0	637.379E+0	1.14E+3	1.139E+3	1.143E+3	1.140666666667E+3
495E+0	637.4094E+0	1.145E+3	1.144E+3	1.146E+3	1.145E+3
496E+0	637.4398E+0	1.138E+3	1.144E+3	1.141E+3	1.141E+3
497E+0	637.4703E+0	1.143E+3	1.145E+3	1.14E+3	1.142666666667E+3
498E+0	637.5007E+0	1.145E+3	1.143E+3	1.14E+3	1.142666666667E+3
499E+0	637.5311E+0	1.137E+3	1.145E+3	1.139E+3	1.140333333333E+3
500E+0	637.5615E+0	1.137E+3	1.143E+3	1.143E+3	1.141E+3
501E+0	637.592E+0	1.142E+3	1.147E+3	1.14E+3	1.143E+3
502E+0	637.6224E+0	1.139E+3	1.144E+3	1.137E+3	1.14E+3
503E+0	637.6528E+0	1.138E+3	1.145E+3	1.141E+3	1.141333333333E+3
504E+0	637.6832E+0	1.143E+3	1.142E+3	1.137E+3	1.140666666667E+3
505E+0	637.7136E+0	1.143E+3	1.146E+3	1.141E+3	1.143333333333E+3
506E+0	637.7441E+0	1.137E+3	1.145E+3	1.143E+3	1.141666666667E+3
507E+0	637.7745E+0	1.142E+3	1.141E+3	1.141E+3	1.141333333333E+3
508E+0	637.8049E+0	1.139E+3	1.14E+3	1.139E+3	1.139333333333E+3
509E+0	637.8353E+0	1.146E+3	1.142E+3	1.137E+3	1.141666666667E+3
510E+0	637.8657E+0	1.138E+3	1.14E+3	1.136E+3	1.138E+3
511E+0	637.8961E+0	1.136E+3	1.14E+3	1.139E+3	1.138333333333E+3
512E+0	637.9265E+0	1.141E+3	1.145E+3	1.145E+3	1.143666666667E+3
513E+0	637.9569E+0	1.141E+3	1.146E+3	1.142E+3	1.143E+3
514E+0	637.9873E+0	1.141E+3	1.14E+3	1.137E+3	1.139333333333E+3
515E+0	638.0177E+0	1.141E+3	1.148E+3	1.14E+3	1.143E+3
516E+0	638.0481E+0	1.14E+3	1.141E+3	1.135E+3	1.138666666667E+3
517E+0	638.0785E+0	1.139E+3	1.146E+3	1.141E+3	1.142E+3
518E+0	638.1089E+0	1.14E+3	1.148E+3	1.14E+3	1.142666666667E+3
519E+0	638.1393E+0	1.143E+3	1.143E+3	1.139E+3	1.141666666667E+3
520E+0	638.1697E+0	1.138E+3	1.142E+3	1.136E+3	1.138666666667E+3
521E+0	638.2001E+0	1.142E+3	1.147E+3	1.137E+3	1.142E+3
522E+0	638.2305E+0	1.139E+3	1.146E+3	1.142E+3	1.142333333333E+3
523E+0	638.2609E+0	1.138E+3	1.146E+3	1.142E+3	1.142E+3
524E+0	638.2913E+0	1.139E+3	1.142E+3	1.14E+3	1.140333333333E+3
525E+0	638.3217E+0	1.14E+3	1.141E+3	1.138E+3	1.139666666667E+3
526E+0	638.3521E+0	1.142E+3	1.144E+3	1.139E+3	1.141666666667E+3
527E+0	638.3825E+0	1.14E+3	1.143E+3	1.141E+3	1.141333333333E+3
528E+0	638.4128E+0	1.14E+3	1.145E+3	1.141E+3	1.142E+3
529E+0	638.4432E+0	1.141E+3	1.142E+3	1.137E+3	1.14E+3
530E+0	638.4736E+0	1.144E+3	1.145E+3	1.141E+3	1.143333333333E+3
531E+0	638.504E+0	1.139E+3	1.142E+3	1.143E+3	1.141333333333E+3
532E+0	638.5344E+0	1.137E+3	1.139E+3	1.138E+3	1.138E+3
533E+0	638.5647E+0	1.145E+3	1.14E+3	1.14E+3	1.141666666667E+3
534E+0	638.5951E+0	1.138E+3	1.138E+3	1.139E+3	1.138333333333E+3
535E+0	638.6255E+0	1.144E+3	1.147E+3	1.143E+3	1.144666666667E+3
536E+0	638.6559E+0	1.139E+3	1.139E+3	1.141E+3	1.139666666667E+3
537E+0	638.6862E+0	1.139E+3	1.139E+3	1.143E+3	1.140333333333E+3
538E+0	638.7166E+0	1.142E+3	1.145E+3	1.143E+3	1.143333333333E+3
539E+0	638.747E+0	1.137E+3	1.145E+3	1.141E+3	1.141E+3
540E+0	638.7773E+0	1.138E+3	1.141E+3	1.137E+3	1.138666666667E+3
541E+0	638.8077E+0	1.14E+3	1.143E+3	1.141E+3	1.141333333333E+3
542E+0	638.8381E+0	1.143E+3	1.148E+3	1.146E+3	1.145666666667E+3
543E+0	638.8684E+0	1.139E+3	1.145E+3	1.142E+3	1.142E+3
544E+0	638.8988E+0	1.142E+3	1.139E+3	1.142E+3	1.141E+3
545E+0	638.9291E+0	1.139E+3	1.142E+3	1.142E+3	1.141E+3
546E+0	638.9595E+0	1.145E+3	1.146E+3	1.147E+3	1.146E+3
547E+0	638.9898E+0	1.137E+3	1.14E+3	1.139E+3	1.138666666667E+3
548E+0	639.0202E+0	1.136E+3	1.14E+3	1.141E+3	1.139E+3
549E+0	639.0505E+0	1.139E+3	1.139E+3	1.136E+3	1.138E+3
550E+0	639.0809E+0	1.14E+3	1.139E+3	1.144E+3	1.141E+3
551E+0	639.1112E+0	1.144E+3	1.147E+3	1.138E+3	1.143E+3
552E+0	639.1416E+0	1.141E+3	1.138E+3	1.143E+3	1.140666666667E+3
553E+0	639.1719E+0	1.141E+3	1.139E+3	1.145E+3	1.141666666667E+3
554E+0	639.2023E+0	1.138E+3	1.139E+3	1.137E+3	1.138E+3
555E+0	639.2326E+0	1.138E+3	1.136E+3	1.141E+3	1.138333333333E+3
556E+0	639.263E+0	1.141E+3	1.138E+3	1.14E+3	1.139666666667E+3
557E+0	639.2933E+0	1.141E+3	1.146E+3	1.138E+3	1.141666666667E+3
558E+0	639.3237E+0	1.14E+3	1.141E+3	1.142E+3	1.141E+3
559E+0	639.354E+0	1.139E+3	1.142E+3	1.135E+3	1.138666666667E+3
560E+0	639.3843E+0	1.14E+3	1.144E+3	1.141E+3	1.141666666667E+3
561E+0	639.4147E+0	1.143E+3	1.144E+3	1.136E+3	1.141E+3
562E+0	639.445E+0	1.141E+3	1.139E+3	1.138E+3	1.139333333333E+3
563E+0	639.4753E+0	1.142E+3	1.141E+3	1.141E+3	1.141333333333E+3
