#2020-11-27
#18:23
#Balayage par: Administrateur
#ScanTask Size: 10001

#Instrument: SR530@SR530.lvclass Function:Read Mag & Phase (V,°); Parameters:*BeforeWait(ms):100*AfterWait(ms):0BandFilter: On; LineFilter1x: On; LineFilter2x: On; Expand Ch1: Off; Expand Ch2: Off; Sensitivity: 2 mV; Pre Time: 300 ms; Post Time: 1 s; Dynamic Res.: Low; Reference Trigger: Negative; Channels Settings: R, Teta; Frequency: 321.000000; 

#Tools.Indice de points(Points)	Tools.Time(ms)                	SR530.Mag(V)                  	SR530.Phase(°)                
458E+0	3.689364595974E+9	1.1905E-3	103.95E+0
459E+0	3.689364596839E+9	1.1895E-3	104E+0
460E+0	3.689364597705E+9	1.1935E-3	104E+0
461E+0	3.68936459857E+9	1.1875E-3	104.35E+0
462E+0	3.689364599435E+9	1.1935E-3	104.1E+0
463E+0	3.6893646003E+9	1.194E-3	104.35E+0
464E+0	3.689364601169E+9	1.2005E-3	104.35E+0
465E+0	3.689364602034E+9	1.2075E-3	104.55E+0
466E+0	3.689364602902E+9	1.213E-3	104.6E+0
467E+0	3.689364603767E+9	1.2095E-3	104.6E+0
468E+0	3.689364604632E+9	1.2195E-3	104.65E+0
469E+0	3.689364605498E+9	1.21E-3	104.7E+0
470E+0	3.689364606365E+9	1.1985E-3	104.8E+0
471E+0	3.689364607231E+9	1.187E-3	104.75E+0
472E+0	3.689364608095E+9	1.1825E-3	104.75E+0
473E+0	3.689364608961E+9	1.179E-3	104.7E+0
474E+0	3.689364609825E+9	1.1865E-3	104.7E+0
475E+0	3.689364610691E+9	1.199E-3	104.65E+0
476E+0	3.689364611554E+9	1.2045E-3	104.85E+0
477E+0	3.68936461242E+9	1.2255E-3	104.85E+0
478E+0	3.689364613283E+9	1.262E-3	105.3E+0
479E+0	3.689364614149E+9	1.2625E-3	105.5E+0
480E+0	3.689364615013E+9	1.2575E-3	105.2E+0
481E+0	3.689364615879E+9	1.2495E-3	104.95E+0
482E+0	3.689364616743E+9	1.2595E-3	105E+0
483E+0	3.689364617608E+9	1.2875E-3	105.5E+0
484E+0	3.689364618474E+9	1.3005E-3	105.75E+0
485E+0	3.689364619337E+9	1.3085E-3	105.9E+0
486E+0	3.689364620203E+9	1.3135E-3	105.9E+0
487E+0	3.689364621067E+9	1.315E-3	105.95E+0
488E+0	3.689364621931E+9	1.3255E-3	106.1E+0
489E+0	3.689364622797E+9	1.318E-3	105.85E+0
490E+0	3.689364623661E+9	1.329E-3	105.65E+0
491E+0	3.689364624528E+9	1.3505E-3	105.65E+0
492E+0	3.689364625392E+9	1.3585E-3	105.75E+0
493E+0	3.689364626257E+9	1.3535E-3	105.7E+0
494E+0	3.68936462712E+9	1.3525E-3	105.65E+0
495E+0	3.689364627987E+9	1.352E-3	105.65E+0
496E+0	3.689364628852E+9	1.359E-3	105.6E+0
497E+0	3.689364629721E+9	1.3795E-3	105.8E+0
498E+0	3.689364630584E+9	1.3825E-3	105.65E+0
499E+0	3.689364631449E+9	1.401E-3	105.75E+0
500E+0	3.689364632313E+9	1.415E-3	105.65E+0
501E+0	3.68936463318E+9	1.414E-3	105.7E+0
502E+0	3.689364634049E+9	1.4195E-3	105.6E+0
503E+0	3.689364634913E+9	1.4365E-3	105.7E+0
504E+0	3.689364635778E+9	1.4495E-3	105.8E+0
505E+0	3.689364636643E+9	1.4355E-3	105.7E+0
506E+0	3.689364637507E+9	1.4385E-3	105.65E+0
507E+0	3.689364638371E+9	1.449E-3	105.75E+0
508E+0	3.689364639236E+9	1.476E-3	105.7E+0
509E+0	3.689364640102E+9	1.477E-3	105.85E+0
510E+0	3.689364640968E+9	1.4615E-3	105.9E+0
511E+0	3.689364641835E+9	1.453E-3	106E+0
512E+0	3.689364642701E+9	1.49E-3	106.1E+0
513E+0	3.689364643566E+9	1.5025E-3	106.15E+0
514E+0	3.689364644431E+9	1.4945E-3	106.15E+0
515E+0	3.689364645296E+9	1.49E-3	106.1E+0
516E+0	3.689364646159E+9	1.482E-3	106.1E+0
517E+0	3.689364647024E+9	1.491E-3	106.25E+0
518E+0	3.689364647891E+9	1.518E-3	106.45E+0
519E+0	3.689364648753E+9	1.526E-3	106.35E+0
520E+0	3.689364649619E+9	1.529E-3	106.35E+0
521E+0	3.689364650485E+9	1.5185E-3	106.35E+0
522E+0	3.689364651349E+9	1.5275E-3	106.4E+0
523E+0	3.689364652218E+9	1.5805E-3	106.9E+0
524E+0	3.689364653082E+9	1.581E-3	106.95E+0
525E+0	3.689364653946E+9	1.5475E-3	106.3E+0
526E+0	3.689364654811E+9	1.5275E-3	105.35E+0
527E+0	3.689364655678E+9	1.5065E-3	104.6E+0
528E+0	3.689364656541E+9	1.496E-3	104.25E+0
529E+0	3.689364657408E+9	1.496E-3	104.15E+0
530E+0	3.689364658276E+9	1.5005E-3	104E+0
531E+0	3.68936465914E+9	1.5045E-3	104.1E+0
532E+0	3.689364660005E+9	1.515E-3	104.25E+0
533E+0	3.68936466087E+9	1.523E-3	104.35E+0
534E+0	3.689364661734E+9	1.5145E-3	104.15E+0
535E+0	3.689364662604E+9	1.5095E-3	104.15E+0
536E+0	3.689364663468E+9	1.517E-3	104.35E+0
537E+0	3.689364664338E+9	1.51E-3	104.25E+0
538E+0	3.689364665201E+9	1.5155E-3	104.2E+0
539E+0	3.689364666067E+9	1.5365E-3	104.15E+0
540E+0	3.689364666931E+9	1.5565E-3	104.15E+0
541E+0	3.689364667797E+9	1.5485E-3	103.9E+0
542E+0	3.689364668661E+9	1.5055E-3	103.35E+0
543E+0	3.689364669526E+9	1.5005E-3	103.4E+0
544E+0	3.689364670391E+9	1.501E-3	103.3E+0
545E+0	3.689364671255E+9	1.498E-3	103.1E+0
546E+0	3.689364672121E+9	1.4945E-3	103.05E+0
547E+0	3.689364672986E+9	1.503E-3	103E+0
548E+0	3.68936467385E+9	1.4945E-3	102.85E+0
549E+0	3.689364674715E+9	1.495E-3	102.95E+0
550E+0	3.689364675579E+9	1.4955E-3	103.05E+0
551E+0	3.689364676445E+9	1.5E-3	103.35E+0
552E+0	3.689364677311E+9	1.531E-3	103.8E+0
553E+0	3.689364678174E+9	1.562E-3	104.05E+0
554E+0	3.68936467904E+9	1.574E-3	104E+0
555E+0	3.689364679904E+9	1.576E-3	104.05E+0
556E+0	3.68936468077E+9	1.5735E-3	104.2E+0
557E+0	3.689364681636E+9	1.581E-3	104.25E+0
558E+0	3.689364682504E+9	1.582E-3	104.15E+0
559E+0	3.689364683367E+9	1.578E-3	104.05E+0
560E+0	3.689364684232E+9	1.577E-3	103.95E+0
561E+0	3.689364685097E+9	1.578E-3	103.75E+0
562E+0	3.689364685964E+9	1.583E-3	103.85E+0
563E+0	3.689364686827E+9	1.5905E-3	103.95E+0
564E+0	3.689364687691E+9	1.591E-3	104.1E+0
565E+0	3.689364688557E+9	1.5985E-3	103.95E+0
566E+0	3.689364689422E+9	1.6085E-3	104E+0
567E+0	3.689364690287E+9	1.5995E-3	103.9E+0
568E+0	3.68936469115E+9	1.5925E-3	103.8E+0
569E+0	3.689364692017E+9	1.587E-3	103.85E+0
570E+0	3.689364692881E+9	1.5925E-3	104E+0
571E+0	3.689364693749E+9	1.597E-3	104.2E+0
572E+0	3.689364694614E+9	1.6055E-3	104.35E+0
573E+0	3.689364695479E+9	1.5995E-3	104.25E+0
574E+0	3.689364696344E+9	1.599E-3	104.15E+0
575E+0	3.68936469721E+9	1.6005E-3	104.05E+0
576E+0	3.689364698074E+9	1.5965E-3	104E+0
577E+0	3.689364698939E+9	1.598E-3	104E+0
578E+0	3.689364699803E+9	1.592E-3	103.95E+0
579E+0	3.689364700667E+9	1.588E-3	103.85E+0
580E+0	3.689364701534E+9	1.588E-3	103.85E+0
581E+0	3.689364702398E+9	1.5935E-3	103.95E+0
582E+0	3.689364703263E+9	1.6E-3	104E+0
583E+0	3.689364704127E+9	1.605E-3	103.9E+0
584E+0	3.689364704992E+9	1.6075E-3	103.9E+0
585E+0	3.689364705858E+9	1.6065E-3	103.8E+0
586E+0	3.689364706725E+9	1.6095E-3	103.85E+0
587E+0	3.689364707591E+9	1.6145E-3	103.9E+0
588E+0	3.689364708455E+9	1.5575E-3	103.85E+0
589E+0	3.689364709321E+9	1.3105E-3	103.7E+0
590E+0	3.689364710185E+9	1.1875E-3	103.6E+0
591E+0	3.689364711051E+9	1.194E-3	103.4E+0
592E+0	3.689364711917E+9	1.1595E-3	103.35E+0
593E+0	3.689364712784E+9	1.194E-3	104.45E+0
594E+0	3.68936471365E+9	1.1995E-3	104.95E+0
595E+0	3.689364714514E+9	1.1985E-3	105.1E+0
596E+0	3.689364715379E+9	1.1915E-3	105.05E+0
597E+0	3.689364716244E+9	1.202E-3	105E+0
598E+0	3.689364717109E+9	1.205E-3	104.5E+0
599E+0	3.689364717974E+9	1.172E-3	104.35E+0
600E+0	3.689364718837E+9	1.1595E-3	104.55E+0
601E+0	3.689364719702E+9	1.122E-3	104.7E+0
602E+0	3.689364720567E+9	1.1015E-3	104.25E+0
603E+0	3.689364721432E+9	1.0655E-3	103.25E+0
604E+0	3.689364722296E+9	1.068E-3	102.85E+0
605E+0	3.689364723161E+9	1.0805E-3	104.65E+0
606E+0	3.689364724027E+9	1.0995E-3	105.95E+0
607E+0	3.689364724892E+9	1.1375E-3	106.75E+0
608E+0	3.689364725757E+9	1.163E-3	107.05E+0
609E+0	3.689364726621E+9	1.1345E-3	106.55E+0
610E+0	3.689364727486E+9	1.151E-3	106.25E+0
611E+0	3.68936472835E+9	1.1515E-3	106.3E+0
612E+0	3.689364729217E+9	1.1715E-3	106.45E+0
613E+0	3.689364730082E+9	1.1545E-3	106.55E+0
614E+0	3.689364730949E+9	1.1535E-3	106.6E+0
615E+0	3.689364731814E+9	1.1565E-3	106.7E+0
616E+0	3.689364732679E+9	1.197E-3	106.1E+0
617E+0	3.689364733542E+9	1.23E-3	106.2E+0
618E+0	3.689364734408E+9	1.252E-3	106E+0
619E+0	3.689364735272E+9	1.2865E-3	105.85E+0
620E+0	3.689364736137E+9	1.3285E-3	105.6E+0
621E+0	3.689364737003E+9	1.3265E-3	105.4E+0
622E+0	3.689364737867E+9	1.31E-3	105.45E+0
623E+0	3.689364738732E+9	1.32E-3	105.45E+0
624E+0	3.689364739597E+9	1.309E-3	105.25E+0
625E+0	3.689364740462E+9	1.2805E-3	104.7E+0
626E+0	3.689364741327E+9	1.253E-3	104.6E+0
627E+0	3.689364742192E+9	1.2215E-3	105.05E+0
628E+0	3.689364743057E+9	1.1685E-3	105.5E+0
629E+0	3.689364743922E+9	1.137E-3	106E+0
630E+0	3.689364744787E+9	1.137E-3	106.2E+0
631E+0	3.689364745651E+9	1.152E-3	106.35E+0
632E+0	3.689364746515E+9	1.1925E-3	106.35E+0
633E+0	3.68936474738E+9	1.2005E-3	105.9E+0
634E+0	3.689364748245E+9	1.1745E-3	105.2E+0
635E+0	3.689364749111E+9	1.1545E-3	104.75E+0
636E+0	3.689364749977E+9	1.1405E-3	104.6E+0
637E+0	3.689364750839E+9	1.1305E-3	104.65E+0
638E+0	3.689364751706E+9	1.134E-3	104.8E+0
639E+0	3.689364752575E+9	1.116E-3	104.85E+0
640E+0	3.689364753444E+9	1.0645E-3	103.95E+0
641E+0	3.689364754311E+9	1.0245E-3	102.85E+0
642E+0	3.689364755177E+9	1.027E-3	102.35E+0
643E+0	3.689364756042E+9	1.076E-3	103.05E+0
644E+0	3.689364756907E+9	1.116E-3	103.95E+0
645E+0	3.689364757772E+9	1.1585E-3	106E+0
646E+0	3.689364758635E+9	1.18E-3	107.45E+0
647E+0	3.689364759501E+9	1.207E-3	108.05E+0
648E+0	3.689364760368E+9	1.248E-3	108.2E+0
649E+0	3.689364761234E+9	1.2855E-3	108.4E+0
650E+0	3.6893647621E+9	1.303E-3	108.5E+0
651E+0	3.689364762963E+9	1.3035E-3	108.65E+0
652E+0	3.68936476383E+9	1.303E-3	109.05E+0
653E+0	3.689364764694E+9	1.3025E-3	109.15E+0
654E+0	3.68936476556E+9	1.3015E-3	109.25E+0
655E+0	3.689364766426E+9	1.281E-3	109.45E+0
656E+0	3.689364767294E+9	1.2635E-3	109.6E+0
657E+0	3.689364768157E+9	1.249E-3	109.55E+0
658E+0	3.689364769022E+9	1.241E-3	109.15E+0
659E+0	3.689364769887E+9	1.226E-3	109.2E+0
660E+0	3.689364770751E+9	1.222E-3	109.15E+0
661E+0	3.689364771616E+9	1.2255E-3	109.15E+0
662E+0	3.689364772481E+9	1.2395E-3	109E+0
663E+0	3.689364773347E+9	1.2705E-3	108.8E+0
664E+0	3.689364774211E+9	1.2845E-3	108.75E+0
665E+0	3.689364775075E+9	1.2995E-3	108.75E+0
666E+0	3.689364775941E+9	1.3105E-3	108.8E+0
667E+0	3.689364776804E+9	1.3135E-3	108.9E+0
668E+0	3.689364777672E+9	1.249E-3	108.85E+0
669E+0	3.689364778539E+9	1.157E-3	109.05E+0
670E+0	3.689364779402E+9	1.1025E-3	109.25E+0
671E+0	3.689364780268E+9	1.0745E-3	109.7E+0
672E+0	3.689364781133E+9	1.077E-3	109.8E+0
673E+0	3.689364781999E+9	1.0825E-3	109.8E+0
674E+0	3.689364782864E+9	1.093E-3	109.7E+0
675E+0	3.689364783733E+9	1.0775E-3	109.85E+0
676E+0	3.689364784599E+9	1.071E-3	109.8E+0
677E+0	3.689364785463E+9	1.0385E-3	110.5E+0
678E+0	3.689364786328E+9	1.0075E-3	111E+0
679E+0	3.689364787191E+9	994E-6	111.25E+0
680E+0	3.689364788056E+9	985E-6	111.25E+0
681E+0	3.68936478892E+9	996.5E-6	111.05E+0
682E+0	3.689364789786E+9	1.0245E-3	110.55E+0
683E+0	3.68936479065E+9	1.0575E-3	110.35E+0
684E+0	3.689364791515E+9	1.0795E-3	110.2E+0
685E+0	3.68936479238E+9	1.0935E-3	110.25E+0
686E+0	3.689364793245E+9	1.1205E-3	110.05E+0
687E+0	3.68936479411E+9	1.1525E-3	109.85E+0
688E+0	3.689364794975E+9	1.1545E-3	109.9E+0
689E+0	3.689364795838E+9	1.1365E-3	110.1E+0
690E+0	3.689364796704E+9	1.1265E-3	110.15E+0
691E+0	3.689364797569E+9	1.1375E-3	109.95E+0
692E+0	3.689364798434E+9	1.1585E-3	109.3E+0
693E+0	3.6893647993E+9	1.1305E-3	108.2E+0
694E+0	3.689364800168E+9	1.0995E-3	106.9E+0
695E+0	3.689364801032E+9	1.086E-3	105.85E+0
696E+0	3.689364801898E+9	1.0695E-3	105.4E+0
697E+0	3.689364802762E+9	1.075E-3	105.85E+0
698E+0	3.689364803626E+9	1.0875E-3	106.8E+0
699E+0	3.689364804492E+9	1.104E-3	107.25E+0
700E+0	3.689364805357E+9	1.11E-3	107.1E+0
701E+0	3.689364806221E+9	1.122E-3	107.25E+0
702E+0	3.689364807086E+9	1.1255E-3	107.65E+0
703E+0	3.689364807952E+9	1.133E-3	107.95E+0
704E+0	3.689364808816E+9	1.1365E-3	108.05E+0
705E+0	3.68936480968E+9	1.1305E-3	108.15E+0
706E+0	3.689364810545E+9	1.1335E-3	108.2E+0
707E+0	3.68936481141E+9	1.069E-3	108.2E+0
708E+0	3.689364812276E+9	1.0175E-3	108.1E+0
709E+0	3.689364813139E+9	994.5E-6	107.85E+0
710E+0	3.689364814005E+9	990.5E-6	107.7E+0
711E+0	3.689364814869E+9	986.5E-6	107.85E+0
712E+0	3.689364815733E+9	978.5E-6	107.95E+0
713E+0	3.689364816599E+9	965.5E-6	108.2E+0
714E+0	3.689364817466E+9	962E-6	108.3E+0
715E+0	3.689364818329E+9	981.5E-6	108.05E+0
716E+0	3.689364819193E+9	1.022E-3	107.65E+0
717E+0	3.689364820058E+9	1.057E-3	107.95E+0
718E+0	3.689364820923E+9	1.065E-3	108.55E+0
719E+0	3.689364821788E+9	1.0885E-3	108.75E+0
720E+0	3.689364822654E+9	1.0895E-3	109.15E+0
721E+0	3.689364823518E+9	1.097E-3	109.35E+0
722E+0	3.689364824383E+9	1.115E-3	109.3E+0
723E+0	3.689364825248E+9	1.128E-3	108.9E+0
724E+0	3.689364826116E+9	1.1185E-3	108.65E+0
725E+0	3.689364826982E+9	1.1115E-3	108.45E+0
726E+0	3.689364827847E+9	1.102E-3	108.75E+0
727E+0	3.689364828711E+9	1.11E-3	108.85E+0
728E+0	3.689364829576E+9	1.103E-3	108.8E+0
729E+0	3.68936483044E+9	1.0855E-3	108.45E+0
730E+0	3.689364831305E+9	1.0735E-3	108.05E+0
731E+0	3.689364832171E+9	1.0825E-3	107.55E+0
732E+0	3.689364833035E+9	1.1415E-3	106.95E+0
733E+0	3.6893648339E+9	1.166E-3	106.7E+0
734E+0	3.689364834765E+9	1.2575E-3	105.75E+0
735E+0	3.689364835628E+9	1.3645E-3	105.7E+0
736E+0	3.689364836494E+9	1.428E-3	105.5E+0
737E+0	3.68936483736E+9	1.424E-3	105E+0
738E+0	3.689364838224E+9	1.411E-3	105E+0
739E+0	3.689364839088E+9	1.4005E-3	105.15E+0
740E+0	3.689364839953E+9	1.402E-3	105.1E+0
741E+0	3.689364840817E+9	1.44E-3	105.2E+0
742E+0	3.689364841682E+9	1.4335E-3	105.2E+0
743E+0	3.689364842548E+9	1.467E-3	105.05E+0
744E+0	3.689364843412E+9	1.56E-3	105E+0
745E+0	3.689364844277E+9	1.569E-3	105.05E+0
746E+0	3.689364845143E+9	1.564E-3	104.95E+0
747E+0	3.689364846008E+9	1.558E-3	104.95E+0
748E+0	3.689364846873E+9	1.5985E-3	105.1E+0
749E+0	3.689364847738E+9	1.6075E-3	105.05E+0
750E+0	3.689364848601E+9	1.597E-3	104.8E+0
751E+0	3.689364849467E+9	1.5745E-3	104.9E+0
752E+0	3.689364850331E+9	1.5545E-3	104.75E+0
753E+0	3.6893648512E+9	1.542E-3	105E+0
754E+0	3.689364852066E+9	1.539E-3	105.2E+0
755E+0	3.68936485293E+9	1.5495E-3	105.3E+0
756E+0	3.689364853795E+9	1.5625E-3	105.3E+0
757E+0	3.689364854659E+9	1.5605E-3	105.25E+0
758E+0	3.689364855525E+9	1.558E-3	105.3E+0
759E+0	3.689364856388E+9	1.5305E-3	105.15E+0
760E+0	3.689364857254E+9	1.503E-3	105.1E+0
761E+0	3.689364858118E+9	1.5055E-3	104.95E+0
762E+0	3.689364858985E+9	1.509E-3	104.95E+0
763E+0	3.689364859848E+9	1.518E-3	104.85E+0
764E+0	3.689364860714E+9	1.516E-3	104.9E+0
765E+0	3.68936486158E+9	1.523E-3	105E+0
766E+0	3.689364862446E+9	1.522E-3	104.9E+0
767E+0	3.689364863312E+9	1.5225E-3	104.8E+0
768E+0	3.689364864176E+9	1.512E-3	104.3E+0
769E+0	3.689364865042E+9	1.514E-3	104.25E+0
770E+0	3.689364865906E+9	1.5575E-3	105E+0
771E+0	3.689364866772E+9	1.5165E-3	105.1E+0
772E+0	3.689364867636E+9	1.4375E-3	105E+0
773E+0	3.689364868501E+9	1.402E-3	105.25E+0
774E+0	3.689364869365E+9	1.3965E-3	104.95E+0
775E+0	3.68936487023E+9	1.3765E-3	104.95E+0
776E+0	3.689364871095E+9	1.3615E-3	104.85E+0
777E+0	3.68936487196E+9	1.3645E-3	105E+0
778E+0	3.689364872824E+9	1.4185E-3	104.85E+0
779E+0	3.689364873689E+9	1.4545E-3	104.9E+0
780E+0	3.689364874554E+9	1.471E-3	105E+0
781E+0	3.689364875419E+9	1.475E-3	105.15E+0
782E+0	3.689364876284E+9	1.4245E-3	104.95E+0
783E+0	3.689364877149E+9	1.4215E-3	105.05E+0
784E+0	3.689364878014E+9	1.4465E-3	105E+0
785E+0	3.689364878878E+9	1.5235E-3	105.05E+0
786E+0	3.689364879743E+9	1.559E-3	105.4E+0
787E+0	3.689364880608E+9	1.559E-3	105.45E+0
788E+0	3.689364881474E+9	1.544E-3	104.8E+0
789E+0	3.689364882338E+9	1.5185E-3	104.85E+0
790E+0	3.689364883203E+9	1.502E-3	105E+0
791E+0	3.689364884067E+9	1.5355E-3	105.15E+0
792E+0	3.689364884933E+9	1.589E-3	105.85E+0
793E+0	3.689364885797E+9	1.6095E-3	106.05E+0
794E+0	3.689364886663E+9	1.6175E-3	106.25E+0
795E+0	3.689364887531E+9	1.6235E-3	106.35E+0
796E+0	3.689364888396E+9	1.6305E-3	106.4E+0
797E+0	3.68936488926E+9	1.632E-3	106.3E+0
798E+0	3.689364890127E+9	1.5545E-3	105.65E+0
799E+0	3.689364890994E+9	1.505E-3	105.15E+0
800E+0	3.689364891859E+9	1.4845E-3	104.95E+0
801E+0	3.689364892726E+9	1.478E-3	104.65E+0
802E+0	3.689364893589E+9	1.4675E-3	104.35E+0
803E+0	3.689364894454E+9	1.464E-3	104.35E+0
804E+0	3.68936489532E+9	1.4625E-3	104.35E+0
805E+0	3.689364896185E+9	1.4625E-3	104.5E+0
806E+0	3.689364897049E+9	1.47E-3	104.25E+0
807E+0	3.689364897913E+9	1.4675E-3	104.25E+0
808E+0	3.689364898779E+9	1.4615E-3	104.3E+0
809E+0	3.689364899644E+9	1.4545E-3	104.45E+0
810E+0	3.689364900509E+9	1.454E-3	104.35E+0
811E+0	3.689364901372E+9	1.4585E-3	104.45E+0
812E+0	3.689364902238E+9	1.4585E-3	104.35E+0
813E+0	3.689364903102E+9	1.464E-3	104.3E+0
814E+0	3.689364903967E+9	1.4705E-3	104.3E+0
815E+0	3.689364904831E+9	1.4805E-3	104.5E+0
816E+0	3.689364905695E+9	1.5055E-3	104.55E+0
817E+0	3.689364906563E+9	1.505E-3	104.7E+0
818E+0	3.689364907426E+9	1.4885E-3	104.75E+0
819E+0	3.68936490829E+9	1.515E-3	104.95E+0
820E+0	3.689364909156E+9	1.5035E-3	104.85E+0
821E+0	3.689364910021E+9	1.494E-3	104.7E+0
822E+0	3.689364910885E+9	1.508E-3	104.65E+0
823E+0	3.68936491175E+9	1.542E-3	104.65E+0
824E+0	3.689364912614E+9	1.6325E-3	104.95E+0
825E+0	3.68936491348E+9	1.663E-3	105.65E+0
826E+0	3.689364914344E+9	1.6275E-3	105.95E+0
827E+0	3.689364915209E+9	1.623E-3	106.05E+0
828E+0	3.689364916075E+9	1.5955E-3	105.9E+0
829E+0	3.68936491694E+9	1.56E-3	105.5E+0
830E+0	3.689364917805E+9	1.548E-3	105.5E+0
831E+0	3.689364918668E+9	1.549E-3	105.45E+0
832E+0	3.689364919533E+9	1.569E-3	105.65E+0
833E+0	3.689364920397E+9	1.5885E-3	105.6E+0
834E+0	3.689364921263E+9	1.6215E-3	106.05E+0
835E+0	3.689364922129E+9	1.634E-3	106.3E+0
836E+0	3.689364922992E+9	1.6335E-3	106.4E+0
837E+0	3.689364923859E+9	1.6335E-3	106.5E+0
838E+0	3.689364924723E+9	1.6515E-3	106.6E+0
839E+0	3.689364925588E+9	1.6525E-3	106.25E+0
840E+0	3.689364926453E+9	1.657E-3	106.1E+0
841E+0	3.689364927317E+9	1.66E-3	106.1E+0
842E+0	3.689364928182E+9	1.647E-3	105.85E+0
843E+0	3.689364929046E+9	1.6645E-3	106.05E+0
844E+0	3.689364929913E+9	1.681E-3	106.15E+0
845E+0	3.689364930777E+9	1.681E-3	106.05E+0
846E+0	3.689364931641E+9	1.662E-3	105.9E+0
847E+0	3.689364932506E+9	1.68E-3	106.1E+0
848E+0	3.689364933372E+9	1.688E-3	106.15E+0
849E+0	3.689364934238E+9	1.6735E-3	105.95E+0
850E+0	3.689364935105E+9	1.6405E-3	105.7E+0
851E+0	3.689364935968E+9	1.6455E-3	106.3E+0
852E+0	3.689364936834E+9	1.6455E-3	106.6E+0
853E+0	3.689364937699E+9	1.6445E-3	106.55E+0
854E+0	3.689364938564E+9	1.6455E-3	106.5E+0
855E+0	3.689364939433E+9	1.643E-3	106.5E+0
856E+0	3.689364940298E+9	1.632E-3	106.5E+0
857E+0	3.689364941162E+9	1.6145E-3	106.15E+0
858E+0	3.689364942027E+9	1.596E-3	106E+0
859E+0	3.689364942893E+9	1.592E-3	105.95E+0
860E+0	3.689364943756E+9	1.59E-3	105.95E+0
861E+0	3.689364944622E+9	1.6075E-3	105.95E+0
862E+0	3.689364945487E+9	1.6225E-3	105.85E+0
863E+0	3.689364946352E+9	1.607E-3	105.6E+0
864E+0	3.689364947216E+9	1.599E-3	105.55E+0
865E+0	3.689364948082E+9	1.6145E-3	105.4E+0
866E+0	3.689364948946E+9	1.6095E-3	105.45E+0
867E+0	3.689364949811E+9	1.618E-3	105.65E+0
868E+0	3.689364950674E+9	1.596E-3	105.45E+0
869E+0	3.68936495154E+9	1.5625E-3	105.05E+0
870E+0	3.689364952405E+9	1.563E-3	105.3E+0
871E+0	3.68936495327E+9	1.57E-3	105.3E+0
872E+0	3.689364954134E+9	1.5705E-3	105.4E+0
873E+0	3.689364955002E+9	1.5705E-3	105.45E+0
874E+0	3.689364955867E+9	1.575E-3	105.5E+0
875E+0	3.689364956734E+9	1.5665E-3	105.3E+0
876E+0	3.689364957602E+9	1.54E-3	105.15E+0
877E+0	3.689364958468E+9	1.515E-3	104.95E+0
878E+0	3.689364959332E+9	1.4745E-3	104.9E+0
879E+0	3.689364960197E+9	1.4545E-3	104.95E+0
880E+0	3.689364961063E+9	1.493E-3	105.25E+0
881E+0	3.689364961926E+9	1.4835E-3	105.3E+0
882E+0	3.689364962792E+9	1.462E-3	105.25E+0
883E+0	3.689364963661E+9	1.4745E-3	105.05E+0
884E+0	3.689364964524E+9	1.476E-3	105.05E+0
885E+0	3.689364965391E+9	1.4785E-3	104.9E+0
886E+0	3.689364966255E+9	1.4915E-3	104.95E+0
887E+0	3.689364967119E+9	1.5165E-3	104.85E+0
888E+0	3.689364967984E+9	1.5145E-3	104.85E+0
889E+0	3.689364968849E+9	1.502E-3	104.85E+0
890E+0	3.689364969714E+9	1.5005E-3	104.75E+0
891E+0	3.68936497058E+9	1.5005E-3	104.7E+0
892E+0	3.689364971444E+9	1.494E-3	104.7E+0
893E+0	3.689364972308E+9	1.495E-3	104.65E+0
894E+0	3.689364973173E+9	1.495E-3	104.55E+0
895E+0	3.689364974038E+9	1.4925E-3	104.65E+0
896E+0	3.689364974904E+9	1.4875E-3	104.6E+0
897E+0	3.689364975768E+9	1.4905E-3	104.65E+0
898E+0	3.689364976632E+9	1.4875E-3	104.8E+0
899E+0	3.689364977497E+9	1.487E-3	104.75E+0
900E+0	3.689364978362E+9	1.4895E-3	104.85E+0
901E+0	3.689364979229E+9	1.49E-3	104.95E+0
902E+0	3.689364980092E+9	1.483E-3	105E+0
903E+0	3.689364980957E+9	1.4595E-3	105.15E+0
904E+0	3.68936498182E+9	1.4185E-3	105.3E+0
905E+0	3.689364982687E+9	1.403E-3	105.1E+0
906E+0	3.689364983551E+9	1.3945E-3	104.9E+0
907E+0	3.689364984416E+9	1.3755E-3	104.9E+0
908E+0	3.68936498528E+9	1.377E-3	104.6E+0
909E+0	3.689364986145E+9	1.383E-3	104.55E+0
910E+0	3.68936498701E+9	1.3915E-3	104.5E+0
911E+0	3.689364987875E+9	1.385E-3	104.55E+0
912E+0	3.68936498874E+9	1.4005E-3	104.6E+0
913E+0	3.689364989605E+9	1.3915E-3	104.75E+0
914E+0	3.689364990469E+9	1.3725E-3	104.8E+0
915E+0	3.689364991334E+9	1.389E-3	104.7E+0
916E+0	3.689364992199E+9	1.3815E-3	104.7E+0
917E+0	3.689364993065E+9	1.3675E-3	104.85E+0
918E+0	3.689364993928E+9	1.3625E-3	104.9E+0
919E+0	3.689364994792E+9	1.3615E-3	105.1E+0
920E+0	3.689364995658E+9	1.353E-3	105.15E+0
921E+0	3.689364996522E+9	1.3105E-3	105.3E+0
922E+0	3.689364997388E+9	1.282E-3	105.5E+0
923E+0	3.689364998254E+9	1.271E-3	105.3E+0
