#2018-10-15
#15:25
#Balayage par: glaliber
#ScanTask Size: 101,101


#Tools.Ind Point(Point)        	Tools.ScanPar(Arb)            	Tools.Temps Abs(ms)           	Tools.Random Number(Arb)      	Tools.Crb 1 Dat(Arb)          
42E+0	3E+0	3.6224763470130095E+9	1.2161214401489318E-3	0E+0
43E+0	3E+0	3.6224763470780096E+9	171.38796574181425E-3	0E+0
44E+0	3E+0	3.6224763471420097E+9	856.17876804602866E-3	0E+0
45E+0	3E+0	3.6224763472100096E+9	380.42280601567247E-3	0E+0
46E+0	3E+0	3.6224763472740097E+9	127.23665335028489E-3	0E+0
47E+0	3E+0	3.6224763473390098E+9	910.39472649584341E-3	0E+0
48E+0	3E+0	3.6224763474040098E+9	825.78010174511385E-3	0E+0
49E+0	3E+0	3.6224763474690099E+9	335.21208546290082E-3	0E+0
50E+0	3E+0	3.6224763475330095E+9	929.98283364776157E-3	0E+0
51E+0	3E+0	3.6224763475980096E+9	146.56232336309616E-3	0E+0
52E+0	3E+0	3.6224763476630096E+9	68.13655843722044E-3	0E+0
53E+0	3E+0	3.6224763477280097E+9	581.47657369494699E-3	0E+0
54E+0	3E+0	3.6224763477930098E+9	701.61149116072896E-3	0E+0
55E+0	3E+0	3.6224763478580098E+9	156.34573568273957E-3	0E+0
56E+0	3E+0	3.6224763479320097E+9	569.67248639356538E-3	0E+0
57E+0	3E+0	3.6224763479970098E+9	801.62324970876297E-3	0E+0
58E+0	3E+0	3.6224763480620098E+9	355.11880885860703E-3	0E+0
59E+0	3E+0	3.6224763481280098E+9	400.10527472160762E-3	0E+0
60E+0	3E+0	3.6224763481940098E+9	835.32904065649149E-3	0E+0
61E+0	3E+0	3.6224763482600098E+9	737.9341169004977E-3	0E+0
62E+0	3E+0	3.6224763483250098E+9	203.91652797874449E-3	0E+0
63E+0	3E+0	3.6224763483900099E+9	169.02019090237119E-3	0E+0
64E+0	3E+0	3.6224763484560099E+9	843.55774614136769E-3	0E+0
65E+0	3E+0	3.6224763485220098E+9	752.49227347609571E-3	0E+0
66E+0	3E+0	3.6224763485880098E+9	171.24877242513303E-3	0E+0
67E+0	3E+0	3.6224763486540098E+9	196.42306827645473E-3	0E+0
68E+0	3E+0	3.6224763487210097E+9	947.29076575881654E-3	0E+0
69E+0	3E+0	3.6224763487870097E+9	47.84404952616228E-3	0E+0
70E+0	3E+0	3.6224763488540096E+9	501.74851666582576E-3	0E+0
71E+0	3E+0	3.6224763489210095E+9	141.70122856064249E-3	0E+0
72E+0	3E+0	3.6224763489880099E+9	470.74408302188431E-3	0E+0
73E+0	3E+0	3.6224763490550098E+9	829.81258850490391E-3	0E+0
74E+0	3E+0	3.6224763491220098E+9	892.25941151308485E-3	0E+0
75E+0	3E+0	3.6224763491890097E+9	154.06202128647939E-3	0E+0
76E+0	3E+0	3.6224763492560096E+9	388.74822871009229E-3	0E+0
77E+0	3E+0	3.6224763493230095E+9	547.15191980752809E-3	0E+0
78E+0	3E+0	3.6224763493890095E+9	185.72920274345428E-3	0E+0
79E+0	3E+0	3.6224763494560099E+9	711.85126092632589E-3	0E+0
80E+0	3E+0	3.6224763495230098E+9	127.6882261730603E-3	0E+0
81E+0	3E+0	3.6224763495910096E+9	930.63442804177487E-3	0E+0
82E+0	3E+0	3.6224763496580095E+9	127.5672983406817E-3	0E+0
83E+0	3E+0	3.6224763497250099E+9	567.12171578037984E-3	0E+0
84E+0	3E+0	3.6224763497930098E+9	840.48115010788038E-3	0E+0
85E+0	3E+0	3.6224763498600097E+9	710.07366057122967E-3	0E+0
86E+0	3E+0	3.6224763499270096E+9	844.10863956178717E-3	0E+0
87E+0	3E+0	3.6224763499960098E+9	315.8648716904322E-3	0E+0
88E+0	3E+0	3.6224763500640097E+9	846.4021083719504E-3	0E+0
89E+0	3E+0	3.6224763501320095E+9	868.16168494795864E-3	0E+0
90E+0	3E+0	3.6224763502000098E+9	274.24080270511975E-3	0E+0
91E+0	3E+0	3.6224763502680097E+9	204.14886891624739E-3	0E+0
92E+0	3E+0	3.6224763503350096E+9	927.88204654876216E-3	0E+0
93E+0	3E+0	3.6224763504030099E+9	639.56851510345092E-3	0E+0
94E+0	3E+0	3.6224763504710097E+9	940.29689080088896E-3	0E+0
95E+0	3E+0	3.6224763505400095E+9	491.04874864436576E-3	0E+0
96E+0	3E+0	3.6224763506080098E+9	342.4110780450611E-3	0E+0
97E+0	3E+0	3.6224763506760097E+9	944.43453287152213E-3	0E+0
98E+0	3E+0	3.6224763507440095E+9	895.49886884916563E-3	0E+0
99E+0	3E+0	3.6224763508130097E+9	791.49559142012715E-3	0E+0
100E+0	3E+0	3.6224763508810096E+9	527.20413745901329E-3	0E+0
0E+0	4E+0	3.6224763509500098E+9	43.652541589250582E-3	0E+0
1E+0	4E+0	3.6224763510190096E+9	609.33194847894279E-3	0E+0
2E+0	4E+0	3.6224763510880098E+9	74.496840886735693E-3	0E+0
3E+0	4E+0	3.6224763511560097E+9	853.74282134121526E-3	0E+0
4E+0	4E+0	3.6224763512260098E+9	73.86373481333508E-3	0E+0
5E+0	4E+0	3.6224763512940097E+9	48.629578699487919E-3	0E+0
6E+0	4E+0	3.6224763513630099E+9	728.84750675932497E-3	0E+0
7E+0	4E+0	3.6224763514320097E+9	643.484358630667E-3	0E+0
8E+0	4E+0	3.6224763515000095E+9	985.16862236095193E-3	0E+0
9E+0	4E+0	3.6224763515680099E+9	344.29236681767139E-3	0E+0
10E+0	4E+0	3.6224763516380095E+9	192.62111029136619E-3	0E+0
11E+0	4E+0	3.6224763517070098E+9	318.17725350435788E-3	0E+0
12E+0	4E+0	3.6224763517760096E+9	721.67709779221134E-3	0E+0
13E+0	4E+0	3.6224763518460097E+9	331.62049933218429E-3	0E+0
14E+0	4E+0	3.6224763519150095E+9	157.55555873898652E-3	0E+0
15E+0	4E+0	3.6224763519890099E+9	768.6041836707983E-3	0E+0
16E+0	4E+0	3.6224763520590095E+9	966.70341661895076E-3	0E+0
17E+0	4E+0	3.6224763521290097E+9	518.57003847580041E-3	0E+0
18E+0	4E+0	3.6224763522010097E+9	531.83842864108111E-3	0E+0
19E+0	4E+0	3.6224763522700095E+9	583.43013676563316E-3	0E+0
20E+0	4E+0	3.6224763523400097E+9	304.20344904339236E-3	0E+0
21E+0	4E+0	3.6224763524090099E+9	814.65455544135468E-3	0E+0
22E+0	4E+0	3.6224763524790096E+9	603.8635930583125E-3	0E+0
23E+0	4E+0	3.6224763525490098E+9	68.465735862544896E-3	0E+0
24E+0	4E+0	3.6224763526190095E+9	364.20122733101579E-3	0E+0
25E+0	4E+0	3.6224763526890097E+9	3.7835717413732262E-3	0E+0
26E+0	4E+0	3.6224763527600098E+9	898.85052981002711E-3	0E+0
27E+0	4E+0	3.6224763528300099E+9	912.54566763338707E-3	0E+0
28E+0	4E+0	3.6224763529000096E+9	179.8012369510249E-3	0E+0
29E+0	4E+0	3.6224763529700098E+9	510.04974716504736E-3	0E+0
30E+0	4E+0	3.6224763530440097E+9	971.40611852293968E-3	0E+0
31E+0	4E+0	3.6224763531150098E+9	124.22259229573984E-3	0E+0
32E+0	4E+0	3.6224763531870098E+9	176.47590169249794E-3	0E+0
33E+0	4E+0	3.6224763532610097E+9	926.75564069769201E-3	0E+0
34E+0	4E+0	3.6224763533320098E+9	536.97779958753866E-3	0E+0
35E+0	4E+0	3.6224763534030099E+9	178.79646215929812E-3	0E+0
36E+0	4E+0	3.6224763534740095E+9	229.76375722923414E-3	0E+0
37E+0	4E+0	3.6224763535450096E+9	962.60359680614638E-3	0E+0
38E+0	4E+0	3.6224763536160097E+9	941.98847447442602E-3	0E+0
39E+0	4E+0	3.6224763536870098E+9	704.06483650438689E-3	0E+0
40E+0	4E+0	3.6224763537590098E+9	560.47788530011822E-3	0E+0
41E+0	4E+0	3.6224763538290095E+9	601.47843032313197E-3	0E+0
42E+0	4E+0	3.6224763539000096E+9	662.49585329158211E-3	0E+0
43E+0	4E+0	3.6224763539710097E+9	815.12393600676236E-3	0E+0
44E+0	4E+0	3.6224763540500097E+9	908.08959999770944E-3	0E+0
45E+0	4E+0	3.6224763541230097E+9	314.34245491461565E-3	0E+0
46E+0	4E+0	3.6224763541950097E+9	106.77962412120823E-3	0E+0
47E+0	4E+0	3.6224763542670097E+9	352.68970115834652E-3	0E+0
48E+0	4E+0	3.6224763543380098E+9	855.90080891734521E-3	0E+0
49E+0	4E+0	3.6224763544100099E+9	822.94096818953344E-3	0E+0
50E+0	4E+0	3.6224763544820099E+9	451.33661280809778E-3	0E+0
51E+0	4E+0	3.6224763545550098E+9	788.6899304440611E-3	0E+0
52E+0	4E+0	3.6224763546270099E+9	206.17196058366183E-3	0E+0
53E+0	4E+0	3.6224763547110095E+9	425.64236625767443E-3	0E+0
54E+0	4E+0	3.6224763547850099E+9	737.62509293807121E-3	0E+0
55E+0	4E+0	3.6224763548570099E+9	251.81655393315294E-3	0E+0
56E+0	4E+0	3.6224763549340095E+9	90.472476690171E-3	0E+0
57E+0	4E+0	3.6224763550160098E+9	530.33049111552843E-3	0E+0
58E+0	4E+0	3.6224763551040096E+9	475.26964861826504E-3	0E+0
59E+0	4E+0	3.6224763551840095E+9	164.33802625693628E-3	0E+0
60E+0	4E+0	3.6224763552560096E+9	370.08866522673278E-3	0E+0
61E+0	4E+0	3.6224763553280096E+9	49.023220452207195E-3	0E+0
62E+0	4E+0	3.6224763554000096E+9	935.82680379777616E-3	0E+0
63E+0	4E+0	3.6224763554720097E+9	793.88611202551518E-3	0E+0
64E+0	4E+0	3.6224763555450096E+9	727.88257382431087E-3	0E+0
65E+0	4E+0	3.6224763556170096E+9	578.30230198831112E-3	0E+0
66E+0	4E+0	3.6224763556900096E+9	669.51196020527948E-3	0E+0
67E+0	4E+0	3.6224763557630095E+9	609.52507342718221E-3	0E+0
68E+0	4E+0	3.6224763558360095E+9	400.22317501931037E-3	0E+0
69E+0	4E+0	3.6224763559090099E+9	137.50241115932682E-3	0E+0
70E+0	4E+0	3.6224763559820099E+9	909.51672908394054E-3	0E+0
71E+0	4E+0	3.6224763560600095E+9	479.59385390186382E-3	0E+0
72E+0	4E+0	3.6224763561340098E+9	961.03143011832648E-3	0E+0
73E+0	4E+0	3.6224763562080097E+9	103.1605375389768E-3	0E+0
74E+0	4E+0	3.6224763562810097E+9	775.50639284368661E-3	0E+0
75E+0	4E+0	3.6224763563540096E+9	977.95437145762132E-3	0E+0
76E+0	4E+0	3.6224763564270096E+9	532.91590878613782E-3	0E+0
77E+0	4E+0	3.6224763565010095E+9	256.96234876132662E-3	0E+0
78E+0	4E+0	3.6224763565740099E+9	347.79734185468225E-3	0E+0
79E+0	4E+0	3.6224763566470098E+9	29.445370717378516E-3	0E+0
80E+0	4E+0	3.6224763567220097E+9	649.35358452128733E-3	0E+0
81E+0	4E+0	3.6224763567950096E+9	732.74587442888539E-3	0E+0
82E+0	4E+0	3.6224763568690095E+9	334.89392631452786E-3	0E+0
83E+0	4E+0	3.6224763569430099E+9	763.7373659201907E-3	0E+0
84E+0	4E+0	3.6224763570160098E+9	914.24395800495817E-3	0E+0
85E+0	4E+0	3.6224763570980096E+9	465.26689685926259E-3	0E+0
86E+0	4E+0	3.6224763571730099E+9	752.52956749960898E-3	0E+0
87E+0	4E+0	3.6224763572480097E+9	264.72494933162105E-3	0E+0
88E+0	4E+0	3.6224763573230095E+9	500.15099381703276E-3	0E+0
89E+0	4E+0	3.6224763573960099E+9	314.13530440636661E-3	0E+0
90E+0	4E+0	3.6224763574700098E+9	241.58762151261626E-3	0E+0
91E+0	4E+0	3.6224763575450096E+9	332.40161657956091E-3	0E+0
92E+0	4E+0	3.6224763576190095E+9	60.138983667559209E-3	0E+0
93E+0	4E+0	3.6224763576940098E+9	687.75697097007749E-3	0E+0
94E+0	4E+0	3.6224763577680097E+9	686.36328947837422E-3	0E+0
95E+0	4E+0	3.6224763578430095E+9	11.257207646394374E-3	0E+0
96E+0	4E+0	3.6224763579170098E+9	979.5971264906439E-3	0E+0
97E+0	4E+0	3.6224763579920096E+9	930.48018251460207E-3	0E+0
98E+0	4E+0	3.6224763580670099E+9	605.72389567817875E-3	0E+0
99E+0	4E+0	3.6224763581440096E+9	970.12621573929914E-3	0E+0
100E+0	4E+0	3.6224763582220097E+9	494.95230407188462E-3	0E+0
0E+0	5E+0	3.6224763582970095E+9	205.98162687602839E-3	0E+0
1E+0	5E+0	3.6224763583720098E+9	346.30191894476869E-3	0E+0
2E+0	5E+0	3.6224763584470096E+9	851.06318574912809E-3	0E+0
3E+0	5E+0	3.6224763585220098E+9	672.1258324473276E-3	0E+0
4E+0	5E+0	3.6224763585970097E+9	282.57236139523023E-3	0E+0
5E+0	5E+0	3.6224763586730099E+9	708.62052128133179E-3	0E+0
6E+0	5E+0	3.6224763587490096E+9	756.91104005526966E-3	0E+0
7E+0	5E+0	3.6224763588240099E+9	795.86631458912271E-3	0E+0
8E+0	5E+0	3.6224763588990097E+9	480.39116569089568E-3	0E+0
9E+0	5E+0	3.6224763589750099E+9	932.53756291339906E-3	0E+0
10E+0	5E+0	3.6224763590510097E+9	925.53123456673081E-3	0E+0
11E+0	5E+0	3.6224763591340098E+9	781.53054906486963E-3	0E+0
12E+0	5E+0	3.6224763592130098E+9	590.28251886385941E-3	0E+0
13E+0	5E+0	3.6224763592900095E+9	586.19014527469337E-3	0E+0
14E+0	5E+0	3.6224763593660097E+9	958.97106119210695E-3	0E+0
15E+0	5E+0	3.6224763594410095E+9	385.85065548196118E-3	0E+0
16E+0	5E+0	3.6224763595180097E+9	255.93564576389705E-3	0E+0
17E+0	5E+0	3.6224763595940099E+9	368.58907025647314E-3	0E+0
18E+0	5E+0	3.6224763596700096E+9	610.91136581479288E-3	0E+0
19E+0	5E+0	3.6224763597470098E+9	493.35493962013666E-3	0E+0
20E+0	5E+0	3.6224763598230095E+9	819.09719526394187E-3	0E+0
21E+0	5E+0	3.6224763599000096E+9	380.37640871979361E-3	0E+0
22E+0	5E+0	3.6224763599760098E+9	721.23299760430137E-3	0E+0
23E+0	5E+0	3.6224763600530095E+9	353.40957285316321E-3	0E+0
24E+0	5E+0	3.6224763601380095E+9	556.75034613411656E-3	0E+0
25E+0	5E+0	3.6224763602160096E+9	655.71915273475789E-3	0E+0
26E+0	5E+0	3.6224763602940097E+9	130.710505342164E-3	0E+0
27E+0	5E+0	3.6224763603720098E+9	59.657470253386746E-3	0E+0
28E+0	5E+0	3.6224763604490099E+9	409.77251322198072E-3	0E+0
29E+0	5E+0	3.6224763605260096E+9	695.82474914614267E-3	0E+0
30E+0	5E+0	3.6224763606030097E+9	631.25719685638915E-3	0E+0
31E+0	5E+0	3.6224763606800098E+9	653.30782162261225E-3	0E+0
32E+0	5E+0	3.6224763607580099E+9	581.81053524598769E-3	0E+0
33E+0	5E+0	3.6224763608360095E+9	234.64602226772047E-3	0E+0
34E+0	5E+0	3.6224763609140096E+9	30.062500698865069E-3	0E+0
35E+0	5E+0	3.6224763609920096E+9	752.34883733374991E-3	0E+0
36E+0	5E+0	3.6224763610690098E+9	309.44673890307572E-3	0E+0
37E+0	5E+0	3.6224763611550097E+9	907.46281961539443E-3	0E+0
38E+0	5E+0	3.6224763612340097E+9	522.218649725541E-3	0E+0
39E+0	5E+0	3.6224763613120098E+9	517.08994164312094E-3	0E+0
40E+0	5E+0	3.6224763613910098E+9	599.33859493256758E-3	0E+0
41E+0	5E+0	3.6224763614680095E+9	434.21207600991019E-3	0E+0
42E+0	5E+0	3.6224763615450096E+9	962.38358797484136E-3	0E+0
43E+0	5E+0	3.6224763616230097E+9	699.25552461669271E-3	0E+0
44E+0	5E+0	3.6224763617010097E+9	253.51239085382593E-3	0E+0
45E+0	5E+0	3.6224763617800097E+9	393.9438080930624E-3	0E+0
46E+0	5E+0	3.6224763618580098E+9	72.527520286217673E-3	0E+0
47E+0	5E+0	3.6224763619350095E+9	762.64913043592553E-3	0E+0
48E+0	5E+0	3.6224763620140095E+9	778.08700128632802E-3	0E+0
49E+0	5E+0	3.6224763620930095E+9	554.14345887652261E-3	0E+0
50E+0	5E+0	3.6224763621780095E+9	85.812408678296981E-3	0E+0
51E+0	5E+0	3.6224763622580099E+9	579.17777681759164E-3	0E+0
52E+0	5E+0	3.6224763623360095E+9	942.20639778281656E-3	0E+0
53E+0	5E+0	3.6224763624150095E+9	194.83190122535143E-3	0E+0
54E+0	5E+0	3.6224763624940095E+9	770.33805510157771E-3	0E+0
55E+0	5E+0	3.6224763625730095E+9	816.55297020168271E-3	0E+0
56E+0	5E+0	3.6224763626520095E+9	596.20689924234993E-3	0E+0
57E+0	5E+0	3.6224763627310095E+9	283.51737181662706E-3	0E+0
58E+0	5E+0	3.6224763628100095E+9	495.92362539415441E-3	0E+0
59E+0	5E+0	3.6224763628890095E+9	42.417047864260704E-3	0E+0
60E+0	5E+0	3.6224763629690099E+9	547.45673624099522E-3	0E+0
61E+0	5E+0	3.6224763630480099E+9	900.94873053497593E-3	0E+0
62E+0	5E+0	3.6224763631270099E+9	122.88545019412345E-3	0E+0
63E+0	5E+0	3.6224763632120099E+9	595.170385910335E-3	0E+0
64E+0	5E+0	3.6224763632930098E+9	255.57014401139666E-3	0E+0
65E+0	5E+0	3.6224763633730097E+9	737.27967620416157E-3	0E+0
66E+0	5E+0	3.6224763634520097E+9	836.66803590248184E-3	0E+0
67E+0	5E+0	3.6224763635320096E+9	505.80918007242515E-3	0E+0
68E+0	5E+0	3.6224763636120095E+9	158.87179494853076E-3	0E+0
69E+0	5E+0	3.6224763636920099E+9	554.57034001482008E-3	0E+0
70E+0	5E+0	3.6224763637710099E+9	75.717280591561131E-3	0E+0
71E+0	5E+0	3.6224763638510098E+9	153.21261495766869E-3	0E+0
72E+0	5E+0	3.6224763639310098E+9	409.67112125799421E-3	0E+0
73E+0	5E+0	3.6224763640110097E+9	475.92491813647886E-3	0E+0
74E+0	5E+0	3.6224763640910096E+9	182.67695214733903E-3	0E+0
75E+0	5E+0	3.6224763641710095E+9	620.74250416265053E-3	0E+0
76E+0	5E+0	3.6224763642550096E+9	280.98748650547245E-3	0E+0
77E+0	5E+0	3.6224763643350096E+9	440.44520172832025E-3	0E+0
78E+0	5E+0	3.6224763644150095E+9	514.61067239334746E-3	0E+0
79E+0	5E+0	3.6224763644970098E+9	933.31574898315173E-3	0E+0
80E+0	5E+0	3.6224763645770097E+9	740.02520887624346E-3	0E+0
81E+0	5E+0	3.6224763646580095E+9	255.1934865325618E-3	0E+0
82E+0	5E+0	3.6224763647390099E+9	500.431267261223E-3	0E+0
83E+0	5E+0	3.6224763648200097E+9	283.60406790451709E-3	0E+0
84E+0	5E+0	3.6224763649010096E+9	297.66241618463285E-3	0E+0
85E+0	5E+0	3.6224763649820099E+9	738.33158773652241E-3	0E+0
86E+0	5E+0	3.6224763650630097E+9	905.3172612332856E-3	0E+0
87E+0	5E+0	3.6224763651440096E+9	491.63540051091809E-3	0E+0
88E+0	5E+0	3.6224763652360096E+9	440.11667759399575E-3	0E+0
89E+0	5E+0	3.6224763653180099E+9	58.108863843889802E-3	0E+0
90E+0	5E+0	3.6224763653990097E+9	562.62586226978506E-3	0E+0
91E+0	5E+0	3.6224763654810095E+9	193.9503125015376E-3	0E+0
92E+0	5E+0	3.6224763655630097E+9	474.19428541429065E-3	0E+0
93E+0	5E+0	3.6224763656450095E+9	368.73857319052838E-3	0E+0
94E+0	5E+0	3.6224763657270098E+9	212.3031217478446E-3	0E+0
95E+0	5E+0	3.6224763658090095E+9	821.22690712166557E-3	0E+0
96E+0	5E+0	3.6224763658910098E+9	250.45295733353434E-3	0E+0
97E+0	5E+0	3.6224763659730096E+9	916.48467758743601E-3	0E+0
98E+0	5E+0	3.6224763660560098E+9	307.00100285268039E-3	0E+0
99E+0	5E+0	3.6224763661380095E+9	427.41310203323657E-3	0E+0
100E+0	5E+0	3.6224763662310095E+9	568.27338375638226E-3	0E+0
0E+0	6E+0	3.6224763663160095E+9	286.41282221760234E-3	0E+0
1E+0	6E+0	3.6224763663980098E+9	458.69818407026303E-3	0E+0
2E+0	6E+0	3.6224763664810095E+9	256.29511699629393E-3	0E+0
3E+0	6E+0	3.6224763665640097E+9	124.89290776018835E-3	0E+0
4E+0	6E+0	3.6224763666460099E+9	618.08720992427291E-3	0E+0
5E+0	6E+0	3.6224763667290096E+9	59.870301704929574E-3	0E+0
6E+0	6E+0	3.6224763668120098E+9	401.7530491473893E-3	0E+0
7E+0	6E+0	3.6224763668940096E+9	929.81781444178213E-3	0E+0
8E+0	6E+0	3.6224763669770098E+9	318.89821679565844E-3	0E+0
9E+0	6E+0	3.6224763670600095E+9	432.32566586930754E-3	0E+0
10E+0	6E+0	3.6224763671420097E+9	658.61433073150422E-3	0E+0
11E+0	6E+0	3.6224763672260098E+9	236.99724181326887E-3	0E+0
12E+0	6E+0	3.6224763673120098E+9	235.6377928794362E-3	0E+0
13E+0	6E+0	3.6224763673950095E+9	8.3721529012599216E-3	0E+0
14E+0	6E+0	3.6224763674780097E+9	365.4034849936969E-3	0E+0
15E+0	6E+0	3.6224763675610099E+9	419.89989390409987E-3	0E+0
16E+0	6E+0	3.6224763676450095E+9	583.52737116099851E-3	0E+0
17E+0	6E+0	3.6224763677600098E+9	932.15623348248933E-3	0E+0
18E+0	6E+0	3.6224763678430095E+9	273.61104632939615E-3	0E+0
19E+0	6E+0	3.6224763679270096E+9	950.25305459997222E-3	0E+0
20E+0	6E+0	3.6224763680100098E+9	225.27268822559465E-3	0E+0
21E+0	6E+0	3.6224763680940099E+9	642.52227463857348E-3	0E+0
22E+0	6E+0	3.6224763681780095E+9	526.29240882295469E-3	0E+0
23E+0	6E+0	3.6224763682680097E+9	101.06538331528814E-3	0E+0
24E+0	6E+0	3.6224763683530097E+9	497.93872648020088E-3	0E+0
25E+0	6E+0	3.6224763684370098E+9	880.82262663342692E-3	0E+0
26E+0	6E+0	3.6224763685210099E+9	640.23493931673059E-3	0E+0
27E+0	6E+0	3.6224763686060095E+9	468.02039552499886E-3	0E+0
28E+0	6E+0	3.6224763686890097E+9	771.18836122626844E-3	0E+0
29E+0	6E+0	3.6224763687740097E+9	240.47428996928444E-3	0E+0
30E+0	6E+0	3.6224763688580098E+9	876.32807836386228E-3	0E+0
31E+0	6E+0	3.6224763689420099E+9	324.30530574719851E-3	0E+0
32E+0	6E+0	3.6224763690270095E+9	185.74963324541383E-3	0E+0
33E+0	6E+0	3.6224763691110096E+9	24.47354526953105E-3	0E+0
34E+0	6E+0	3.6224763691960096E+9	726.54939166636256E-3	0E+0
35E+0	6E+0	3.6224763692860098E+9	447.71218965511772E-3	0E+0
36E+0	6E+0	3.6224763693710098E+9	15.907001782288877E-3	0E+0
37E+0	6E+0	3.6224763694560099E+9	971.89846718832307E-3	0E+0
38E+0	6E+0	3.6224763695410099E+9	46.666496223899845E-3	0E+0
39E+0	6E+0	3.6224763696260095E+9	707.76538379674325E-3	0E+0
40E+0	6E+0	3.6224763697120099E+9	617.14043706570165E-3	0E+0
41E+0	6E+0	3.6224763697980099E+9	345.82614370480513E-3	0E+0
42E+0	6E+0	3.6224763698830099E+9	844.99051107991796E-3	0E+0
43E+0	6E+0	3.6224763699680095E+9	790.10010190248936E-3	0E+0
44E+0	6E+0	3.6224763700530095E+9	615.30909711328352E-3	0E+0
45E+0	6E+0	3.6224763701540098E+9	847.4477622233052E-3	0E+0
46E+0	6E+0	3.6224763702410097E+9	709.60157182034722E-3	0E+0
47E+0	6E+0	3.6224763703350096E+9	310.93889341192638E-3	0E+0
48E+0	6E+0	3.6224763704210095E+9	551.59611043286771E-3	0E+0
49E+0	6E+0	3.6224763705060096E+9	30.361379701337343E-3	0E+0
50E+0	6E+0	3.6224763705920095E+9	366.0037615297389E-3	0E+0
51E+0	6E+0	3.6224763706790099E+9	14.988258997215675E-3	0E+0
52E+0	6E+0	3.6224763707650099E+9	219.96982846309776E-3	0E+0
53E+0	6E+0	3.6224763708700099E+9	492.26540403339136E-3	0E+0
54E+0	6E+0	3.6224763709560099E+9	233.37626705202652E-3	0E+0
55E+0	6E+0	3.6224763710420098E+9	157.36100731786218E-3	0E+0
56E+0	6E+0	3.6224763711270099E+9	204.0815329627601E-3	0E+0
57E+0	6E+0	3.6224763712140098E+9	341.85328618740485E-3	0E+0
58E+0	6E+0	3.6224763713040099E+9	261.53085869395309E-3	0E+0
59E+0	6E+0	3.6224763713910098E+9	939.43469696513726E-3	0E+0
60E+0	6E+0	3.6224763714760098E+9	25.081663396419263E-3	0E+0
61E+0	6E+0	3.6224763715630097E+9	531.11025924292088E-3	0E+0
62E+0	6E+0	3.6224763716490097E+9	308.10009510769465E-3	0E+0
63E+0	6E+0	3.6224763717360096E+9	321.4361152899643E-3	0E+0
64E+0	6E+0	3.6224763718220096E+9	280.80908072184707E-3	0E+0
65E+0	6E+0	3.6224763719090099E+9	835.69522209770186E-3	0E+0
66E+0	6E+0	3.6224763720020099E+9	11.364286842808102E-3	0E+0
67E+0	6E+0	3.6224763720890098E+9	609.57875851377752E-3	0E+0
68E+0	6E+0	3.6224763721770096E+9	354.23008512049559E-3	0E+0
69E+0	6E+0	3.6224763722670097E+9	140.9648355105193E-3	0E+0
70E+0	6E+0	3.6224763723670096E+9	719.15290416526434E-3	0E+0
71E+0	6E+0	3.6224763724540095E+9	802.94506549512723E-3	0E+0
72E+0	6E+0	3.6224763725400095E+9	195.90542995952287E-3	0E+0
73E+0	6E+0	3.6224763726280098E+9	839.39269380127579E-3	0E+0
74E+0	6E+0	3.6224763727150097E+9	837.60326669797136E-3	0E+0
75E+0	6E+0	3.6224763728030095E+9	470.60499244180054E-3	0E+0
76E+0	6E+0	3.6224763728900099E+9	231.31397397309916E-3	0E+0
77E+0	6E+0	3.6224763729770098E+9	90.542193121789349E-3	0E+0
78E+0	6E+0	3.6224763730650096E+9	910.12890369564414E-3	0E+0
79E+0	6E+0	3.6224763731520095E+9	476.28702087908858E-3	0E+0
80E+0	6E+0	3.6224763732390099E+9	594.84839258223876E-3	0E+0
81E+0	6E+0	3.6224763733280096E+9	230.81420702428734E-3	0E+0
82E+0	6E+0	3.6224763734180098E+9	272.87038184384849E-3	0E+0
83E+0	6E+0	3.6224763735050096E+9	255.4841983562175E-3	0E+0
84E+0	6E+0	3.6224763735930095E+9	595.44736779011953E-3	0E+0
85E+0	6E+0	3.6224763736810098E+9	703.68598803441928E-3	0E+0
86E+0	6E+0	3.6224763737700095E+9	368.06359880443895E-3	0E+0
87E+0	6E+0	3.6224763738580098E+9	731.22914070027756E-3	0E+0
88E+0	6E+0	3.6224763739450097E+9	933.1464734539886E-3	0E+0
89E+0	6E+0	3.6224763740330095E+9	538.0265186438431E-3	0E+0
90E+0	6E+0	3.6224763741210098E+9	485.32674910102075E-3	0E+0
91E+0	6E+0	3.6224763742090096E+9	903.48269440143836E-3	0E+0
92E+0	6E+0	3.6224763742980099E+9	767.81754943621894E-3	0E+0
93E+0	6E+0	3.6224763743940096E+9	740.05964553470438E-3	0E+0
94E+0	6E+0	3.6224763744830098E+9	770.84148340802838E-3	0E+0
95E+0	6E+0	3.6224763745710096E+9	389.33846451189313E-3	0E+0
96E+0	6E+0	3.6224763746600099E+9	804.08411883120934E-3	0E+0
97E+0	6E+0	3.6224763747490096E+9	197.06852600842684E-3	0E+0
98E+0	6E+0	3.6224763748390098E+9	125.17977638706945E-3	0E+0
99E+0	6E+0	3.6224763749270096E+9	729.50757463661431E-3	0E+0
100E+0	6E+0	3.6224763750160098E+9	729.824735767165E-3	0E+0
0E+0	7E+0	3.6224763751050096E+9	425.75357677523051E-3	0E+0
1E+0	7E+0	3.6224763751940098E+9	779.59997529393144E-3	0E+0
2E+0	7E+0	3.6224763752830095E+9	851.35070437476357E-3	0E+0
